Genes,rho_SkM,rho_AT
TUFM,-0.171965811965812,-0.260869565217391
PPM1F,-0.134615384615385,0.195652173913043
DGKG,0.264705882352941,-0.110714285714286
MAN2A2,0.182307692307692,0.107707509881423
PSMB3,0.0283760683760684,0.326086956521739
PSMB2,0.107692307692308,0.163478260869565
THBS3,0.0769230769230769,-0.226086956521739
COMP,0.0376268869530518,0.0817391304347826
ACADVL,0.155384615384615,0.111660079051383
TMED10,-0.211623931623932,0.339130434782609
RGS19,-0.182806324110672,-0.202597402597403
NT5C2,-0.331578947368421,0.0959752321981424
CAMP,0.144387838890054,0.177391304347826
GNAQ,-0.0338461538461538,0.291501976284585
SULT1A1,-0.145614035087719,-0.0567595459236326
EMD,0.0543589743589744,0.0452173913043478
CPT1A,0.0661538461538462,0.174901185770751
SERPINB9,-0.475296442687747,-0.198701298701299
SERPINH1,0.141727837380011,0.131564088085827
ST13,0.133076923076923,-0.0652173913043478
VASP,-0.0447863247863248,0.498260869565217
DNM2,-0.181372549019608,0.0676470588235294
LRBA,-0.0803418803418803,-0.428695652173913
CCT8,0.0292307692307692,-0.274703557312253
CCT4,-0.0968379446640316,0.141558441558442
RAB5C,0.0652991452991453,-0.2
RAB7A,-0.161709401709402,-0.205217391304348
DUSP3,0.0559006211180124,-0.472727272727273
GALK1,0.191228070175439,0.232198142414861
SSR4,0.105217391304348,-0.398080180688876
BCAP31,0.139145299145299,-0.0895652173913043
P2RX1,0.278656126482213,0.0025974025974026
ALDH3A2,0.0917293233082707,-0.0712074303405573
HSD17B4,0.128888888888889,0.277391304347826
PSMD7,-0.112307692307692,-0.179841897233202
STAT5B,0.388695652173913,0.416149068322981
APLP1,-0.0138339920948617,0.148051948051948
RPS6KA3,-0.0756521739130435,-0.0400903444381705
LUM,0.204786324786325,0.0356521739130435
NDUFA8,-0.106719367588933,-0.314285714285714
PGD,0.0807692307692308,-0.028695652173913
RAP1GDS1,0.143076923076923,-0.212450592885376
HNRNPF,0.181818181818182,0.463157894736842
CAPZA1,-0.328547008547008,-0.0521739130434783
ACLY,0.248461538461538,0.0938735177865613
COPB1,-0.0115384615384615,0.125494071146245
COPA,0.354615384615385,0.243083003952569
CTSC,0.0272727272727273,-0.115789473684211
PTTG1IP,0.0661654135338346,-0.457172342621259
SMTN,-0.129230769230769,0.0839920948616601
SEC24C,0.071078431372549,-0.1
ATP1B3,0.261739130434783,0.489553924336533
AK2,0.0116883116883117,-0.267669172932331
NAPA,-0.024703557312253,-0.216261998870695
EIF5,0.00512820512820513,-0.3
DRG2,0.357843137254902,0.0294117647058824
PLTP,-0.0557264957264957,-0.352173913043478
VCP,0.192478632478632,0.08
MFAP4,0.287549407114625,-0.0467532467532468
HADHB,0.218461538461538,0.149209486166008
INHBC,0.0811951975268983,0.0401022085988157
MANF,0.0315789473684211,0.153766769865841
MTTP,0.0192982456140351,0.0147058823529412
NCKAP1L,0.122608695652174,-0.0344438170525127
NAP1L1,-0.145299145299145,-0.0547826086956522
CASP6,0.102167182662539,-0.191176470588235
CDH6,-0.220769230769231,0.0701581027667984
CDH13,-0.0912820512820513,0.204347826086957
CDH15,-0.102608695652174,0.41746124239071
NPEPPS,-0.0617391304347826,-0.216261998870695
OXCT1,0.0736842105263158,-0.372549019607843
EIF3B,-0.106923076923077,0.175889328063241
BID,0.0105263157894737,0.141382868937048
AP1S2,0.0150375939849624,0.168214654282766
EIF6,-0.430434782608696,-0.339356295878035
UBASH3A,-0.0519649264172149,0.0360902255639098
INHBE,0.117948717948718,0.15304347826087
ANTXR2,0.206086956521739,-0.140316205533597
TPI1,0.324615384615385,0.25197628458498
MYL6,0.0652991452991453,0.349565217391304
PSMA6,-0.151185770750988,-0.183116883116883
CDC42,-0.246495726495726,-0.0417391304347826
RAB8A,0.271597967250141,-0.043609022556391
RAB2A,0.131578947368421,0.0712074303405573
RAB5B,0.129565217391304,0.0118577075098814
RAB10,-0.290940170940171,0.31304347826087
CXCR4,-0.0339130434782609,0.0773574251835122
RAB14,0.242307692307692,0.126482213438735
ACTR3,0.120683760683761,0.000869565217391304
ACTR2,0.486495726495727,-0.02
ACTR1A,-0.126153846153846,-0.16798418972332
COPS2,0.0476923076923077,0.118577075098814
RAP1B,-0.00790513833992095,0.446640316205534
RAP2B,0.362307692307692,0.08300395256917
HSPE1,-0.071078431372549,-0.1
VBP1,0.0701298701298701,-0.00300751879699248
B2M,0.0276923076923077,-0.00956521739130435
COPZ1,-0.103571428571429,0.032967032967033
HNRNPK,-0.0976923076923077,-0.0612648221343874
YWHAG,-0.385982905982906,0.268695652173913
PPP1CA,-0.0876923076923077,0.398221343873518
PSMC1,-0.123846153846154,-0.100790513833992
PSMC5,0.0115384615384615,0.00988142292490119
UBE2H,0.24703557312253,0.0062111801242236
YWHAE,0.202735042735043,-0.120869565217391
PSMC6,0.0365811965811966,0.207826086956522
RAB1A,-0.0618803418803419,0.165217391304348
RAN,-0.0210526315789474,0.155830753353973
RAP1A,0.0837606837606838,0.138260869565217
PPIA,-0.360769230769231,-0.1699604743083
GRB2,-0.0646153846153846,0.0256916996047431
RAC1,0.163076923076923,0.128695652173913
AP2B1,-0.234188034188034,0.0756521739130435
YWHAZ,-0.165811965811966,-0.14
SEC11A,0.168214654282766,-0.259803921568627
TPM4,0.541880341880342,0.527826086956522
UBE2L3,-0.0154798761609907,0.294117647058824
ACTA1,-0.141196581196581,0.122608695652174
TUBA4A,0.0666666666666667,-0.145217391304348
TUBB4B,0.139145299145299,-0.028695652173913
HBB,0.182905982905983,-0.135652173913043
HBA1,0.170598290598291,-0.134782608695652
EIF4G2,0.223076923076923,-0.390316205533597
CCT2,0.0577777777777778,-0.235652173913043
GSTO1,-0.229401709401709,0.00521739130434783
RELN,-0.0523076923076923,-0.336521739130435
GPLD1,0.352478632478632,-0.303478260869565
NUCB2,0.137777777777778,-0.051304347826087
RHOG,-0.113076923076923,0.445652173913043
FBLN2,-0.325384615384615,-0.160079051383399
HSPG2,-0.148717948717949,-0.00260869565217391
ARHGAP4,-0.17,0.119565217391304
EFNB1,-0.329205366357069,0.218137254901961
ATP2C1,0.134782608695652,-0.075098814229249
CYCS,0.281818181818182,-0.147368421052632
MPP1,0.397692307692308,0.0187747035573123
SLC25A3,0.078974358974359,-0.347826086956522
HDLBP,-0.154150197628459,0.0597402597402597
CLTC,-0.0994871794871795,0.28695652173913
PLCB2,0.0662055335968379,0.0896103896103896
REEP5,0.16,0.214426877470356
SPTBN1,0.00581196581196581,-0.127826086956522
AMPD2,0.0684615384615385,0.041501976284585
CAP1,0.0673504273504273,-0.18
PFKP,-0.338119658119658,0.32
PLCB3,-0.257894736842105,-0.162022703818369
OGDH,0.226153846153846,0.0592885375494071
DSC2,-0.352766798418972,0.162337662337662
NUCB1,-0.216410256410256,-0.225217391304348
AKAP12,-0.0495726495726496,0.011304347826087
SLC25A11,-0.16699604743083,-0.197402597402597
TAP1,0,-0.607017543859649
CFHR1,0.204990815492937,-0.130434782608696
EIF4G1,0.317606837606838,0.242608695652174
HGFAC,-0.00307692307692308,0.28695652173913
PRKCQ,0.239130434782609,-0.0194805194805195
SSBP1,-0.366923076923077,0.0849802371541502
YWHAH,0.0256410256410256,-0.379130434782609
DNM1,0.17304347826087,0.0434782608695652
PTPN12,0.0105982905982906,0.179130434782609
PTK2,0.134782608695652,0.319028797289667
PRKCD,-0.0406015037593985,-0.264912280701754
CALD1,0.125470085470085,-0.20695652173913
COL14A1,-0.316821465428277,-0.532352941176471
ITIH3,-0.215726495726496,0.0660869565217391
PTPN11,-0.201538461538462,-0.0731225296442688
BTK,0.203478260869565,-0.287408243929983
PSME1,0.18,-0.339920948616601
APLP2,-0.00347826086956522,0.0491247882552231
FMOD,-0.0261538461538462,-0.0454545454545455
PRDX1,-0.37982905982906,-0.0339130434782609
C1QBP,-0.216410256410256,0.234782608695652
DPT,0.0705815923207228,0.267669172932331
BAX,0.122529644268775,0.138961038961039
KLC1,0.146086956521739,0.103331451157538
LRP1,-0.194529914529915,0.192173913043478
PCDH1,-0.176153846153846,-0.342885375494071
LGALS3BP,0.0707692307692308,0.217391304347826
FGL1,0.279465492571912,-0.280877441826999
APOBR,-0.229230769230769,-0.00494071146245059
SCRN3,-0.250434782608696,-0.0163749294184077
NEXN,0.0741880341880342,-0.238260869565217
GALNT1,-0.156390977443609,-0.36140350877193
SCRN1,0.121804511278196,0.119298245614035
ASPH,-0.210940170940171,-0.10695652173913
EFEMP1,0.106324786324786,-0.0747826086956522
ILF3,-0.170948616600791,-0.075098814229249
LMAN2,0.0784867306606437,0.204511278195489
PTPRJ,0.234871794871795,0.336521739130435
TRAP1,0.164313946922643,0.296240601503759
BNIP2,-0.206015037593985,0.191228070175439
STRN3,-0.221538461538462,-0.130434782608696
STK4,0.0133333333333333,-0.196521739130435
FLII,0.305299145299145,0.530434782608696
LCP2,-0.158974358974359,-0.0278260869565217
GPS1,0.187826086956522,0.229813664596273
USP4,0.00846153846153846,0.0266798418972332
PRKAA1,-0.325384615384615,0.158102766798419
PRDX4,0.12,-0.0286561264822134
STK3,-0.00692307692307692,-0.548418972332016
PSMD2,0.00307692307692308,-0.112648221343874
MMRN1,-0.0755555555555555,-0.138260869565217
G3BP1,-0.00692307692307692,-0.255928853754941
EIF3I,-0.196153846153846,-0.174901185770751
ILK,0.10017094017094,0.286086956521739
NNT,0.249230769230769,0.0408695652173913
MYO9B,-0.0556390977443609,0.042311661506708
ROCK1,0.203076923076923,-0.0770750988142293
MADCAM1,0.112478632478632,0.198260869565217
MTM1,-0.0790513833992095,0.224675324675325
SQSTM1,-0.195488721804511,-0.13312693498452
RIPK1,-0.288235294117647,-0.3
DCTN2,-0.201367521367521,-0.18695652173913
IQGAP2,0.011965811965812,-0.161739130434783
STIM1,0.143931623931624,0.257391304347826
RAB32,0.452173913043478,0.322416713721062
MOGS,-0.258046301524562,0.0103896103896104
ALCAM,-0.356581196581197,-0.0921739130434782
APOF,-0.332649572649573,-0.145257510117461
SPTAN1,-0.13,0.33498023715415
SNTB1,0.0382608695652174,-0.163184641445511
PRKG1,-0.153162055335968,0.257142857142857
CKAP5,0.0123076923076923,-0.0326086956521739
CAMK1,-0.197264957264957,0.051304347826087
NID2,0.0953846153846154,-0.154150197628459
DAG1,0.280701754385965,0.139318885448916
DSG2,-0.00717948717948718,-0.182608695652174
UBE4A,0.373517786561265,-0.0116883116883117
EIF3A,-0.0191304347826087,-0.260304912478826
ARHGEF7,-0.21155830753354,-0.0906862745098039
SCARF1,-0.164086687306502,-0.0269607843137255
MLEC,0.208888888888889,0.0408695652173913
TTLL12,0.0561538461538462,0.491106719367589
DCTN1,0.068034188034188,0.0860869565217391
DYNC1H1,-0.0730434782608696,0.29983060417843
CTTN,-0.213675213675214,0.120869565217391
FLOT2,0.363846153846154,-0.0938735177865613
TRIM25,0.225384615384615,0.550395256916996
FLNC,-0.0196078431372549,0.320588235294118
FKBP8,0.0859683794466403,-0.151948051948052
GNA13,0.0615384615384615,0.436758893280632
LRRC32,0.0571428571428571,0.170175438596491
GAS6,-0.556153846153846,0.00691699604743083
PDE3A,-0.0169230769230769,0.0138339920948617
SPARCL1,0.0564102564102564,-0.362608695652174
FAT1,0.00615384615384615,0.137351778656127
HABP2,0.132307692307692,0.338934190274076
ITPR2,-0.227692307692308,0.121541501976285
ITIH4,-0.0625641025641026,-0.12695652173913
ITPR1,0.0707692307692308,0.0756521739130435
RASA3,0.271538461538462,-0.206521739130435
CLINT1,0.155384615384615,0.153162055335968
GANAB,-0.0516239316239316,0.13304347826087
MVP,0.2128740824393,0.306766917293233
LTBP1,-0.0570940170940171,0.0347826086956522
LTBP2,-0.1,-0.0839920948616601
LASP1,0.028695652173913,-0.171089779785432
KPNB1,0.176752136752137,-0.422608695652174
SLMAP,-0.308695652173913,-0.101072840203275
GAPVD1,-0.24604743083004,-0.308865047995483
SPCS2,-0.0932330827067669,0.279669762641899
EMC2,0.16421568627451,0
PSMD6,-0.122549019607843,0.0686274509803922
RAB3GAP1,0.0284615384615385,0.177865612648221
ACAP2,-0.0896103896103896,0.16390977443609
POSTN,0.0454700854700855,-0.138260869565217
PDIA6,-0.172649572649573,-0.128695652173913
PDK1,0.139705882352941,0.00294117647058824
PLEC,0.133399209486166,0.490909090909091
PON3,-0.180854700854701,0.331304347826087
STK38,-0.280701754385965,-0.34984520123839
RABEP1,-0.0311688311688312,0.469172932330827
RCN1,-0.111538461538462,-0.379446640316206
TMED2,0.221908526256352,0.15974025974026
PCBP1,0.0430769230769231,0.128458498023715
PCBP2,-0.335294117647059,0.135714285714286
ANGPT1,0.345588235294118,0.538235294117647
RSU1,0.0290598290598291,0.271304347826087
PPP1R7,-0.343653250773994,0.368421052631579
SEC23A,0.0965217391304348,0.273715415019763
MAPRE2,0.00717948717948718,-0.178260869565217
TGFBI,0.272478632478632,-0.0495652173913043
TRIP10,0.338461538461539,0.214426877470356
MAPRE1,-0.0283760683760684,-0.293913043478261
NSDHL,-0.300395256916996,-0.351948051948052
MYLK,-0.27042735042735,0.031304347826087
CD226,-0.027008547008547,-0.0495652173913043
STXBP2,0.296410256410256,-0.114782608695652
ADIPOQ,0.416068376068376,0.174782608695652
ATP6AP1,0.0411764705882353,0.0607142857142857
ZYX,0.145982905982906,0.256521739130435
PSMD5,0.138461538461538,-0.0395256916996047
PKN1,-0.0434782608695652,-0.172727272727273
DDB1,0.336521739130435,0.182382834556748
MAPK14,0.0948616600790514,-0.0818746470920384
CDC37,-0.276679841897233,0.0298701298701299
DPYSL2,-0.162393162393162,-0.26
ECM1,0.102905982905983,-0.0539130434782609
DBN1,0.470769230769231,0.246086956521739
MAPKAPK3,0.0278260869565217,-0.413890457368718
DECR1,-0.0790513833992095,-0.176623376623377
MAN2A1,-0.332173913043478,-0.303359683794466
NDUFA5,0.0896103896103896,0.1
TST,0.101538461538462,-0.408102766798419
NDUFA9,-0.253846153846154,-0.400197628458498
RTN1,0.301880341880342,-0.232173913043478
MEP1B,0.240185036840392,0.131523770914231
HADH,0.0913043478260869,-0.274985883681536
UGP2,0.0994871794871795,-0.233913043478261
TXNRD1,0.152631578947368,-0.240454076367389
IMMT,0.0576923076923077,0.0207509881422925
EXOC3L4,0.012987012987013,-0.239097744360902
INF2,0.138461538461538,0.0373913043478261
EXOC3L2,0.365330321852061,0.333834586466165
DPY19L1,0.15187969924812,0.321052631578947
LRRFIP1,0.443675889328063,0.179220779220779
EML3,-0.188029361942405,-0.269172932330827
RABL6,0.444117647058824,0.408823529411765
GTDC1,0.4,0.114285714285714
ANO6,0.344957264957265,0.193913043478261
SVEP1,0.0878632478632479,-0.0939130434782609
GRIPAP1,0.333846153846154,-0.121541501976285
HSD17B12,0.0253846153846154,-0.240118577075099
HS1BP3,0.0973913043478261,0.221908526256352
ACTBL2,0.306666666666667,0.222246979297275
MIA3,0.298701298701299,-0.142857142857143
WDR44,0.0413675213675214,0.00434782608695652
DOCK11,0.187719298245614,0.110423116615067
SPECC1,-0.174782608695652,0.208356860530774
LY6G6F,0.12165938831096,0.0687862495940734
CEP170,0.147826086956522,0.000564652738565782
LDLRAP1,0.380451127819549,-0.105263157894737
FNBP1L,-0.206923076923077,-0.24901185770751
FKBP15,0.255652173913043,0.466967814793902
MPP7,-0.108823529411765,0.3
HECTD3,-0.118632478632479,-0.128695652173913
UBR4,0.113846153846154,0.311264822134387
STXBP5,0.213622291021672,0
SH3PXD2A,0.178947368421053,-0.155830753353973
KANK2,0.0647058823529412,0.421428571428571
TBC1D9B,0.157114624505929,-0.0412196499153021
MAP1S,0.0815273477812178,0.117647058823529
RAP1GAP2,0.182806324110672,0.0103896103896104
DENND2C,-0.109774436090226,0.0842105263157895
ATL3,0.0761538461538462,0.0405138339920949
DMKN,-0.0492254556298772,0.221739130434783
VASN,-0.162393162393162,-0.382608695652174
LAMTOR1,-0.338961038961039,-0.0120300751879699
DHRS7B,-0.196640316205534,-0.372727272727273
TWF2,-0.0412196499153021,0.061038961038961
HIBCH,-0.203302373581011,-0.30030959752322
SLC27A4,0.153766769865841,0.149509803921569
EDC4,0.273529411764706,0.0764705882352941
SCYL2,-0.117264957264957,0.437391304347826
TTC27,-0.154615384615385,0.281620553359684
TUBA3E,0.509851709648128,0.219455086787836
CNST,0.0207692307692308,0.41304347826087
TMED8,0.0324786324786325,0.04
APOA5,-0.166933677234201,-0.033980982905824
CSPG4,0.0441025641025641,-0.115652173913043
SUSD1,0.168421052631579,-0.18421052631579
PLXDC2,-0.052991452991453,0.068695652173913
PI16,-0.293675213675214,0.277391304347826
APOOL,0.107848673066064,-0.0917293233082707
FAT4,0.354529914529914,0.0991304347826087
PACS1,-0.0837606837606838,0.202608695652174
MPRIP,-0.405985319028797,-0.203007518796993
CD109,-0.246495726495726,-0.338260869565217
NBEAL2,0.263846153846154,0.145256916996047
QSOX2,0.198245614035088,-0.134803921568627
TOM1L2,0.527826086956522,0.130434782608696
VPS13C,0.148695652173913,0.55957086391869
UNC13D,-0.16034188034188,-0.0495652173913043
TUBA1A,0.0611965811965812,0.0165217391304348
ADAMTS13,-0.0502564102564103,-0.317391304347826
SND1,-0.133766233766234,-0.278195488721805
LRRC8D,0.329192546583851,0.227272727272727
CYFIP1,0.122051282051282,0.280869565217391
DOK3,-0.0815384615384616,0.461462450592885
COPS6,-0.16,-0.290513833992095
TAOK1,-0.0692307692307692,-0.0286561264822134
RASGRP2,-0.0782905982905983,-0.463478260869565
CHST3,-0.251965811965812,-0.241739130434783
ZC3HAV1,-0.0315384615384615,0.149209486166008
MAVS,0.288205128205128,-0.0704347826086957
CLASP1,-0.484210526315789,0.378947368421053
HUWE1,-0.0361538461538462,0.244071146245059
ABI3BP,-0.199316239316239,-0.391304347826087
TMED4,0.0452173913043478,0.41501976284585
ADAMTSL2,0.251965811965812,0.0278260869565217
MTDH,-0.180830039525692,0.261434217955957
RTN4RL2,0.0926495726495726,0.0130434782608696
KTN1,0.0412196499153021,0.428571428571429
NLRX1,0.196923076923077,-0.239130434782609
FERMT3,0.120683760683761,0.0295652173913043
CAND1,-0.0064957264957265,0.129565217391304
HOOK3,0.250877192982456,0.247549019607843
PKHD1L1,0.0701334409809466,-0.142204830498023
STX12,-0.276691729323308,0.203007518796993
TREML1,-0.152746846637455,-0.120869565217391
CRLF3,0.513269339356296,0.109774436090226
PLXDC1,-0.21025641025641,-0.304347826086957
SLC9A9,0.564935064935065,0.489473684210526
KSR1,-0.385657820440429,0.508270676691729
SLC44A2,0.278373800112931,-0.0646616541353384
PNPLA6,-0.0108695652173913,0.41038961038961
CMIP,0.231538461538462,0.245059288537549
MICALL2,-0.101754385964912,-0.0319917440660475
DIS3L2,-0.0573913043478261,-0.00395256916996048
GSPT2,-0.147368421052632,-0.262254901960784
ALDH16A1,0.0307692307692308,0.161067193675889
ABI1,0.237606837606838,0.266086956521739
VKORC1L1,0.0416666666666667,-0.314705882352941
LRRC47,-0.0991304347826087,-0.2343308865048
LTBP4,0.0894736842105263,-0.424148606811146
MUC20,0.113495200451722,-0.225563909774436
ARHGAP18,-0.0784615384615385,-0.235177865612648
EHBP1L1,0.0909090909090909,0.0532467532467532
MINK1,-0.383478260869565,0.288537549407115
MYCT1,-0.119130434782609,-0.0175042348955392
ARFGAP1,-0.0592307692307692,-0.0395256916996047
EMC1,0.273684210526316,0.207430340557276
TC2N,0.228717948717949,0.200869565217391
NHLRC2,0,-0.0662055335968379
GOLM1,-0.0201709401709402,0.0147826086956522
PCYOX1L,-0.367588932806324,0.427067669172932
PCSK9,0.137294504460463,-0.25240415328995
TXNDC5,-0.150769230769231,-0.338932806324111
SCCPDH,-0.0062111801242236,0.0506493506493507
UXS1,-0.292207792207792,-0.419298245614035
FAM98A,0.0117647058823529,-0.15
CCNY,-0.00608695652173913,0.2343308865048
ABCF1,0.00350877192982456,-0.0134158926728586
MCU,-0.065982905982906,-0.130434782608696
APPL2,-0.128205128205128,0.00434782608695652
VPS37A,0.158260869565217,0.214003387916431
DOCK8,0.180701754385965,-0.0712074303405573
REPS2,0.248051948051948,0.271929824561404
TOR1AIP2,-0.00615384615384615,0.572134387351779
TRIM58,0.354615384615385,-0.0424901185770751
ANGPTL6,0.044402908415289,-0.301739130434783
TBC1D15,0.425217391304348,-0.0378317334839074
RDH11,-0.0153846153846154,-0.0252173913043478
STT3B,-0.0284615384615385,0.301383399209486
NEK9,-0.178853754940711,-0.292207792207792
PLEKHO2,-0.0692307692307692,-0.293478260869565
BPIFB1,0.268473118839987,-0.0161476128496087
MICAL1,-0.248695652173913,-0.0513833992094862
SNED1,-0.141538461538462,-0.186758893280632
PARD3,-0.201754385964912,0.0882352941176471
UBASH3B,0.117391304347826,-0.113495200451722
TSKU,-0.0725274725274725,0.351648351648352
RAB2B,0.0154798761609907,0.193627450980392
PDCD6IP,0.0469230769230769,-0.233201581027668
BRK1,-0.469226425748165,-0.0532467532467532
SCFD1,-0.00909090909090909,-0.0451127819548872
ITLN1,0,0.264838551900211
TMEM40,0.0476923076923077,-0.142821847700864
SLC44A1,0.0830769230769231,-0.0269565217391304
OIT3,0.133391851367019,-0.232198142414861
STON2,-0.461654135338346,-0.318885448916409
ATL1,-0.241106719367589,0.237593984962406
MADD,0.331451157538114,-0.0315789473684211
ST8SIA4,-0.11,0.0553359683794466
PSMF1,-0.338235294117647,0.288235294117647
ELMO1,-0.26140350877193,-0.263157894736842
WASF1,0.170175438596491,0.166150670794634
HSPH1,0.109230769230769,-0.325098814229249
MYO18A,0.201538461538462,0.33695652173913
SORL1,0.148051948051948,0.110526315789474
ARPC1A,-0.105392156862745,-0.139705882352941
GGH,-0.224308300395257,-0.0662337662337662
NRCAM,-0.321428571428571,0.17032967032967
INPP5D,-0.127272727272727,0.332330827067669
NEO1,0.186324786324786,0.252173913043478
OSTF1,-0.406495726495726,-0.175652173913043
COPS5,0.0967521367521367,0.207826086956522
PRG4,0.0488888888888889,-0.0826086956521739
TNPO1,0.130434782608696,-0.284020327498588
ARHGEF2,0.120271033314512,-0.111278195488722
USP9X,-0.147368421052632,-0.105263157894737
USP7,0.0391304347826087,0.149632975719932
CUL5,-0.065015479876161,0.470588235294118
ATP6V0A1,-0.245217391304348,-0.0741106719367589
LPP,0.29982905982906,-0.00347826086956522
ATP2A3,0.2,-0.0669565217391304
WBP2,0.232467532467532,0.485964912280702
NCLN,-0.0147826086956522,-0.385657820440429
RILPL2,-0.0965556182947488,-0.0646616541353384
TMBIM1,0.088695652173913,0.40033879164314
ERGIC1,0.512280701754386,0.277605779153767
FAM162A,0.189565217391304,-0.241106719367589
SYAP1,0.0988034188034188,-0.363478260869565
EXOC4,-0.409090909090909,-0.133766233766234
LRRC59,0.0112820512820513,0.301739130434783
ESAM,0.0892307692307692,0.0713043478260869
RAB37,-0.294466403162055,-0.167532467532468
ARL8A,-0.0992307692307692,-0.196640316205534
DOCK10,0.0584415584415584,0.0807017543859649
SYTL4,-0.0276923076923077,0.243478260869565
FAF2,-0.0721804511278195,0.557894736842105
OPTN,0.174019607843137,-0.0970588235294118
AP2M1,0.175607001693958,-0.190909090909091
CMTM5,0.304437564499484,0.154411764705882
RAB3C,-0.105055640468195,-0.0781954887218045
CCDC126,0.02,-0.0683229813664597
CYFIP2,0.376470588235294,-0.532352941176471
SIPA1,-0.142857142857143,0.250877192982456
CERS2,-0.0931372549019608,0.264705882352941
PDLIM5,0.184273504273504,0.160869565217391
FUBP3,0.27141382868937,0.256965944272446
TXNDC15,-0.132307692307692,0.0165217391304348
DCHS1,0.325980392156863,-0.239285714285714
USP47,-0.206923076923077,-0.313241106719368
CNDP1,-0.00787672387632772,0.0721739130434783
EXOC2,0.157114624505929,0.253246753246753
FGD4,-0.314035087719298,0.0526315789473684
ARAP1,0.0345299145299145,0.10695652173913
IPO9,0.283596837944664,-0.106493506493506
PGLYRP2,0.0554700196225229,-0.0323147185872947
VPS35,-0.110671936758893,0.114624505928854
F2RL3,-0.0180451127819549,-0.0964912280701754
VPS13A,-0.284347826086957,0.209486166007905
PPP1R9B,-0.147233201581028,0.314511575381141
RUFY1,0.451948051948052,-0.147368421052632
MMS19,0.56656346749226,0.264705882352941
CYTH2,0.312781954887218,0.359649122807018
TBCB,0.128458498023715,0.174025974025974
CNN2,-0.00581196581196581,-0.124347826086957
SEC62,-0.223478260869565,0.233201581027668
PSMD1,-0.0423489553924337,-0.0541353383458647
PFDN5,-0.219130434782609,-0.171089779785432
GAS2L1,0.126153846153846,0.099802371541502
MMP19,-0.103589743589744,-0.271304347826087
TSNAX,0.239285714285714,-0.0681318681318681
PHB2,0.014017094017094,-0.220869565217391
COPS8,-0.408461538461539,0.316205533596838
MAP3K5,-0.348872180451128,0.304437564499484
MGLL,-0.014017094017094,0.031304347826087
DOK1,0.0223076923076923,-0.105731225296443
HSD17B10,0.0889328063241107,-0.1914172783738
COL12A1,-0.0484615384615385,-0.296442687747036
NAP1L4,0.228034188034188,0.496521739130435
NAPG,0.352907961603614,-0.0896103896103896
ACO2,0.185217391304348,-0.0886504799548278
TSG101,-0.0175042348955392,-0.0360902255639098
CPNE1,0.106295149638803,0.452941176470588
CCT7,-0.0434782608695652,-0.0233766233766234
SH3GL1,0.037593984962406,-0.0511278195488722
OMD,0.0297435897435897,-0.169565217391304
CORO1B,0.0516239316239316,-0.13304347826087
SDF4,-0.330434782608696,-0.112365894974591
ERP44,0.0707692307692308,0.16
TUBGCP2,-0.13859649122807,-0.105392156862745
ESYT1,0.105641025641026,0.134782608695652
COPS4,0.116153846153846,0.0227272727272727
TMEM43,0.132173913043478,0.256916996047431
TUBB6,-0.273846153846154,-0.0904347826086956
PDCD10,-0.0535714285714286,0.481318681318681
VAMP8,0.251270468661773,0.0225563909774436
TMED9,0.13304347826087,-0.258046301524562
SFXN3,0.164615384615385,0.0790513833992095
COLEC11,0.0687179487179487,-0.465217391304348
GTPBP2,0.00494071146245059,-0.0423489553924337
JAM3,0.417956656346749,0.0411764705882353
HINT2,0.0792207792207792,-0.317543859649123
C1QTNF3,0.0871794871794872,-0.261739130434783
ASPN,-0.0502564102564103,-0.357391304347826
AP1M1,-0.137210615471485,-0.275187969924812
EMILIN2,-0.0465686274509804,-0.273529411764706
CHMP4A,0.132173913043478,0.17673630717109
CDHR2,0.0817391304347826,-0.339356295878035
PITPNM2,0.517857142857143,-0.0197802197802198
UACA,-0.0741106719367589,0.110107284020328
PPP1R12C,-0.207792207792208,0.23609022556391
UBE2O,0.120683760683761,-0.0765217391304348
TTYH3,-0.126086956521739,-0.0446075663466968
MTMR12,0.065015479876161,0.107843137254902
TWSG1,0.506707946336429,-0.27141382868937
MFF,-0.0421052631578947,-0.205263157894737
UBA5,-0.138260869565217,-0.113495200451722
TOLLIP,0.206521739130435,-0.516883116883117
HDHD2,-0.0406015037593985,-0.0491228070175439
RAB1B,-0.221880341880342,-0.0860869565217391
CDH19,0.58695652173913,-0.0434782608695652
CDH23,0.088695652173913,0.012987012987013
VPS33B,-0.0617647058823529,0.121428571428571
VPS11,0.338235294117647,-0.211764705882353
SH3BGRL3,0.0646153846153846,0.288537549407115
SLK,0.173076923076923,-0.0158102766798419
TAOK3,0.181818181818182,-0.122077922077922
PPA2,0.22406015037594,0.0897832817337461
TMX1,-0.100790513833992,-0.135064935064935
UNC45A,-0.0215384615384615,-0.0494071146245059
C1orf198,-0.0649122807017544,-0.359649122807018
CHMP4B,-0.0902255639097744,0.366666666666667
RWDD1,0.508823529411765,0.503571428571429
FN3K,0.0452173913043478,0.158102766798419
DPEP2,0.222564102564103,0.00347826086956522
TUBB1,-0.177435897435897,0.0547826086956522
GLIPR2,0.00869565217391304,0.244494635798984
EHD1,0.284786324786325,-0.293913043478261
SLA2,-0.316770186335404,-0.0315789473684211
ANTXR1,-0.0452173913043478,-0.0626764539808018
