Genes,rho_SkM,rho_AT
BAG6,-0.308695652173913,0.113636363636364
UTRN,0.226923076923077,-0.243083003952569
GYG1,-0.0294117647058824,-0.235714285714286
PLA2G4A,-0.276521739130435,-0.175607001693958
CAPZA2,-0.120683760683761,-0.26
CAPZB,0.16034188034188,0.119130434782609
UQCRFS1,0.306766917293233,0.0719298245614035
PIP4K2A,0.0188034188034188,0.028695652173913
ARCN1,0.168461538461538,-0.0533596837944664
LSS,0.195488721804511,0.236842105263158
GCLM,-0.413913043478261,-0.247882552230378
PSMD8,-0.280701754385965,0.292053663570691
CCT5,-0.107008547008547,-0.263478260869565
IDH2,-0.122051282051282,-0.113913043478261
PIK3CG,-0.071078431372549,0.367647058823529
MASP1,-0.0700854700854701,0.0226086956521739
MAPKAPK2,0.120271033314512,0.171428571428571
RPIA,-0.154150197628459,0.08300395256917
LMAN1,0.398245614035088,0.199174406604747
FASN,0.11042735042735,-0.0573913043478261
CCT3,0.16991452991453,0.28695652173913
