phenotype,Genes,n,rho,p,q_global,q_within
mri_IP,USP7,24,0.0369645583863363,0.863846687305586,1,0.999906809281029
PullDown,MYO5A,24,0.0369484192392216,0.863905593768024,1,0.998157011554019
LegPress,RPS27A;UBA52;UBB;UBC,26,0.0353407680354222,0.863914111362985,1,0.996392398835066
VO2max.kg,ADGRG6,19,-0.0421422462683694,0.863989213435618,1,0.989977128611164
BMI,DMTN,26,-0.0352982509836365,0.864076338333083,1,1
ChestPress,VPS33B,15,0.0483675939214442,0.864086746376472,1,0.987701276525783
LegPress,HDHD2,20,0.040879071392365,0.864132460702191,1,0.996392398835066
LegPress,WASF2,15,0.0483439523376241,0.864152611098587,1,0.996392398835066
PullDown,NDUFA12,16,0.0465211719509528,0.864159822138285,1,0.998157011554019
mrs_Musc,FGFR1OP2,13,-0.0527070611079705,0.864218649631426,1,0.995917543552641
LegPress,F2RL3,20,0.0408479491408856,0.864234981534767,1,0.996392398835066
VO2max.kg,TUBB6,26,0.0352438110131262,0.864284065914404,1,0.989977128611164
FFM,KRT2,18,-0.0433660357223152,0.864335922118584,1,0.998761796865375
mri_TAT,RAB7A,26,0.0352196961892195,0.864376084091266,1,0.985511063435455
mri_TAT,YWHAE,26,-0.0352196961892195,0.864376084091266,1,0.985511063435455
mri_TAT,FLII,26,0.0352196961892195,0.864376084091266,1,0.985511063435455
FFM,PPP6C,21,-0.0396232563931264,0.864597745978826,1,0.998761796865375
PullDown,ATL1,21,0.0396196290645812,0.864610031463432,1,0.998157011554019
mri_SAT,TCP1,26,0.0352136752136752,0.864690634826784,1,0.974914935529978
mri_SAT,RTN1,26,-0.0352136752136752,0.864690634826784,1,0.974914935529978
FFM,NDUFA8,23,-0.0375586865926148,0.864900263326846,1,0.998761796865375
LegPress,MYCT1,24,0.036673530891111,0.864909019764434,1,0.996392398835066
PullDown,HSPA1A;HSPA1B,23,-0.0375286362765792,0.865007393302244,1,0.998157011554019
ChestPress,IGKV6-21,25,0.0358223299511144,0.865013327596405,1,0.987701276525783
ChestPress,PACS1,25,0.0358223299511144,0.865013327596405,1,0.987701276525783
Weight,RWDD1,16,-0.0470588235294118,0.865105724157448,1,0.999276979001456
mri_TAT,MPP7,16,0.0470588235294118,0.865105724157449,1,0.985511063435455
FFM,SAR1A,25,-0.0357829961077312,0.865160220981615,1,0.998761796865375
PullDown,APCS,25,0.0357791097504362,0.865174734932337,1,0.998157011554019
mri_IP,EIF3B,25,-0.0357761114523317,0.865185932375171,1,0.999906809281029
LegPress,RDH14,26,0.0349976537826511,0.865223441919447,1,0.996392398835066
LegPress,BIN2,26,0.0349976537826511,0.865223441919447,1,0.996392398835066
FFM,LMAN2,22,0.0384072311277092,0.865252014435556,1,0.998761796865375
mrs_Musc,TMX1,16,0.0461342216451485,0.865280064228596,1,0.995917543552641
BMI,ATP5MG,26,-0.034955549517776,0.865384136526602,1,1
BMI,ORM2,26,-0.034955549517776,0.865384136526602,1,1
VO2max.kg,GOLM2,19,0.0421052631578947,0.865480896911454,1,0.989977128611164
mrs_Hep,P4HB,19,0.0421052631578947,0.865480896911454,1,1
mrs_Hep,UQCRC2,19,-0.0421052631578947,0.865480896911454,1,1
mrs_Hep,EEF1G,19,-0.0421052631578947,0.865480896911454,1,1
mrs_Hep,VAPA,19,-0.0421052631578947,0.865480896911454,1,1
PullDown,NLRX1,24,-0.0365032575616406,0.865530670868341,1,0.998157011554019
M_mg.kg.min,MTDH,23,-0.0375494071146245,0.865540997820098,1,0.995851736855567
VO2max.kg,PROC,26,0.0349016380906686,0.865589901805427,1,0.989977128611164
VO2max.kg,PRKCSH,26,0.0349016380906686,0.865589901805427,1,0.989977128611164
mri_IP,PSMD12,26,-0.034877757391266,0.865681050677067,1,0.999906809281029
M_mg.kg.min,STAT5A,24,0.0365217391304348,0.865953617417174,1,0.995851736855567
mrs_Musc,OGDH,18,-0.0428003163171485,0.866090495399762,1,0.995917543552641
M_mg.kg.min,DPY19L1,20,-0.0406015037593985,0.866179629366561,1,0.995851736855567
M_mg.kg.min,MTPN,20,0.0406015037593985,0.866179629366561,1,0.995851736855567
mri_VL,EIF3G,20,0.0406015037593985,0.866179629366561,1,0.988074177350276
mri_VL,PPP1R12C,20,0.0406015037593985,0.866179629366561,1,0.988074177350276
BMI,FLOT1,25,-0.0354802681205031,0.866290912616301,1,1
BMI,PSMA6,23,0.0371287856657623,0.866433086786902,1,1
mrs_Musc,SAR1A,18,0.0426877725611711,0.866439620092317,1,0.995917543552641
ChestPress,ASAP2,25,-0.0354286779736297,0.866483627786731,1,0.987701276525783
VO2max.kg,FLOT2,25,0.035418688204628,0.866520945459333,1,0.989977128611164
LegPress,PRG2,26,-0.03465453952988,0.866533118845142,1,0.996392398835066
LegPress,PECAM1,26,-0.03465453952988,0.866533118845142,1,0.996392398835066
LegPress,EIF5,26,-0.03465453952988,0.866533118845142,1,0.996392398835066
mri_IP,PSMD3,25,0.0353914220818765,0.866622801904183,1,0.999906809281029
FFM,CLEC3B,23,-0.0370644933479752,0.866662362944982,1,0.998761796865375
BMI,ANPEP,16,-0.0456554250657207,0.866666538962595,1,1
PullDown,UXS1,20,-0.0401055047159131,0.866681307919167,1,0.998157011554019
BMI,IGKC,26,0.0346128480519154,0.866692279850926,1,1
BMI,AXL,26,-0.0346128480519154,0.866692279850926,1,1
Weight,VBP1,21,0.0389863630059364,0.866755313585685,1,0.999276979001456
ChestPress,COL12A1,24,0.0361571114367325,0.866794654360444,1,0.987701276525783
PullDown,TMBIM1,23,-0.0370214925431119,0.866815716140688,1,0.998157011554019
Weight,PECAM1,26,-0.034547635811312,0.866941243648649,1,0.999276979001456
mri_TAT,FGG,26,-0.0345358185933124,0.866986360113225,1,0.985511063435455
mri_TAT,PLEK,26,-0.0345358185933124,0.866986360113225,1,0.985511063435455
mri_IP,CCNY,24,0.0360948040713636,0.867022209005843,1,0.999906809281029
FFM,EIF3A,24,-0.0360948040713636,0.867022209005843,1,0.998761796865375
mri_TAT,PSAP,25,-0.0353846153846154,0.867044821242109,1,0.985511063435455
mri_TAT,CEMIP,25,-0.0353846153846154,0.867044821242109,1,0.985511063435455
mri_VL,ATP5MG,25,0.0353846153846154,0.867044821242109,1,0.988074177350276
mri_TAT,DBNL,25,0.0353846153846154,0.867044821242109,1,0.985511063435455
mri_SAT,UBR4,25,0.0353846153846154,0.867044821242109,1,0.975712065628026
M_mg.kg.min,APOC3,26,-0.0345299145299145,0.867320054933344,1,0.995851736855567
M_mg.kg.min,CDH5,26,-0.0345299145299145,0.867320054933344,1,0.995851736855567
M_mg.kg.min,EEF1D,26,0.0345299145299145,0.867320054933344,1,0.995851736855567
M_mg.kg.min,MMRN1,26,0.0345299145299145,0.867320054933344,1,0.995851736855567
mri_SAT,GSR,26,0.0345299145299145,0.867320054933344,1,0.975712065628026
BMI,ATP5MK,18,-0.0423992633841457,0.867334718661292,1,1
LegPress,CSRP1,25,0.0351422081894796,0.867553871103555,1,0.996392398835066
mrs_Hep,ABCF1,14,-0.0505494505494506,0.867596308123435,1,1
PullDown,F2RL3,20,0.0398095048404741,0.867656943081143,1,0.998157011554019
mri_TAT,TRPC6,21,0.038961038961039,0.867783928808167,1,0.985623222461822
mri_VL,H2BC12;H2BC12L;H2BC13;H2BC14;H2BC15;H2BC18;H2BC4;H2BC5;H2BC9,21,-0.038961038961039,0.867783928808167,1,0.988074177350276
LegPress,IPO9,23,-0.0367432533274994,0.867808108969475,1,0.996392398835066
mrs_Musc,SCRN1,14,-0.0490021481939452,0.867878995483206,1,0.995917543552641
ChestPress,CYB5R3,25,-0.0350350259961449,0.867954359199895,1,0.987701276525783
VO2max.kg,TAPBP,25,-0.0350337024632733,0.867959304800923,1,0.989977128611164
BMI,MAVS,26,0.0342701465860549,0.868000765004006,1,1
mri_SAT,TLN2,22,0.0378317334839074,0.868026854863543,1,0.975712065628026
FFM,FLOT2,25,-0.0350067327114213,0.868060082820827,1,0.998761796865375
VO2max.kg,IGLC7,26,-0.0342172922457536,0.868202600948357,1,0.989977128611164
VO2max.kg,NUCB1,26,0.0342172922457536,0.868202600948357,1,0.989977128611164
ChestPress,TBC1D15,23,-0.0366289338678972,0.868215906994903,1,0.987701276525783
FFM,ATP2A3,26,0.0341997284022254,0.868269674135307,1,0.998761796865375
ChestPress,CSNK2A2,19,-0.0407825579303506,0.868340483126096,1,0.987701276525783
mrs_Musc,GNAI2,19,-0.0407641902165152,0.868399288511391,1,0.995917543552641
mrs_Musc,VCP,19,0.0407641902165152,0.868399288511392,1,0.995917543552641
BMI,UBASH3B,24,0.035714339913024,0.86841193558393,1,1
mrs_Musc,ATP6V1A,15,-0.0467638001243525,0.868556728254292,1,0.995917543552641
mri_SAT,CTSH,17,0.0441176470588235,0.868567595783233,1,0.975712065628026
mri_SAT,ABCD3,17,0.0441176470588235,0.868567595783233,1,0.975712065628026
mrs_Hep,CTSG,17,0.0441176470588235,0.868567595783233,1,1
mrs_Hep,TWF2,17,0.0441176470588235,0.868567595783233,1,1
FFM,APLP2,24,-0.0356599269138773,0.868610721686901,1,0.998761796865375
ChestPress,NDUFA12,16,0.0449539471298446,0.868698500182694,1,0.987701276525783
ChestPress,IGLV1-36,20,0.0394279352855037,0.86891489322494,1,0.987701276525783
BMI,LMAN2,22,0.0373515388270251,0.868924442408591,1,1
FFM,NDUFA5,21,-0.038324133232696,0.868999679102652,1,0.998761796865375
VO2max.kg,HINT2,21,0.038324133232696,0.868999679102652,1,0.989977128611164
M_mg.kg.min,UBE2H,23,-0.0365612648221344,0.869095482227958,1,0.995851736855567
LegPress,PARD3,19,0.0405290276273968,0.86915223461097,1,0.996392398835066
LegPress,PPP2R1A,26,-0.0339683110243379,0.869153498547017,1,0.996392398835066
LegPress,BABAM2,26,-0.0339683110243379,0.869153498547017,1,0.996392398835066
mri_VL,PSMA4,24,-0.0356521739130435,0.869155641109235,1,0.988074177350276
mri_TAT,NBAS,24,0.0356521739130435,0.869155641109235,1,0.986271365727939
FFM,TMED7,22,-0.0372776066827766,0.869181728213277,1,0.998761796865375
BMI,ARF1;ARF3,26,-0.0339274451201943,0.869309588681396,1,1
BMI,CNDP1,26,0.0339274451201943,0.869309588681396,1,1
mrs_Hep,RPN1,18,0.042311661506708,0.869325942090176,1,1
mrs_Hep,HSPA4,18,0.042311661506708,0.869325942090176,1,1
mrs_Hep,DBNL,18,0.042311661506708,0.869325942090176,1,1
mrs_Hep,NACA,18,-0.042311661506708,0.869325942090177,1,1
mrs_Hep,CLIP1,18,-0.042311661506708,0.869325942090177,1,1
mrs_Hep,CCT8,18,-0.042311661506708,0.869325942090177,1,1
mrs_Musc,SLC3A2,18,0.0417564061630717,0.869329731474111,1,0.995917543552641
mrs_Musc,CD36,18,-0.0417564061630717,0.869329731474111,1,0.995917543552641
mrs_Musc,ACTR1A,18,0.0417564061630717,0.869329731474111,1,0.995917543552641
BMI,BID,19,0.0404574847161388,0.869381322891833,1,1
VO2max.kg,CAD,25,0.0346487167219187,0.869398072097493,1,0.989977128611164
ChestPress,ITIH2,25,-0.0346413740186601,0.869425517157054,1,0.987701276525783
ChestPress,PSMA2,25,-0.0346413740186601,0.869425517157054,1,0.987701276525783
ChestPress,F9,25,0.0346413740186601,0.869425517157055,1,0.987701276525783
ChestPress,SPP2,25,0.0346413740186601,0.869425517157055,1,0.987701276525783
PullDown,RETREG3,22,0.0371700347025423,0.869556104352717,1,0.998157011554019
FFM,ACTN4,26,-0.0338577311182031,0.869575877110304,1,0.998761796865375
FFM,SELL,26,0.0338577311182031,0.869575877110304,1,0.998761796865375
PullDown,TUBB,25,0.0345995786597625,0.869581739817012,1,0.998157011554019
BMI,COX6A1,20,-0.0391862342764981,0.869711884910056,1,1
mrs_Musc,GNAS,12,-0.0531014207368976,0.869810789653838,1,0.995917543552641
M_mg.kg.min,CSRP1,25,-0.0346153846153846,0.869941852053037,1,0.995851736855567
mri_VL,MSN,25,-0.0346153846153846,0.869941852053037,1,0.988074177350276
mri_VL,CCT5,25,0.0346153846153846,0.869941852053037,1,0.988074177350276
mri_VL,TUBB6,25,-0.0346153846153846,0.869941852053037,1,0.988074177350276
mri_TAT,GOLIM4,25,0.0346153846153846,0.869941852053037,1,0.986271365727939
mri_SAT,CASS4,26,-0.0338461538461538,0.869950876415985,1,0.976553171994311
M_mg.kg.min,ARPC3,26,0.0338461538461538,0.869950876415986,1,0.995851736855567
M_mg.kg.min,IGHG4,26,0.0338461538461538,0.869950876415986,1,0.995851736855567
M_mg.kg.min,EEF1B2,26,0.0338461538461538,0.869950876415986,1,0.995851736855567
M_mg.kg.min,MYH9,26,0.0338461538461538,0.869950876415986,1,0.995851736855567
LegPress,HBS1L,18,0.0415376702103694,0.870008718175181,1,0.996392398835066
ChestPress,SMTN,24,-0.0352643432531095,0.870056132364039,1,0.987701276525783
ChestPress,MPP1,24,-0.0352643432531095,0.870056132364039,1,0.987701276525783
VO2max.kg,IGF1,24,0.0352557336034603,0.870087595397929,1,0.989977128611164
mri_IP,PTK2,24,0.035225049756391,0.870199727754934,1,0.999906809281029
LegPress,SERPINA6,25,-0.034369851965535,0.870440496730439,1,0.996392398835066
LegPress,NEXN,26,-0.0336251967715668,0.870464194688591,1,0.996392398835066
LegPress,CAVIN2,26,0.0336251967715668,0.870464194688592,1,0.996392398835066
LegPress,CDC42,26,0.0336251967715668,0.870464194688592,1,0.996392398835066
LegPress,SERPINE1,25,-0.0343631904959569,0.870465400552516,1,0.996392398835066
LegPress,ACAN,25,0.0343631904959569,0.870465400552516,1,0.996392398835066
mri_IP,MTMR12,18,0.041300986402205,0.870743514955265,1,0.999906809281029
FFM,LCP2,26,-0.0335157338341809,0.87088241325639,1,0.998761796865375
Weight,STK3,25,0.0342505348579947,0.870886580404071,1,0.999276979001456
Weight,NID2,25,-0.0342505348579947,0.870886580404071,1,0.999276979001456
Weight,TMEM40,25,0.0342505348579947,0.870886580404071,1,0.999276979001456
ChestPress,YWHAQ,25,-0.0342477220411754,0.870897096975625,1,0.987701276525783
ChestPress,CCT2,25,-0.0342477220411754,0.870897096975625,1,0.987701276525783
ChestPress,ATP5F1C,25,0.0342477220411754,0.870897096975626,1,0.987701276525783
mri_IP,CCT2,26,-0.0335100021994516,0.870904312706085,1,0.999906809281029
mri_IP,DDX3X,25,-0.034237353970511,0.870935861346507,1,0.999906809281029
FFM,PRSS3,16,-0.0441501223278945,0.871027874890462,1,0.998761796865375
mri_IP,RIPK1,16,-0.0441501223278945,0.871027874890462,1,0.999906809281029
PullDown,DIABLO,21,-0.0377175886479892,0.871056173182737,1,0.998157011554019
mrs_Hep,APCS,19,0.0403508771929825,0.871157227844611,1,1
mrs_Hep,LDHB,19,0.0403508771929825,0.871157227844611,1,1
mrs_Hep,SERPINF1,19,0.0403508771929825,0.871157227844611,1,1
mrs_Hep,MDH2,19,0.0403508771929825,0.871157227844611,1,1
mri_IP,KRT10,20,-0.0390977443609023,0.871187187529795,1,0.999906809281029
mrs_Musc,HPX,19,-0.03987801216833,0.871237223451351,1,0.995917543552641
LegPress,THBS3,26,-0.0332820825187957,0.871775223930233,1,0.996392398835066
LegPress,ITGA6,26,0.0332820825187957,0.871775223930234,1,0.996392398835066
LegPress,COPS2,25,0.0339770872319573,0.871909046918169,1,0.996392398835066
BMI,CAND1,26,-0.0332420421884732,0.871928238379498,1,1
BMI,EIF3B,25,0.0339376477674378,0.872056534206708,1,1
VO2max.kg,SERPINA1,26,-0.033190773478381,0.872124168721905,1,0.989977128611164
VO2max.kg,EEF1D,26,0.033190773478381,0.872124168721905,1,0.989977128611164
FFM,CFL1,26,0.0331737365501586,0.872189279284289,1,0.998761796865375
FFM,CANX,26,-0.0331737365501586,0.87218927928429,1,0.998761796865375
FFM,USP5,26,-0.0331737365501586,0.87218927928429,1,0.998761796865375
mri_IP,CANX,26,0.033168063401498,0.87221096071417,1,0.999906809281029
mri_IP,PLXDC1,26,0.033168063401498,0.87221096071417,1,0.999906809281029
mri_TAT,ABLIM1,21,0.0376623376623377,0.872228880305479,1,0.986271365727939
PullDown,EIF3A,23,0.03550006134271,0.872244526547265,1,0.998157011554019
mri_VL,TMCC2,24,-0.0347826086956522,0.87235970479172,1,0.988963299145458
mri_VL,VAMP7,24,-0.0347826086956522,0.87235970479172,1,0.988963299145458
mri_TAT,DAAM1,24,-0.0347826086956522,0.87235970479172,1,0.986271365727939
mri_SAT,ABCC4,24,0.0347826086956522,0.87235970479172,1,0.977830725181688
mri_SAT,MICAL1,24,0.0347826086956522,0.87235970479172,1,0.977830725181688
BMI,VPS4A,19,-0.0395257260053214,0.872365820398512,1,1
mri_IP,ATP6V1H,19,-0.0394910086283938,0.872477055082619,1,0.999906809281029
M_mg.kg.min,PACSIN2,26,-0.0331623931623932,0.872583071927453,1,0.995851736855567
LegPress,TMEM30A,21,-0.0372556977251402,0.872622755883393,1,0.996392398835066
M_mg.kg.min,DLST,23,0.0355731225296443,0.87265247578917,1,0.995851736855567
mri_VL,UBASH3B,23,0.0355731225296443,0.87265247578917,1,0.988963299145458
M_mg.kg.min,SLC25A11,23,-0.0355731225296443,0.87265247578917,1,0.995851736855567
LegPress,NDE1,17,0.0420549944137365,0.872676722742139,1,0.996392398835066
M_mg.kg.min,ME2,25,0.0338461538461538,0.872840545887884,1,0.995851736855567
mri_TAT,HK1,25,0.0338461538461538,0.872840545887884,1,0.986271365727939
mri_TAT,PTGS1,25,-0.0338461538461538,0.872840545887884,1,0.986271365727939
mri_TAT,PSMD2,25,-0.0338461538461538,0.872840545887884,1,0.986271365727939
BMI,DAAM1,24,-0.0344528426161746,0.873022508029518,1,1
LegPress,COMP,26,-0.0329389682660246,0.873086582948746,1,0.996392398835066
mri_IP,KTN1,22,0.036147982237844,0.873114425887303,1,0.999906809281029
FFM,TWF2,22,-0.036147982237844,0.873114425887303,1,0.998761796865375
ChestPress,UBE2H,22,-0.0361382317948796,0.873148384010322,1,0.988854466034358
BMI,RDH11,26,-0.0328993407226127,0.873238057779554,1,1
Weight,STIP1,24,-0.0343702487807299,0.87332451696978,1,0.999276979001456
Weight,PPP6C,21,-0.0370370448556396,0.873364515197571,1,0.999276979001456
FFM,IGKV3D-15,26,0.0328317392661363,0.873496471902422,1,0.998761796865375
FFM,CAP1,26,-0.0328317392661363,0.873496471902422,1,0.998761796865375
BMI,PDE3A,25,-0.0335519926791714,0.873498942754169,1,1
PullDown,ABRAXAS2,24,-0.0342774491737357,0.873663864358254,1,0.998157011554019
VO2max.kg,IPO7,25,-0.0334937594978547,0.873716777899593,1,0.989977128611164
VO2max.kg,PCDH1,25,0.0334937594978547,0.873716777899594,1,0.989977128611164
FFM,TBC1D9B,23,-0.0350877203694165,0.873716823387987,1,0.998761796865375
FFM,TBCB,23,0.0350877203694165,0.873716823387988,1,0.998761796865375
mrs_Hep,MPL,16,-0.0441176470588235,0.87373880089242,1,1
mri_IP,NDUFV2,16,0.0441176470588235,0.87373880089242,1,0.999906809281029
VO2max.kg,CMTM5,18,0.0403310066336996,0.873755912193963,1,0.989977128611164
FFM,RAP2B,25,-0.0334679752296006,0.873813232977281,1,0.998761796865375
FFM,TRIM25,25,0.0334679752296006,0.873813232977281,1,0.998761796865375
ChestPress,MBL2,25,0.0334604180862058,0.873841503448166,1,0.988854466034358
ChestPress,SERPINB1,25,-0.0334604180862058,0.873841503448166,1,0.988854466034358
FFM,HIBCH,18,0.0402684617421498,0.873950210565216,1,0.998761796865375
PullDown,CLTC,25,0.0334200475690888,0.873992527810466,1,0.998157011554019
mrs_Musc,IGHM,19,-0.0389918341201449,0.874076665534134,1,0.995917543552641
mrs_Musc,HSPD1,19,-0.0389918341201449,0.874076665534134,1,0.995917543552641
mrs_Musc,ATP5F1A,19,-0.0389918341201449,0.874076665534134,1,0.995917543552641
mrs_Musc,MAVS,19,0.0389918341201449,0.874076665534134,1,0.995917543552641
mrs_Musc,CRTAC1,19,0.0389918341201449,0.874076665534134,1,0.995917543552641
PullDown,ARFGEF1,23,0.0349656255856373,0.874152850680627,1,0.998157011554019
LegPress,SPTA1,26,-0.0325958540132535,0.874398268418613,1,0.996392398835066
BMI,CYB5R3,26,0.0325566392567521,0.874548202462657,1,1
BMI,TPM3,26,0.0325566392567521,0.874548202462657,1,1
LegPress,LSS,20,0.0377075622150243,0.874590306364088,1,0.996392398835066
VO2max.kg,P4HB,26,0.0325064276334659,0.874740188177845,1,0.989977128611164
mri_IP,EEF2,24,0.0339204182839321,0.874969647441074,1,0.999906809281029
PullDown,UBA7,21,0.0365423095931958,0.875043234643816,1,0.998157011554019
Weight,TPM2,25,0.033096022447051,0.875204846553821,1,0.999276979001456
Weight,SPAG9,25,-0.033096022447051,0.875204846553821,1,0.999276979001456
Weight,FLOT1,25,-0.033096022447051,0.875204846553821,1,0.999276979001456
mri_SAT,F13A1,26,-0.0324786324786325,0.875216614079563,1,0.979480518271919
mri_SAT,CPN2,26,-0.0324786324786325,0.875216614079563,1,0.979480518271919
M_mg.kg.min,CALR,26,0.0324786324786325,0.875216614079564,1,0.995851736855567
M_mg.kg.min,MADCAM1,26,0.0324786324786325,0.875216614079564,1,0.995851736855567
FFM,SSBP1,25,0.0330832858591454,0.875252505262765,1,0.998761796865375
Weight,CELSR1,19,0.0386134306588739,0.875289575810337,1,0.999276979001456
mri_IP,PRMT5,19,0.0386134306588739,0.875289575810337,1,0.999906809281029
mri_TAT,PRSS3,16,-0.0426784515836314,0.875295139611121,1,0.987373767869714
FFM,RGS19,23,0.0345935271247768,0.875481913927299,1,0.998761796865375
mri_TAT,MTDH,23,0.0345935271247768,0.875481913927299,1,0.987373767869714
M_mg.kg.min,PLIN1,24,0.0339130434782609,0.875565759263174,1,0.995851736855567
mri_IP,IGLV1-36,21,0.0363754484920504,0.875609539118333,1,0.999906809281029
mri_IP,TG,21,0.0363754484920504,0.875609539118333,1,0.999906809281029
LegPress,IGHA1,26,0.0322527397604824,0.875710277012029,1,0.996392398835066
LegPress,PLXDC1,26,0.0322527397604824,0.875710277012029,1,0.996392398835066
LegPress,DPEP2,26,0.0322527397604824,0.875710277012029,1,0.996392398835066
LegPress,IGHG2,26,-0.0322527397604824,0.875710277012029,1,0.996392398835066
mri_TAT,GRB2,25,0.0330769230769231,0.87574086623922,1,0.987373767869714
M_mg.kg.min,ACADVL,25,-0.0330769230769231,0.875740866239221,1,0.995851736855567
mri_VL,IGHG4,25,-0.0330769230769231,0.875740866239221,1,0.991319582824945
mri_SAT,COPS6,25,-0.0330769230769231,0.875740866239221,1,0.979480518271919
ChestPress,CDC42SE2,16,0.0425102085558117,0.875783185398591,1,0.989278611237122
mrs_Hep,AGRN,18,0.0402476780185759,0.875808882587382,1,1
mrs_Musc,TEX264,18,-0.0396685858549181,0.875814097591602,1,0.995917543552641
BMI,ATP2A2,26,-0.0322139377908916,0.875858669112736,1,1
BMI,B3GNT2,26,-0.0322139377908916,0.875858669112736,1,1
PullDown,EPB42,24,0.0336639285401907,0.875907913103546,1,0.998157011554019
mrs_Hep,SRPRB,17,0.0416666666666667,0.876019904250764,1,1
M_mg.kg.min,PIK3CG,17,-0.0416666666666667,0.876019904250764,1,0.995851736855567
mri_VL,OCIAD1,17,-0.0416666666666667,0.876019904250764,1,0.991319582824945
VO2max.kg,ITIH2,26,0.0321642547110084,0.876048680291444,1,0.989977128611164
VO2max.kg,EIF5,26,0.0321642547110084,0.876048680291444,1,0.989977128611164
Weight,UQCRC2,26,-0.032153245210528,0.876090786641414,1,0.999276979001456
FFM,APOA2,26,0.0321477446980918,0.876111823731696,1,0.998761796865375
FFM,PON3,26,0.0321477446980918,0.876111823731696,1,0.998761796865375
FFM,FCGBP,26,-0.0321477446980918,0.876111823731696,1,0.998761796865375
mrs_Musc,CAT,17,0.0408691373458752,0.876240641114067,1,0.995917543552641
BMI,STRN3,25,-0.0327806825026388,0.876384932752869,1,1
LegPress,OCIAD1,18,-0.0394607866998509,0.876459900257032,1,0.996392398835066
LegPress,ACSL4,22,0.0351777140553685,0.876494652260525,1,0.996392398835066
Weight,VPS45,24,0.0335001159002051,0.876507241427905,1,0.999276979001456
ChestPress,SERPINE1,24,0.0334788068858634,0.876585207877302,1,0.989278611237122
ChestPress,G3BP1,24,-0.0334788068858634,0.876585207877302,1,0.989278611237122
VO2max.kg,CLIP1,25,-0.0327237880151454,0.876597874485138,1,0.989977128611164
Weight,MYL9,25,-0.0327111849767365,0.876645045610717,1,0.999276979001456
Weight,RCN1,25,0.0327111849767365,0.876645045610717,1,0.999276979001456
M_mg.kg.min,AHCY,21,0.0363636363636364,0.876677637827881,1,0.995851736855567
ChestPress,RPLP1,25,-0.0326731141312363,0.876787541083453,1,0.989278611237122
BMI,AIFM1,20,-0.0370375554689774,0.876802232052311,1,1
mrs_Hep,CFL1,19,0.0385964912280702,0.876839778511843,1,1
mrs_Hep,PTGDS,19,0.0385964912280702,0.876839778511843,1,1
mrs_Hep,NAP1L1,19,0.0385964912280702,0.876839778511843,1,1
mrs_Hep,AP2B1,19,0.0385964912280702,0.876839778511843,1,1
mrs_Hep,C4A,19,-0.0385964912280702,0.876839778511844,1,1
mrs_Hep,NNT,19,-0.0385964912280702,0.876839778511844,1,1
mrs_Hep,DPEP2,19,-0.0385964912280702,0.876839778511844,1,1
BMI,TWF2,22,0.0350778622670821,0.876842635538882,1,1
mrs_Musc,IGHG4,19,-0.0381056560719598,0.876917581938356,1,0.995917543552641
LegPress,SAA2,26,-0.0319096255077113,0.877022605398915,1,0.996392398835066
mri_IP,IGLV3-27,23,-0.0340993338801371,0.877247578586748,1,0.999906809281029
VO2max.kg,STIM1,26,-0.0318220817885508,0.877357489591777,1,0.989977128611164
VO2max.kg,C4B,26,0.0318220817885508,0.877357489591778,1,0.989977128611164
FFM,SPCS2,20,0.036855963493952,0.877401882587529,1,0.998761796865375
FFM,NDUFS3,20,-0.036855963493952,0.87740188258753,1,0.998761796865375
mri_IP,PTPRJ,26,0.0318003082096837,0.87744078405258,1,0.999906809281029
PullDown,MTPN,19,0.0379043464659993,0.877563143920439,1,0.998157011554019
PullDown,ADD3,22,0.0348469075336334,0.87764759637494,1,0.998157011554019
mrs_Musc,STRN4,15,-0.0434429168553598,0.877824074756317,1,0.995917543552641
M_mg.kg.min,TPM3,26,-0.0317948717948718,0.87785147544401,1,0.995851736855567
mri_SAT,RAB10,26,0.0317948717948718,0.877851475444011,1,0.981128119613894
Weight,ARMCX3,19,0.0377690270717516,0.877997129338568,1,0.999276979001456
VO2max.kg,SSC5D,25,-0.0323388022737908,0.878038997412999,1,0.989977128611164
Weight,ICAM2,24,-0.0330650494599427,0.878099303409906,1,0.999276979001456
Weight,SLMAP,24,-0.0330650494599427,0.878099303409906,1,0.999276979001456
LegPress,COPG1,26,-0.0315665112549402,0.878335250246945,1,0.996392398835066
PullDown,TAB2,21,0.0355165982472323,0.878525283011712,1,0.998157011554019
VO2max.kg,IPO5,26,0.0314799088660933,0.878666612773301,1,0.989977128611164
mri_TAT,CTSG,24,0.0330434782608696,0.87877375523509,1,0.987926416470591
mri_TAT,PRKAR2A,24,-0.0330434782608696,0.87877375523509,1,0.987926416470591
BMI,EXOC3L2,22,0.0345218767946747,0.878780643753589,1,1
VO2max.kg,TAB2,22,-0.0344827806589215,0.878916947187205,1,0.989977128611164
BMI,EIF3L,25,0.0320093723261061,0.87927245716787,1,1
BMI,TTYH3,24,-0.0327083948887733,0.879404770977463,1,1
ChestPress,GMIP,16,-0.0412514323662695,0.879436011690036,1,0.991539942850524
PullDown,PPP1R9B,22,-0.0342968714862559,0.879565139834033,1,0.998157011554019
mri_IP,TMEM40,25,0.0319292177477799,0.87957261538828,1,0.999906809281029
VO2max.kg,ACO2,24,0.0326441977809817,0.87963978500162,1,0.989977128611164
