ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,cluster
GO:0035295,tube development,41/231,137/1487,0.299270072992701,1.92647012355042,4.87916374394154,5.38237074522661e-06,0.000550496918997899,0.000500780810272254,NRP1/NRP2/ATP6AP2/EFEMP2/AGT/C3/LDLR/APOE/RBP4/CAT/APOD/ITGAV/CSF1R/DCN/SERPINF2/CSF1/KIT/FGFR1/RNH1/IGFBP5/TNC/CDH5/FBN1/FLT4/COL18A1/MCAM/COMP/CDH13/GPLD1/HSPG2/LRP1/TGFBI/MAN2A1/MIA3/CSPG4/ADAMTSL2/PLXDC1/ADGRF5/ANGPTL6/MMP19/HEG1,41,C1
GO:0071825,protein-lipid complex organization,12/231,20/1487,0.6,3.86233766233766,5.52511575058372,5.99224022001569e-06,0.000580616539213099,0.000528180287537117,APOM/AGT/APOA1/APOE/APOA2/APOC1/APOC3/LCAT/APOA4/CETP/PLTP/APOA5,12,C1
GO:0006638,neutral lipid metabolic process,15/231,30/1487,0.5,3.21861471861472,5.26299934864211,8.42356515980598e-06,0.000775389172960141,0.00070536274575007,C3/LDLR/APOE/APOA2/APOC1/APOC3/CAT/APOA4/CETP/TNXB/GPLD1/APOBR/APOA5/PCSK9/SORL1,15,C1
GO:0034370,triglyceride-rich lipoprotein particle remodeling,8/231,10/1487,0.8,5.14978354978355,5.64489375204683,1.03203003341536e-05,0.000863621496144397,0.000785626690509012,APOA1/APOE/APOA2/APOC3/LCAT/APOA4/CETP/APOA5,8,C1
GO:0034372,very-low-density lipoprotein particle remodeling,8/231,10/1487,0.8,5.14978354978355,5.64489375204683,1.03203003341536e-05,0.000863621496144397,0.000785626690509012,APOA1/APOE/APOA2/APOC3/LCAT/APOA4/CETP/APOA5,8,C1
GO:0002455,humoral immune response mediated by circulating immunoglobulin,16/231,34/1487,0.470588235294118,3.02928444104915,5.13180507481747,1.12517273465673e-05,0.000900627393262191,0.000819290535853023,MASP2/C1R/C3/IGHG2/IGHG3/IGHG4/IGHM/C1QB/C2/C8A/C8B/C8G/C7/CLU/C6/SVEP1,16,C1
GO:0016064,immunoglobulin mediated immune response,22/231,57/1487,0.385964912280702,2.48454469507101,4.89985537449914,1.34421697982776e-05,0.000996855449891245,0.000906828108737798,IGHV2-26/IGHV3-74/IGHV1-18/IGHV1-24/MASP2/C1R/C3/IGHG2/IGHG3/IGHG4/IGHM/C1QB/C2/C8A/C8B/C8G/C7/CLU/C6/IGLL1/FCER1G/SVEP1,22,C1
GO:0098742,cell-cell adhesion via plasma-membrane adhesion molecules,17/231,38/1487,0.447368421052632,2.87981316928685,5.03260527305649,1.37687666056112e-05,0.000996855449891245,0.000906828108737798,CLSTN1/APOA1/SELL/VCAM1/CDH5/CDH6/CDH13/CDH15/PCDH1/ALCAM/SPARCL1/FAT1/FAT4/ESAM/CDH19/CDH23/PCDH18,17,C1
GO:0030301,cholesterol transport,15/231,31/1487,0.483870967741936,3.11478843736908,5.10137984067867,1.40783496453951e-05,0.000996855449891245,0.000906828108737798,APOM/LDLR/APOA1/APOE/APOA2/APOC1/APOC3/LCAT/APOA4/CLU/CETP/PLTP/LRP1/APOA5/PCSK9,15,C1
GO:0019724,B cell mediated immunity,22/231,58/1487,0.379310344827586,2.44170771756979,4.80170727333675,1.86744203566087e-05,0.00127331881024136,0.00115832369541382,IGHV2-26/IGHV3-74/IGHV1-18/IGHV1-24/MASP2/C1R/C3/IGHG2/IGHG3/IGHG4/IGHM/C1QB/C2/C8A/C8B/C8G/C7/CLU/C6/IGLL1/FCER1G/SVEP1,22,C1
GO:0002250,adaptive immune response,36/231,120/1487,0.3,1.93116883116883,4.56095062943561,2.09960047615128e-05,0.001329205527553,0.001209163208975,IGLV2-18/IGLV3-9/IGKV1-27/IGKV6D-21/IGHV2-26/IGHV3-74/IGKV6-21/IGHV1-18/IGHV1-24/IGKV1-8/MASP2/C1R/C3/IGKV1-17/IGKV1-5/IGLV3-25/IGHG2/IGHG3/IGHG4/IGHM/C1QB/C2/C8A/C8B/C8G/C7/CLU/C6/IGLL1/PDIA3/FCER1G/CTSC/IGLV3-21/ALCAM/SVEP1/SIPA1,36,C1
GO:0015918,sterol transport,15/231,32/1487,0.46875,3.0174512987013,4.94614822555539,2.2860262849421e-05,0.001329205527553,0.001209163208975,APOM/LDLR/APOA1/APOE/APOA2/APOC1/APOC3/LCAT/APOA4/CLU/CETP/PLTP/LRP1/APOA5/PCSK9,15,C1
GO:0032371,regulation of sterol transport,10/231,16/1487,0.625,4.0232683982684,5.21255840814869,2.31040613154242e-05,0.001329205527553,0.001209163208975,APOA1/APOE/APOA2/APOC1/APOC3/APOA4/CETP/PLTP/LRP1/PCSK9,10,C1
GO:0032374,regulation of cholesterol transport,10/231,16/1487,0.625,4.0232683982684,5.21255840814869,2.31040613154242e-05,0.001329205527553,0.001209163208975,APOA1/APOE/APOA2/APOC1/APOC3/APOA4/CETP/PLTP/LRP1/PCSK9,10,C1
GO:1903053,regulation of extracellular matrix organization,10/231,16/1487,0.625,4.0232683982684,5.21255840814869,2.31040613154242e-05,0.001329205527553,0.001209163208975,EFEMP2/AGT/LAMB1/LAMC1/NID1/TNXB/LAMA2/DPP4/LRP1/ANTXR1,10,C1
GO:0090207,regulation of triglyceride metabolic process,8/231,11/1487,0.727272727272727,4.68162140889414,5.25427580193699,3.27833005508039e-05,0.00182891079739485,0.00166373943146185,C3/LDLR/APOE/APOC3/APOA4/GPLD1/APOA5/SORL1,8,C1
GO:0007275,multicellular organism development,101/231,479/1487,0.210855949895616,1.35732812768303,4.07216408597288,4.36184849147522e-05,0.00236181266847232,0.00214851422598671,CHL1/NRP1/PLXNB1/NRP2/ATP6AP2/ATRN/CLSTN1/EFEMP2/AGT/C3/LDLR/APOA1/APOE/RBP4/CAT/IGF1/APOD/S100A9/APOA4/ITGAV/CSF1R/DCN/LAMB1/MGP/SERPINF2/CSF1/SPP1/KIT/CLU/FGFR1/IGF2R/RNH1/NCAM1/C6/NID1/CD44/ACAN/EPB42/VCAM1/OGN/TNXB/PTPRG/PTPRZ1/LAMA2/IGFBP5/TNC/PTX3/CDH5/FBN1/FLT4/COL18A1/MCAM/BTD/THBS3/COMP/APLP1/CTSC/CDH13/MTPN/H4C1/RAN/RELN/GPLD1/HSPG2/LRP1/PCDH1/EFEMP1/SPP2/ALCAM/GAS6/FAT1/POSTN/RCN1/TGFBI/MAN2A1/SVEP1/MIA3/CSPG4/FAT4/CD109/ADAMTSL2/PLXDC1/ADGRF5/PCSK9/ANGPTL6/ST8SIA4/SORL1/NEO1/PGLYRP2/MMP19/COL12A1/SDF4/ASPN/CDH23/ANTXR1/PCDH18/CD248/CRTAC1/B3GNT2/DKK3/HEG1,101,C1
GO:0033344,cholesterol efflux,11/231,20/1487,0.55,3.54047619047619,4.90383269544776,4.65317004289227e-05,0.00244756744256134,0.00222652437240349,APOM/APOA1/APOE/APOA2/APOC1/APOC3/APOA4/CETP/PLTP/LRP1/APOA5,11,C1
GO:0015850,organic hydroxy compound transport,19/231,49/1487,0.387755102040816,2.49606855729305,4.56552439260048,5.03358179386764e-05,0.00257411780069731,0.0023416457994279,APOM/AGT/LDLR/APOA1/APOE/APOA2/APOC1/APOC3/RBP4/LCAT/APOA4/SPP1/CHGA/CLU/CETP/PLTP/LRP1/APOA5/PCSK9,19,C1
GO:0002252,immune effector process,41/231,150/1487,0.273333333333333,1.75950937950938,4.20565498824978,6.33354025787422e-05,0.00315136422020174,0.00286676032724833,IGHV2-26/IGHV3-74/IGHV1-18/IGHV1-24/MASP2/C1R/CFB/C3/IGHG2/IGHG3/IGHG4/IGHM/APOA1/APOA2/CRP/C1QB/RBP4/C2/S100A9/C8A/C8B/C8G/CTSG/DBH/C7/CHGA/KIT/CLU/LAMP1/C6/PRG2/IGLL1/PTX3/FCER1G/CTSC/CFHR1/LRP1/SVEP1/PGLYRP2/COLEC11/COLEC10,41,C1
GO:0042632,cholesterol homeostasis,11/231,21/1487,0.523809523809524,3.3718820861678,4.69306243791683,8.44376156085813e-05,0.00392241622147878,0.00356817759705694,APOM/LDLR/APOA1/APOE/APOA2/APOC3/LCAT/APOA4/CETP/APOA5/PCSK9,11,C1
GO:0055092,sterol homeostasis,11/231,21/1487,0.523809523809524,3.3718820861678,4.69306243791683,8.44376156085813e-05,0.00392241622147878,0.00356817759705694,APOM/LDLR/APOA1/APOE/APOA2/APOC3/LCAT/APOA4/CETP/APOA5/PCSK9,11,C1
GO:0034377,plasma lipoprotein particle assembly,8/231,12/1487,0.666666666666667,4.29148629148629,4.9080303371217,8.52236006839496e-05,0.00392241622147878,0.00356817759705694,APOM/APOA1/APOE/APOA2/APOC1/APOC3/LCAT/APOA4,8,C1
GO:0007166,cell surface receptor signaling pathway,71/231,312/1487,0.227564102564103,1.46488233988234,3.96024438631183,9.14440909615994e-05,0.00410606271854401,0.00373523873478574,NRP1/PLXNB1/SUSD5/NRP2/ATP6AP2/AGT/C3/IGHG2/IGHG3/IGHG4/IGHM/APOA1/APOE/IGF1/APOD/ITGAV/CSF1R/DCN/LAMB1/CTSG/CD14/CD63/DBH/CSF1/KIT/LAMC1/FGFR1/IGF2R/NCAM1/NID1/CD44/TNXB/PTPRG/LAMA2/IGFBP5/PDIA3/FCER1G/CDH5/FBN1/FLT4/COMP/CDH6/CDH13/RELN/GPLD1/HSPG2/FMOD/LRP1/EFEMP1/MADCAM1/GAS6/LTBP2/POSTN/SVEP1/VASN/CSPG4/CD109/ADAMTS13/ADAMTSL2/ADGRF5/MUC20/BPIFB1/SORL1/NEO1/TXNDC15/COLEC11/ASPN/TOLLIP/ADGRL4/DKK3/COLEC10,71,C1
GO:0001944,vasculature development,32/231,109/1487,0.293577981651376,1.88982882560864,4.13728735236145,0.000103354314403917,0.00453036411470502,0.004121220907685,NRP1/NRP2/EFEMP2/C3/LDLR/APOE/APOD/ITGAV/DCN/SERPINF2/KIT/FGFR1/RNH1/CDH5/FLT4/COL18A1/MCAM/COMP/CDH13/GPLD1/HSPG2/LRP1/TGFBI/SVEP1/MIA3/CSPG4/PLXDC1/ADGRF5/ANGPTL6/MMP19/ANTXR1/HEG1,32,C1
GO:0006959,humoral immune response,22/231,65/1487,0.338461538461539,2.17875457875458,4.16630296539552,0.000142930277603416,0.00611941025739279,0.00556675818034359,MASP2/C1R/CFB/C3/IGHG2/IGHG3/IGHG4/IGHM/C1QB/C2/S100A9/C8A/C8B/C8G/CTSG/C7/CLU/C6/CFHR1/SVEP1/COLEC11/COLEC10,22,C1
GO:0009653,anatomical structure morphogenesis,72/231,322/1487,0.22360248447205,1.43938049528112,3.81879479712442,0.000150535298314958,0.00629853373176903,0.0057297047755765,CHL1/NRP1/PLXNB1/NRP2/ATP6AP2/EFEMP2/AGT/C3/LDLR/APOA1/APOE/RBP4/APOD/ITGAV/CSF1R/DCN/LAMB1/MGP/SERPINF2/CSF1/SPP1/KIT/CLU/FGFR1/RNH1/NCAM1/CD44/EPB42/PTPRZ1/LAMA2/IGFBP5/TNC/CDH5/FBN1/FLT4/COL18A1/MCAM/THBS3/COMP/APLP1/CDH6/CDH13/CDH15/MTPN/RELN/GPLD1/HSPG2/LRP1/EFEMP1/ALCAM/FAT1/POSTN/TGFBI/MAN2A1/SVEP1/MIA3/CSPG4/CD109/PLXDC1/ADGRF5/ANGPTL6/NEO1/SIPA1/MMP19/COL12A1/ASPN/CDH19/CDH23/CD248/B3GNT2/DKK3/HEG1,72,C1
GO:0048514,blood vessel morphogenesis,29/231,97/1487,0.298969072164948,1.92453251216138,4.03758083375892,0.000158022918851867,0.00634087257502968,0.00576821994160624,NRP1/NRP2/EFEMP2/C3/LDLR/APOE/APOD/ITGAV/DCN/SERPINF2/FGFR1/RNH1/CDH5/FLT4/COL18A1/MCAM/COMP/CDH13/GPLD1/HSPG2/LRP1/TGFBI/MIA3/CSPG4/PLXDC1/ADGRF5/ANGPTL6/MMP19/HEG1,29,C1
GO:0055090,acylglycerol homeostasis,7/231,10/1487,0.7,4.50606060606061,4.76924624429661,0.000158435708012692,0.00634087257502968,0.00576821994160624,APOA1/APOE/APOC3/APOA4/CETP/APOA5/C1QTNF3,7,C1
GO:0002376,immune system process,84/231,393/1487,0.213740458015267,1.37589636826278,3.72457152706997,0.000187886108537076,0.00735953884716504,0.00669488910823042,IGLV2-18/IGLV3-9/IGKV1-27/IGKV6D-21/IGHV2-26/IGHV3-74/IGKV6-21/IGHV1-18/IGHV1-24/IGKV1-8/MASP2/C1R/HP/CFB/C3/LDLR/IGKV1-17/IGKV1-5/IGLV3-25/IGHG2/IGHG3/IGHG4/IGHM/APOA1/APOE/APOA2/CRP/C1QB/RBP4/IGF1/APOD/C2/S100A9/APOA4/CSF1R/C8A/C8B/C8G/CTSG/CD14/DBH/CSF1/C7/CHGA/KIT/CLU/LAMP1/C6/PRG2/SELL/IGLL1/CD44/EPB42/VCAM1/ORM2/PTX3/DPP4/PSMB8/PDIA3/FCER1G/FBN1/CTSC/H4C1/GPLD1/IGLV3-21/CFHR1/LRP1/MADCAM1/ALCAM/GAS6/SVEP1/MIA3/ADAMTS13/CHST3/PKHD1L1/ADGRF5/BPIFB1/PRG4/SIPA1/PGLYRP2/COLEC11/TOLLIP/CD248/COLEC10,84,C1
GO:0065005,protein-lipid complex assembly,8/231,13/1487,0.615384615384615,3.96137196137196,4.59765595288751,0.000192052491422984,0.00736601326478569,0.006700778812587,APOM/APOA1/APOE/APOA2/APOC1/APOC3/LCAT/APOA4,8,C1
GO:0032368,regulation of lipid transport,13/231,30/1487,0.433333333333333,2.78946608946609,4.24497267788688,0.000224243988749,0.00838567648600443,0.00762835489249724,AGT/APOA1/APOE/APOA2/APOC1/APOC3/APOA4/ITGAV/SPP1/CETP/PLTP/LRP1/PCSK9,13,C1
GO:0035239,tube morphogenesis,33/231,118/1487,0.279661016949153,1.80024213075061,3.88401829320113,0.00022774786762641,0.00838567648600443,0.00762835489249724,NRP1/NRP2/EFEMP2/AGT/C3/LDLR/APOE/APOD/ITGAV/CSF1R/DCN/SERPINF2/CSF1/FGFR1/RNH1/TNC/CDH5/FLT4/COL18A1/MCAM/COMP/CDH13/GPLD1/HSPG2/LRP1/TGFBI/MIA3/CSPG4/PLXDC1/ADGRF5/ANGPTL6/MMP19/HEG1,33,C1
GO:0009887,animal organ morphogenesis,24/231,76/1487,0.315789473684211,2.03280929596719,3.9626343732355,0.000241966953711113,0.00863058676268901,0.00785114699644828,NRP1/NRP2/EFEMP2/AGT/RBP4/CSF1R/DCN/LAMB1/MGP/CSF1/FGFR1/IGFBP5/TNC/FBN1/COL18A1/THBS3/COMP/APLP1/EFEMP1/FAT1/MAN2A1/ASPN/CDH23/HEG1,24,C1
GO:0048513,animal organ development,65/231,287/1487,0.226480836236934,1.45790910599273,3.70211734464064,0.000243775400141134,0.00863058676268901,0.00785114699644828,NRP1/PLXNB1/NRP2/ATRN/EFEMP2/AGT/APOA1/APOA2/RBP4/CAT/IGF1/APOD/CSF1R/IVL/DCN/LAMB1/MGP/CSF1/SPP1/KIT/FGFR1/IGF2R/COL6A3/NCAM1/NID1/CD44/EPB42/VCAM1/OGN/TNXB/LAMA2/IGFBP5/TNC/PTX3/FBN1/FLT4/COL18A1/THBS3/COMP/APLP1/MTPN/RAN/RELN/GPLD1/HSPG2/EFEMP1/GAS6/FAT1/RCN1/TGFBI/MAN2A1/VASN/FAT4/CD109/ADAMTSL2/PCSK9/SORL1/SDF4/ASPN/CDH23/GLIPR2/PCDH18/CD248/DKK3/HEG1,65,C1
GO:0019216,regulation of lipid metabolic process,17/231,46/1487,0.369565217391304,2.3789760963674,4.07309217544145,0.000256183195738716,0.00871894441919146,0.0079315249555068,SERPINA3/C3/LDLR/APOA1/APOE/APOA2/APOC1/APOC3/APOD/APOA4/KIT/GPLD1/APOA5/ADGRF5/GOLM1/SORL1/DKK3,17,C1
GO:1905952,regulation of lipid localization,15/231,38/1487,0.394736842105263,2.54101161995899,4.12557127014333,0.000257836639183809,0.00871894441919146,0.0079315249555068,AGT/C3/APOA1/APOE/APOA2/APOC1/APOC3/CRP/APOA4/ITGAV/SPP1/CETP/PLTP/LRP1/PCSK9,15,C1
GO:0001501,skeletal system development,16/231,42/1487,0.380952380952381,2.45227788084931,4.09318165886704,0.000260479056521201,0.00871894441919146,0.0079315249555068,PLXNB1/RBP4/IGF1/MGP/FGFR1/CD44/ACAN/OGN/FBN1/COL18A1/THBS3/COMP/GPLD1/EFEMP1/SPP2/TGFBI,16,C1
GO:0007156,homophilic cell adhesion via plasma membrane adhesion molecules,12/231,27/1487,0.444444444444444,2.86099086099086,4.18379377620997,0.000296281604064591,0.00966323840453015,0.00879053849544439,CLSTN1/CDH5/CDH6/CDH13/CDH15/PCDH1/FAT1/FAT4/ESAM/CDH19/CDH23/PCDH18,12,C1
GO:0001568,blood vessel development,30/231,105/1487,0.285714285714286,1.83920841063698,3.82411576329217,0.000299187718119619,0.00966323840453015,0.00879053849544439,NRP1/NRP2/EFEMP2/C3/LDLR/APOE/APOD/ITGAV/DCN/SERPINF2/FGFR1/RNH1/CDH5/FLT4/COL18A1/MCAM/COMP/CDH13/GPLD1/HSPG2/LRP1/TGFBI/MIA3/CSPG4/PLXDC1/ADGRF5/ANGPTL6/MMP19/ANTXR1/HEG1,30,C1
GO:0006955,immune response,64/231,285/1487,0.224561403508772,1.44555327713222,3.58666168553528,0.000363928529602709,0.0114180456097,0.0103868667286273,IGLV2-18/IGLV3-9/IGKV1-27/IGKV6D-21/IGHV2-26/IGHV3-74/IGKV6-21/IGHV1-18/IGHV1-24/IGKV1-8/MASP2/C1R/CFB/C3/IGKV1-17/IGKV1-5/IGLV3-25/IGHG2/IGHG3/IGHG4/IGHM/APOA1/APOE/APOA2/CRP/C1QB/C2/S100A9/APOA4/CSF1R/C8A/C8B/C8G/CTSG/CD14/CSF1/C7/CHGA/KIT/CLU/LAMP1/C6/PRG2/IGLL1/PTX3/PDIA3/FCER1G/CTSC/GPLD1/IGLV3-21/CFHR1/LRP1/MADCAM1/ALCAM/SVEP1/ADAMTS13/PKHD1L1/BPIFB1/PRG4/SIPA1/PGLYRP2/COLEC11/TOLLIP/COLEC10,64,C1
GO:0048844,artery morphogenesis,7/231,11/1487,0.636363636363636,4.09641873278237,4.4190958855842,0.000378327421070994,0.0114180456097,0.0103868667286273,NRP1/EFEMP2/LDLR/APOE/COMP/LRP1/ADGRF5,7,C1
