Protein.Group,Genes,n_obs,n_ID,est_ri,se_ri,p_ri,q_ri,logLik_ri,rs_default_ok,rs_error,rs_fitted,rs_converged,rs_singular,est_rs,se_rs,p_rs,logLik_rs,LRT_chisq,LRT_p,sd_slope,cor_int_slope,sigma_ri,sigma_rs,q_rs,q_ri_sub
P11216,PYGB,52,26,0.115087200499191,0.0551608159373725,0.0369429396901663,0.157670833760516,-21.8197772817585,FALSE,number of observations (=52) <= number of random effects (=52) for term (1 + SampleCode | ID2); the random-effects parameters and the residual variance (or scale parameter) are probably unidentifiable,TRUE,FALSE,FALSE,0.114859191749978,0.0551415512000067,0.0372523135868921,-21.7893087971538,0.0609369692092798,0.969991001235408,0.0991646828894137,0.0360215576705715,0.194674720408293,0.181515037281058,0.159874512477078,0.157670833760516
P15170,GSPT1,52,26,-0.141182572286911,0.0678134878504815,0.0373493523789172,0.158966251860681,-7.34959277336961,FALSE,number of observations (=52) <= number of random effects (=52) for term (1 + SampleCode | ID2); the random-effects parameters and the residual variance (or scale parameter) are probably unidentifiable,TRUE,TRUE,FALSE,-0.140160974624417,0.0678258109898004,0.0387827718419448,-6.60704434084134,1.48509686505654,0.475899570893919,0.21486124451861,-0.124201079416795,0.243195171418081,0.190016747503506,0.162383150395135,0.158966251860681
Q9Y279,VSIG4,42,24,0.584146500935427,0.280772058058376,0.0374796192244981,0.159082449730356,-55.278488770155,FALSE,number of observations (=42) <= number of random effects (=48) for term (1 + SampleCode | ID2); the random-effects parameters and the residual variance (or scale parameter) are probably unidentifiable,TRUE,FALSE,FALSE,0.582688170350569,0.282995156741264,0.0394938517023637,-55.2191592114999,0.118659117310216,0.942396143169648,0.937623392609197,-0.656015492191467,0.902321819054863,0.617995626431122,0.16402688408643,0.159082449730356
Q9H8W4,PLEKHF2,45,26,0.218764696048158,0.105466173419128,0.0380547910807265,0.161081238958144,-18.936512594479,FALSE,number of observations (=45) <= number of random effects (=52) for term (1 + SampleCode | ID2); the random-effects parameters and the residual variance (or scale parameter) are probably unidentifiable,TRUE,FALSE,FALSE,0.216603648165131,0.0995815229571671,0.029619706266253,-17.7122770286069,2.44847113174409,0.293982344586942,0.314375638052357,-0.934647567715106,0.345870994061821,0.254805497361774,0.140375601783316,0.161081238958144
Q9NX76,CMTM6,48,25,-0.290460544480834,0.140398570012464,0.0385621953729341,0.161922862636038,-33.4472689851086,FALSE,number of observations (=48) <= number of random effects (=50) for term (1 + SampleCode | ID2); the random-effects parameters and the residual variance (or scale parameter) are probably unidentifiable,TRUE,FALSE,FALSE,-0.287637461617262,0.150239405263339,0.055552798428274,-32.985203261114,0.924131447989296,0.62998093371772,0.596075396042579,-0.840303597890574,0.485721225690843,0.309046258136656,0.192874322632996,0.161922862636038
Q7L591,DOK3,51,26,-0.167095821530757,0.0807695004664837,0.0385649991151931,0.161922862636038,-8.85090825277045,FALSE,number of observations (=51) <= number of random effects (=52) for term (1 + SampleCode | ID2); the random-effects parameters and the residual variance (or scale parameter) are probably unidentifiable,TRUE,TRUE,TRUE,-0.166887629928954,0.0811214691333357,0.0396616063873864,-8.20585066579797,1.29011517394497,0.524632329249159,0.192331799144558,,0.287828255278948,0.25440170880777,0.164281988923625,0.161922862636038
Q8N0U8,VKORC1L1,41,24,-0.345907365647172,0.167221123534017,0.0385871485655257,0.161922862636038,-38.9573669522089,FALSE,number of observations (=41) <= number of random effects (=48) for term (1 + SampleCode | ID2); the random-effects parameters and the residual variance (or scale parameter) are probably unidentifiable,TRUE,FALSE,FALSE,-0.346441350124823,0.167314132075389,0.0383957962623368,-38.9566834268407,0.00136705073644805,0.999316708182025,0.321782524071249,-0.3396954424692,0.51571371731337,0.463297032231281,0.162356381479574,0.161922862636038
Q13188,STK3,51,26,-0.164356269278376,0.079489361487912,0.0386728390373449,0.161922862636038,-15.3149343878673,FALSE,number of observations (=51) <= number of random effects (=52) for term (1 + SampleCode | ID2); the random-effects parameters and the residual variance (or scale parameter) are probably unidentifiable,TRUE,FALSE,FALSE,-0.166253438510287,0.0797778141245087,0.0371641878845922,-14.7993940341898,1.03108070735514,0.597177820188614,0.237122308515779,-0.124044418052034,0.281948493735716,0.227036157408253,0.159874512477078,0.161922862636038
Q9Y6R7,FCGBP,52,26,0.470535862469716,0.227755846060756,0.0388316783906806,0.162148494901626,-73.5660547451917,FALSE,number of observations (=52) <= number of random effects (=52) for term (1 + SampleCode | ID2); the random-effects parameters and the residual variance (or scale parameter) are probably unidentifiable,TRUE,FALSE,FALSE,0.471506926691726,0.227703338665367,0.0383861736065442,-73.5618293244978,0.00845084138791208,0.995783493835765,0.498472550494716,-0.293645234480714,0.815735617987773,0.735432097618546,0.162356381479574,0.162148494901626
Q15149,PLEC,47,24,-0.15461605098957,0.0750102032734365,0.0392775818808861,0.162911677452731,-33.7202723563605,FALSE,number of observations (=47) <= number of random effects (=48) for term (1 + SampleCode | ID2); the random-effects parameters and the residual variance (or scale parameter) are probably unidentifiable,TRUE,FALSE,FALSE,-0.147261023053521,0.0753509060401967,0.0506614395641844,-33.4811808661389,0.478182980443307,0.787342844905978,0.0645412267510874,-0.89379233691289,0.247471994512197,0.245048815684938,0.185040009755709,0.162911677452731
P15814,IGLL1,52,26,0.29972393785294,0.14547145012236,0.0393638877687145,0.162911677452731,-64.4270482771746,FALSE,number of observations (=52) <= number of random effects (=52) for term (1 + SampleCode | ID2); the random-effects parameters and the residual variance (or scale parameter) are probably unidentifiable,TRUE,FALSE,FALSE,0.306259712957485,0.145777105652259,0.0356517982948768,-64.1387185352112,0.576659483926932,0.749514405135705,0.344385300017044,0.172211786895626,0.516576878258695,0.456889876336237,0.156483035129502,0.162911677452731
Q6UX71,PLXDC2,52,26,0.263211356515186,0.127771100666228,0.0393963791941216,0.162911677452731,-33.3110948527614,FALSE,number of observations (=52) <= number of random effects (=52) for term (1 + SampleCode | ID2); the random-effects parameters and the residual variance (or scale parameter) are probably unidentifiable,TRUE,TRUE,FALSE,0.263843295856983,0.133590101134354,0.0482657303263056,-30.877972030453,4.8662456446168,0.0877623380195687,0.481597616208555,-0.613348027421209,0.459167342264897,0.339018770413279,0.180035063489642,0.162911677452731
P42025,ACTR1B,51,26,-0.12611169177436,0.0612598086445529,0.039529051989706,0.162911677452731,-19.1672843233593,FALSE,number of observations (=51) <= number of random effects (=52) for term (1 + SampleCode | ID2); the random-effects parameters and the residual variance (or scale parameter) are probably unidentifiable,TRUE,FALSE,FALSE,-0.126714253071772,0.061423268138589,0.0391156431500077,-18.8797920964312,0.574984453856239,0.750142397659098,0.121241168257393,0.268939711403665,0.214062760290658,0.196250938579807,0.163334239639897,0.162911677452731
Q7KZF4,SND1,47,26,0.15676547010916,0.0761550057796612,0.0395416692846435,0.162911677452731,-12.9542471733399,FALSE,number of observations (=47) <= number of random effects (=52) for term (1 + SampleCode | ID2); the random-effects parameters and the residual variance (or scale parameter) are probably unidentifiable,TRUE,FALSE,FALSE,0.156702219551393,0.0760308015877654,0.0392996052620886,-12.9492533944468,0.00998755778614679,0.995018669290963,0.100901701554826,-0.318021688767353,0.254288674915585,0.243876236257909,0.163660081212741,0.162911677452731
Q9HCU0,CD248,51,26,0.582406392232213,0.283216149117896,0.0397437371807841,0.163308707298701,-72.8360671679851,FALSE,number of observations (=51) <= number of random effects (=52) for term (1 + SampleCode | ID2); the random-effects parameters and the residual variance (or scale parameter) are probably unidentifiable,TRUE,FALSE,FALSE,0.593528484381921,0.304625214385744,0.0513684085073051,-72.5007856724297,0.670562991110728,0.715136750199615,1.12183211651593,-0.797513601324386,1.00926227841725,0.743795191517938,0.185942712965013,0.163308707298701
Q9H8H3,TMT1A,51,26,-0.171784109360543,0.0836315616493295,0.0399700424462551,0.163802959096722,-33.7374081594379,FALSE,number of observations (=51) <= number of random effects (=52) for term (1 + SampleCode | ID2); the random-effects parameters and the residual variance (or scale parameter) are probably unidentifiable,TRUE,TRUE,FALSE,-0.170361368563232,0.0834443856404297,0.0411896658047705,-33.6719617536562,0.130892811563385,0.936649244398546,0.143288415968091,0.107518136455282,0.292622334485747,0.27336277309808,0.166987584035489,0.163802959096722
P48449,LSS,46,26,-0.191689010019231,0.0933884326556857,0.0401114778286346,0.163947706997991,-25.4784767428302,FALSE,number of observations (=46) <= number of random effects (=52) for term (1 + SampleCode | ID2); the random-effects parameters and the residual variance (or scale parameter) are probably unidentifiable,TRUE,FALSE,FALSE,-0.197294514768484,0.0937368079188722,0.0353112468539824,-25.3951986043135,0.166556277033429,0.920095197713539,0.15163160586141,0.0997784432465609,0.301306367226454,0.281179949974991,0.155619091361316,0.163947706997991
Q16643,DBN1,52,26,-0.262707798106431,0.128172000736281,0.0403985542057686,0.164110608581169,-47.3231690953486,FALSE,number of observations (=52) <= number of random effects (=52) for term (1 + SampleCode | ID2); the random-effects parameters and the residual variance (or scale parameter) are probably unidentifiable,TRUE,TRUE,FALSE,-0.25161676129344,0.128966269995388,0.0510537542964149,-45.9020112256593,2.84231573937842,0.241434305529321,0.26707335857739,-0.998531072855348,0.458259049634043,0.421305555228246,0.185746041234594,0.164110608581169
P00736,C1R,52,26,0.324885136232415,0.158588796764606,0.0405011661703266,0.164110608581169,-55.3538485020465,FALSE,number of observations (=52) <= number of random effects (=52) for term (1 + SampleCode | ID2); the random-effects parameters and the residual variance (or scale parameter) are probably unidentifiable,TRUE,TRUE,FALSE,0.323513374486892,0.158489923551865,0.0412286056041205,-55.3063597314692,0.0949775411545772,0.953621181687856,0.300182713998903,-0.469704103653044,0.567851633232262,0.526338124272886,0.166987584035489,0.164110608581169
P67936,TPM4,52,26,-0.230800016865929,0.112716053229595,0.0405969245055128,0.164110608581169,-52.9495942512809,FALSE,number of observations (=52) <= number of random effects (=52) for term (1 + SampleCode | ID2); the random-effects parameters and the residual variance (or scale parameter) are probably unidentifiable,TRUE,TRUE,FALSE,-0.218605378776498,0.113146774188741,0.0533531671594304,-52.5344550327715,0.830278437018791,0.660248355514402,0.1293102350065,-0.999970052349402,0.399712607700185,0.39116060100796,0.188918985283819,0.164110608581169
Q15166,PON3,52,26,0.314062280440159,0.153404469201657,0.0406303581898612,0.164110608581169,-42.8186519148248,FALSE,number of observations (=52) <= number of random effects (=52) for term (1 + SampleCode | ID2); the random-effects parameters and the residual variance (or scale parameter) are probably unidentifiable,TRUE,FALSE,FALSE,0.314286270823712,0.157114015391418,0.045460251288891,-41.8375200050429,1.96226381956377,0.374886520884667,0.56510712273258,-0.896171020669379,0.551285244062238,0.399333913170538,0.176030296344202,0.164110608581169
Q9NP58,ABCB6,41,25,-0.162929968693015,0.0796041555422371,0.0406824356547494,0.164110608581169,-2.69903654955239,FALSE,number of observations (=41) <= number of random effects (=50) for term (1 + SampleCode | ID2); the random-effects parameters and the residual variance (or scale parameter) are probably unidentifiable,TRUE,FALSE,FALSE,-0.161834283710074,0.0814285889580547,0.046873864206353,-2.2135711238761,0.970930851352573,0.615410702156238,0.206525485190621,-0.318215213417707,0.252581141504502,0.210955533416771,0.177936413264903,0.164110608581169
P13807,GYS1,43,25,-0.237373417882512,0.116098961084209,0.0408964494856163,0.164117665441389,-19.2624068049076,FALSE,number of observations (=43) <= number of random effects (=50) for term (1 + SampleCode | ID2); the random-effects parameters and the residual variance (or scale parameter) are probably unidentifiable,TRUE,FALSE,FALSE,-0.229541487705314,0.123477852155825,0.0630315459392242,-18.5097501847273,1.50531324036061,0.471113319643741,0.513600179387788,-0.85405382112857,0.378713391000984,0.193587621174072,0.20732530236161,0.164117665441389
Q9Y3C5,RNF11,46,26,0.394918946907634,0.193374227623224,0.0411265183088475,0.164117665441389,-45.6235573190478,FALSE,number of observations (=46) <= number of random effects (=52) for term (1 + SampleCode | ID2); the random-effects parameters and the residual variance (or scale parameter) are probably unidentifiable,TRUE,FALSE,FALSE,0.382062289923643,0.199302664411775,0.0552385166588435,-43.6333288881991,3.98045686169742,0.136664203559631,0.692812538888545,-0.962985495656416,0.65238391102807,0.466255795686691,0.192319515647072,0.164117665441389
P10451,SPP1,52,26,0.317380053699291,0.155437609147325,0.0411665586639316,0.164117665441389,-45.6115903852452,FALSE,number of observations (=52) <= number of random effects (=52) for term (1 + SampleCode | ID2); the random-effects parameters and the residual variance (or scale parameter) are probably unidentifiable,TRUE,FALSE,FALSE,0.31674873011076,0.155443374556921,0.0415788074730947,-45.0626690171205,1.09784273624935,0.577572462582314,0.458614753172151,-0.29219362793072,0.558294092432826,0.454550788279132,0.167289733192529,0.164117665441389
Q14204,DYNC1H1,50,26,-0.137438443425131,0.0673352078246287,0.0412400755998059,0.164117665441389,-31.8193636393752,FALSE,number of observations (=50) <= number of random effects (=52) for term (1 + SampleCode | ID2); the random-effects parameters and the residual variance (or scale parameter) are probably unidentifiable,TRUE,FALSE,FALSE,-0.13655043937955,0.0672882088958926,0.0424239962000688,-31.8139111802482,0.0109049182539351,0.994562378548776,0.083535182120725,-0.159273250865374,0.228064783285952,0.220209575523138,0.168930603425532,0.164117665441389
P01009,SERPINA1,52,26,0.243542785408612,0.119320919622207,0.0412435066518238,0.164117665441389,-29.753061402842,FALSE,number of observations (=52) <= number of random effects (=52) for term (1 + SampleCode | ID2); the random-effects parameters and the residual variance (or scale parameter) are probably unidentifiable,TRUE,TRUE,FALSE,0.246125443769993,0.124526234239928,0.048098773806045,-26.560081379196,6.38596004729203,0.0410493604228995,0.473229310800734,-0.555233906964546,0.42880016884768,0.297832085473878,0.180035063489642,0.164117665441389
Q9H6X2,ANTXR1,50,26,0.301411499487254,0.147788342407527,0.0414020569798572,0.164117665441389,-45.7955386286976,FALSE,number of observations (=50) <= number of random effects (=52) for term (1 + SampleCode | ID2); the random-effects parameters and the residual variance (or scale parameter) are probably unidentifiable,TRUE,TRUE,FALSE,0.299080436488265,0.147025363720287,0.0419304463681251,-45.638192998517,0.314691260361158,0.854408698345181,0.383316249569124,-0.212471511372093,0.518145551370134,0.438241382509483,0.168143308778561,0.164117665441389
O60488,ACSL4,47,25,-0.281001673859877,0.137876459697834,0.0415430796252765,0.164117665441389,-37.2310348751766,FALSE,number of observations (=47) <= number of random effects (=50) for term (1 + SampleCode | ID2); the random-effects parameters and the residual variance (or scale parameter) are probably unidentifiable,TRUE,FALSE,FALSE,-0.28984176486596,0.140236768088358,0.0387527261558655,-35.2738686023682,3.9143325456168,0.141258141340406,0.489439396310778,-0.0199644358531057,0.466668342016146,0.321423337363363,0.162383150395135,0.164117665441389
P02649,APOE,52,26,0.15602364166687,0.0765846619648038,0.0416229827768438,0.164117665441389,-21.2471445556588,FALSE,number of observations (=52) <= number of random effects (=52) for term (1 + SampleCode | ID2); the random-effects parameters and the residual variance (or scale parameter) are probably unidentifiable,TRUE,FALSE,FALSE,0.156822762518106,0.076463826210747,0.040272735650914,-20.52404705499,1.44619500133756,0.485246873187294,0.116841726960741,-0.940577731233262,0.273713865717139,0.260674169108555,0.165482384523038,0.164117665441389
Q9NQW7,XPNPEP1,48,26,-0.221661123881944,0.108881348469773,0.0417700045100911,0.164117665441389,-21.1317492668508,FALSE,number of observations (=48) <= number of random effects (=52) for term (1 + SampleCode | ID2); the random-effects parameters and the residual variance (or scale parameter) are probably unidentifiable,TRUE,TRUE,FALSE,-0.213744323901434,0.114658209600177,0.0622954726639922,-19.5705131784783,3.122472176745,0.209876484915357,0.372401611871943,-0.612214933145851,0.375801666748408,0.294182173167956,0.206537564948214,0.164117665441389
Q9NSE4,IARS2,44,24,-0.156620770273475,0.0770142735665764,0.0419859890732619,0.164117665441389,-14.0109353509044,FALSE,number of observations (=44) <= number of random effects (=48) for term (1 + SampleCode | ID2); the random-effects parameters and the residual variance (or scale parameter) are probably unidentifiable,TRUE,TRUE,FALSE,-0.15849754047867,0.0785467911477956,0.0436043684708397,-13.0861866828834,1.84949733604213,0.39663109262631,0.197362411116387,0.283380655217516,0.246167138005437,0.206320668045024,0.170828186541482,0.164117665441389
Q4AE62,GTDC1,40,25,-0.269058652835417,0.132356194996746,0.0420689306833372,0.164117665441389,-21.809459690061,FALSE,number of observations (=40) <= number of random effects (=50) for term (1 + SampleCode | ID2); the random-effects parameters and the residual variance (or scale parameter) are probably unidentifiable,TRUE,FALSE,FALSE,-0.273147074175864,0.133901347972647,0.0413590112611339,-21.5784288862318,0.462061607658434,0.793715016196865,0.361955805994135,-0.581729167989156,0.417403440803452,0.337981793107012,0.166987584035489,0.164117665441389
Q92905,COPS5,52,26,-0.183783334203122,0.0904222286876096,0.0421028910966437,0.164117665441389,-18.9942071195864,FALSE,number of observations (=52) <= number of random effects (=52) for term (1 + SampleCode | ID2); the random-effects parameters and the residual variance (or scale parameter) are probably unidentifiable,TRUE,FALSE,FALSE,-0.183777250645391,0.090425639375328,0.0421174501600667,-18.9941676490558,7.89410612611619e-05,0.999960530248321,0.298696616052196,-0.601621716066675,0.324631302559911,0.246543807281826,0.168143308778561,0.164117665441389
O00299,CLIC1,52,26,-0.180057182649743,0.0886637127343309,0.0422765291283377,0.164117665441389,-25.9617410987167,FALSE,number of observations (=52) <= number of random effects (=52) for term (1 + SampleCode | ID2); the random-effects parameters and the residual variance (or scale parameter) are probably unidentifiable,TRUE,TRUE,FALSE,-0.182982916740014,0.0884015474780066,0.0384611233796272,-25.6031934564477,0.717095284537876,0.698690337852663,0.114250870293698,-0.914272295045361,0.317350558422566,0.306008100651841,0.162356381479574,0.164117665441389
Q8IY33,MICALL2,44,25,0.334421577289477,0.164760554634482,0.0423826727686559,0.164117665441389,-35.446866392648,FALSE,number of observations (=44) <= number of random effects (=50) for term (1 + SampleCode | ID2); the random-effects parameters and the residual variance (or scale parameter) are probably unidentifiable,TRUE,FALSE,FALSE,0.336008035200973,0.165779626129806,0.0426792362748651,-35.3930614166699,0.107609951956078,0.947616896540406,0.556710978337531,-0.651988786881305,0.540045348658944,0.372018721222044,0.169447654615717,0.164117665441389
Q03591,CFHR1,52,26,0.637982653586732,0.314459159491678,0.042476101998058,0.164117665441389,-82.5310280578806,FALSE,number of observations (=52) <= number of random effects (=52) for term (1 + SampleCode | ID2); the random-effects parameters and the residual variance (or scale parameter) are probably unidentifiable,TRUE,FALSE,FALSE,0.653668404872209,0.312101882419598,0.0362237290063297,-81.2330714222644,2.59591327123255,0.273089244137234,0.947652844275515,0.0340169044349009,1.12937464837842,0.89882520781776,0.157649750182477,0.164117665441389
O60704,TPST2,44,25,-0.234070773556675,0.11538541028651,0.042499110193788,0.164117665441389,-20.1192378784121,FALSE,number of observations (=44) <= number of random effects (=50) for term (1 + SampleCode | ID2); the random-effects parameters and the residual variance (or scale parameter) are probably unidentifiable,TRUE,FALSE,FALSE,-0.237142383300683,0.118751881568117,0.0458298706763014,-19.3841769294522,1.47012189791983,0.479476234506505,0.417667900505278,-0.881832467563754,0.382248970715221,0.262674100077457,0.176362254110097,0.164117665441389
Q86YL5,TDRP,51,26,-0.171623128576536,0.0846658824999702,0.0426559088340382,0.164117665441389,-21.8060142129872,FALSE,number of observations (=51) <= number of random effects (=52) for term (1 + SampleCode | ID2); the random-effects parameters and the residual variance (or scale parameter) are probably unidentifiable,TRUE,FALSE,FALSE,-0.173322918204949,0.0855878318984405,0.0428582966404864,-21.615708949094,0.380610527786494,0.826706731705184,0.22731318740683,-0.119920283036262,0.299584753260144,0.256123512057006,0.169447654615717,0.164117665441389
Q6PL24,TMED8,52,26,-0.217902350826933,0.107500688290788,0.0426638818670284,0.164117665441389,-31.4349526684663,FALSE,number of observations (=52) <= number of random effects (=52) for term (1 + SampleCode | ID2); the random-effects parameters and the residual variance (or scale parameter) are probably unidentifiable,TRUE,FALSE,FALSE,-0.217696263727819,0.107512343402568,0.0428828692263725,-31.4330492322162,0.00380687250018497,0.998098374135853,0.267929255445736,-0.418698507567492,0.385504914995818,0.335786157528383,0.169447654615717,0.164117665441389
Q5JSL3,DOCK11,44,25,-0.197246746105479,0.0973284876355778,0.0427024605226138,0.164117665441389,-15.0214457043049,FALSE,number of observations (=44) <= number of random effects (=50) for term (1 + SampleCode | ID2); the random-effects parameters and the residual variance (or scale parameter) are probably unidentifiable,TRUE,FALSE,FALSE,-0.190344496816904,0.0964159835925164,0.0483589329114574,-14.7503274460013,0.542236516607119,0.76252631600433,0.310547459422873,-0.759473423294524,0.319217943532662,0.226790980385051,0.180035063489642,0.164117665441389
Q9UFN0,NIPSNAP3A,45,26,-0.111648275775058,0.0551215610570167,0.0428168787352268,0.16414907604448,0.379897286550206,FALSE,number of observations (=45) <= number of random effects (=52) for term (1 + SampleCode | ID2); the random-effects parameters and the residual variance (or scale parameter) are probably unidentifiable,TRUE,TRUE,FALSE,-0.11413338571918,0.0555376706289152,0.0398729658081509,0.45241031750906,0.145026061917708,0.930053627090767,0.0908436995520186,0.0824989443673102,0.176233480169092,0.164271188914958,0.16471586142672,0.16414907604448
P09603,CSF1,52,26,0.252764073191767,0.124966620642391,0.043108966284625,0.164859784430063,-38.0372034219992,FALSE,number of observations (=52) <= number of random effects (=52) for term (1 + SampleCode | ID2); the random-effects parameters and the residual variance (or scale parameter) are probably unidentifiable,TRUE,FALSE,FALSE,0.252115534668355,0.124947259021316,0.043614633728713,-36.8682258692178,2.33795510556271,0.310684437365184,0.413069267528131,-0.0883626193026861,0.448333700111078,0.340227687198381,0.170828186541482,0.164859784430063
P28074,PSMB5,52,26,0.333643417966339,0.165509255819515,0.0438146618872237,0.167144821273483,-46.7680049508269,FALSE,number of observations (=52) <= number of random effects (=52) for term (1 + SampleCode | ID2); the random-effects parameters and the residual variance (or scale parameter) are probably unidentifiable,TRUE,FALSE,FALSE,0.329986970590198,0.176371278257816,0.0613479817914747,-45.9261798722727,1.6836501571085,0.43092333636874,0.751553556695534,-0.857176592349766,0.594785868781162,0.34645244056789,0.205823557899764,0.167144821273483
P01700,IGLV1-47,43,24,0.58763614629784,0.292267419411666,0.0443665403227739,0.16883326305095,-70.318335949248,FALSE,number of observations (=43) <= number of random effects (=48) for term (1 + SampleCode | ID2); the random-effects parameters and the residual variance (or scale parameter) are probably unidentifiable,TRUE,TRUE,FALSE,0.66407739588335,0.302128980820723,0.0279496021944931,-67.6145980702972,5.40747575790175,0.0669547755728224,0.935225120936232,0.674981950963851,0.916289042908127,0.688703059233128,0.135033261400361,0.16883326305095
P08514,ITGA2B,52,26,-0.290079407790009,0.144522155590023,0.0447323950240518,0.169807248924226,-41.9073208617278,FALSE,number of observations (=52) <= number of random effects (=52) for term (1 + SampleCode | ID2); the random-effects parameters and the residual variance (or scale parameter) are probably unidentifiable,TRUE,FALSE,FALSE,-0.28898324417355,0.144750862907717,0.0458884311665108,-41.8139243473571,0.186793028741505,0.910832270599852,0.478393464501522,-0.72156845245109,0.51907690910687,0.394846482540438,0.176362254110097,0.169807248924226
P0DP08;A0A0C4DH41;P01825;P0DP06;P01824;P06331,IGHV4-30-4;IGHV4-34;IGHV4-38-2;IGHV4-39;IGHV4-59;IGHV4-61,52,26,0.474704458332436,0.23681282349103,0.0450105832446407,0.170001775730506,-75.6358769115283,FALSE,number of observations (=52) <= number of random effects (=52) for term (1 + SampleCode | ID2); the random-effects parameters and the residual variance (or scale parameter) are probably unidentifiable,TRUE,TRUE,FALSE,0.472517110586883,0.237244879867355,0.0464056110892254,-75.5590407702878,0.153672282480954,0.92604158119997,0.420170179585323,-0.533535202510521,0.84815871213232,0.796188767175234,0.176592781115402,0.170001775730506
P55212,CASP6,43,25,0.243462931262243,0.121456394181727,0.0450133646861656,0.170001775730506,-30.8904877072824,FALSE,number of observations (=43) <= number of random effects (=50) for term (1 + SampleCode | ID2); the random-effects parameters and the residual variance (or scale parameter) are probably unidentifiable,TRUE,TRUE,FALSE,0.246605927630411,0.117649791415938,0.0360731703713615,-30.3161055738263,1.14876426691214,0.563052652750466,0.167057388547088,-0.918224584589765,0.376161688908135,0.352314629074071,0.157649750182477,0.170001775730506
P07942,LAMB1,51,26,0.284710183023507,0.142099851226133,0.0451137398378688,0.170001775730506,-49.6699352695207,FALSE,number of observations (=51) <= number of random effects (=52) for term (1 + SampleCode | ID2); the random-effects parameters and the residual variance (or scale parameter) are probably unidentifiable,TRUE,FALSE,FALSE,0.28338696441709,0.142034713258595,0.0460216048873085,-49.6155047860385,0.1088609669644,0.947024340404025,0.238636890656665,-0.00560260490325031,0.503057556766293,0.474070163846819,0.176435184989806,0.170001775730506
Q8NBM8,PCYOX1L,48,26,-0.205889938358715,0.102886548870775,0.0453777760089946,0.170517299791322,-28.3664219032268,FALSE,number of observations (=48) <= number of random effects (=52) for term (1 + SampleCode | ID2); the random-effects parameters and the residual variance (or scale parameter) are probably unidentifiable,TRUE,TRUE,FALSE,-0.219320322177683,0.103341651258934,0.0338139050510821,-27.5435307229825,1.64578236048862,0.439160126201995,0.277661792243562,0.176445307004372,0.347003681048822,0.285371435713875,0.15301787386563,0.170517299791322
P09622,DLD,52,26,-0.176215557252131,0.0881465522312811,0.0455953449573783,0.170517299791322,-16.6528621251258,FALSE,number of observations (=52) <= number of random effects (=52) for term (1 + SampleCode | ID2); the random-effects parameters and the residual variance (or scale parameter) are probably unidentifiable,TRUE,FALSE,FALSE,-0.17547410076477,0.0880747015241122,0.0463345749946136,-16.5921940849572,0.121336080337109,0.941135607143947,0.282037873953306,-0.694144695718948,0.31655413924181,0.245511822855465,0.176592781115402,0.170517299791322
Q12797,ASPH,52,26,0.216316684577738,0.10821014070058,0.0456037412596772,0.170517299791322,-30.8803489759421,FALSE,number of observations (=52) <= number of random effects (=52) for term (1 + SampleCode | ID2); the random-effects parameters and the residual variance (or scale parameter) are probably unidentifiable,TRUE,FALSE,FALSE,0.218432121174939,0.108335493133919,0.043773181371282,-30.4369581404262,0.886781671031805,0.641856297821568,0.334401456981146,-0.225690212427551,0.388173546343071,0.308465405867891,0.170828186541482,0.170517299791322
Q92954,PRG4,52,26,0.289599414804574,0.144928158600212,0.0456920143130145,0.170517299791322,-39.8629791377374,FALSE,number of observations (=52) <= number of random effects (=52) for term (1 + SampleCode | ID2); the random-effects parameters and the residual variance (or scale parameter) are probably unidentifiable,TRUE,FALSE,FALSE,0.290867385270158,0.155209842165927,0.0609267478369672,-38.8003932748855,2.12517172570384,0.345561080443247,0.502198748402172,-0.84259543130711,0.520824169603436,0.430786574048868,0.205080229647308,0.170517299791322
P21912,SDHB,49,26,-0.289767775917186,0.145274566164689,0.0460841747256125,0.171279751116257,-36.2370481693255,FALSE,number of observations (=49) <= number of random effects (=52) for term (1 + SampleCode | ID2); the random-effects parameters and the residual variance (or scale parameter) are probably unidentifiable,TRUE,FALSE,FALSE,-0.323923143997323,0.172554379575743,0.0604874619128971,-32.963364549362,6.54736723992703,0.037866683381005,0.694991902512211,-0.97772608689812,0.506917536808686,0.355882262890518,0.204046132435428,0.171279751116257
P43304,GPD2,52,26,-0.213026910626024,0.106850969108155,0.0461867595448154,0.171279751116257,-30.812480795261,FALSE,number of observations (=52) <= number of random effects (=52) for term (1 + SampleCode | ID2); the random-effects parameters and the residual variance (or scale parameter) are probably unidentifiable,TRUE,TRUE,FALSE,-0.211897473193731,0.106840067080209,0.0473322909230271,-29.5679473945668,2.48906680138839,0.288075292508007,0.22876840472749,-0.999998981927434,0.383217823434239,0.34761387421532,0.178463030599104,0.171279751116257
Q16706,MAN2A1,49,25,0.254250500941789,0.127552725350476,0.0462289036993393,0.171279751116257,-30.461501176128,FALSE,number of observations (=49) <= number of random effects (=50) for term (1 + SampleCode | ID2); the random-effects parameters and the residual variance (or scale parameter) are probably unidentifiable,TRUE,FALSE,FALSE,0.254448411830792,0.127183906427943,0.0454318769463905,-30.3422036969197,0.238594958416726,0.887543735679084,0.454270952910132,-0.61639062146011,0.445999854943141,0.308217268304605,0.176030296344202,0.171279751116257
