Protein.Group,Genes,n_obs,n_ID,est_ri,se_ri,p_ri,q_ri,logLik_ri,rs_default_ok,rs_error,rs_fitted,rs_converged,rs_singular,est_rs,se_rs,p_rs,logLik_rs,LRT_chisq,LRT_p,sd_slope,cor_int_slope,sigma_ri,sigma_rs,q_rs,q_ri_sub
Q14392,LRRC32,45,25,-0.293776143953075,0.0722487994059745,4.77913889168989e-05,0.0055883506230472,-13.250833668189,FALSE,number of observations (=45) <= number of random effects (=50) for term (1 + SampleCode | ID2); the random-effects parameters and the residual variance (or scale parameter) are probably unidentifiable,TRUE,TRUE,FALSE,-0.294036579914084,0.0725640525343171,5.07606093719929e-05,-13.1746715330509,0.152324270276349,0.926665949266992,0.102901680330007,0.13615000300494,0.233135349131325,0.221639849093885,0.00525182406395716,0.0055883506230472
Q07507,DPT,48,26,0.920456628801519,0.227047468642543,5.03433444702731e-05,0.0055883506230472,-62.7367809319282,FALSE,number of observations (=48) <= number of random effects (=52) for term (1 + SampleCode | ID2); the random-effects parameters and the residual variance (or scale parameter) are probably unidentifiable,TRUE,FALSE,FALSE,0.921634557966327,0.227085894161951,4.93829217803688e-05,-62.6800777585319,0.113406346792715,0.94487449163229,0.553570602764701,-0.569863085725098,0.774727291908561,0.668811249966166,0.00525182406395716,0.0055883506230472
Q9H7D0,DOCK5,47,26,-0.282359031496154,0.0700253688850623,5.52479309347795e-05,0.0055883506230472,-9.76342505777116,FALSE,number of observations (=47) <= number of random effects (=52) for term (1 + SampleCode | ID2); the random-effects parameters and the residual variance (or scale parameter) are probably unidentifiable,TRUE,FALSE,FALSE,-0.275649926237865,0.0696124447538177,7.50190223711887e-05,-9.25344229543883,1.01996552466466,0.600505930044707,0.111437759983596,-0.958514206037873,0.232198355116438,0.220012287522134,0.00525182406395716,0.0055883506230472
Q6P4E1,GOLM2,45,26,0.641711068547642,0.159447659846049,5.7075255313566e-05,0.0055883506230472,-38.5241719055797,FALSE,number of observations (=45) <= number of random effects (=52) for term (1 + SampleCode | ID2); the random-effects parameters and the residual variance (or scale parameter) are probably unidentifiable,TRUE,TRUE,FALSE,0.644015558896501,0.159816133592173,5.58414146362751e-05,-34.0939982667033,8.86034727775274,0.0119124210337936,0.61721082255682,-0.0280080407072389,0.52839242478438,0.309474799424109,0.00525182406395716,0.0055883506230472
P56134,ATP5MF,52,26,-0.672572962624956,0.16717728161139,5.74341159256385e-05,0.0055883506230472,-47.5432013075071,FALSE,number of observations (=52) <= number of random effects (=52) for term (1 + SampleCode | ID2); the random-effects parameters and the residual variance (or scale parameter) are probably unidentifiable,TRUE,FALSE,FALSE,-0.674324623840335,0.166985968240765,5.3860327485689e-05,-45.8020994580425,3.48220369892933,0.175327110065641,0.510985393589269,0.0573641691658963,0.600743959251844,0.479330282459397,0.00525182406395716,0.0055883506230472
P50402,EMD,52,26,-0.359141529655189,0.0896670577120983,6.19444810143622e-05,0.0055883506230472,-22.5977925671879,FALSE,number of observations (=52) <= number of random effects (=52) for term (1 + SampleCode | ID2); the random-effects parameters and the residual variance (or scale parameter) are probably unidentifiable,TRUE,FALSE,FALSE,-0.360621718983614,0.08952764258503,5.62416563229898e-05,-21.7510241284199,1.69353687753605,0.42879838362323,0.28023181718858,-0.0634609026838991,0.321480768619017,0.252601110470797,0.00525182406395716,0.0055883506230472
Q9NS62,THSD1,46,25,0.698845780252937,0.175044203899979,6.54090213558975e-05,0.0055883506230472,-52.1339243097313,FALSE,number of observations (=46) <= number of random effects (=50) for term (1 + SampleCode | ID2); the random-effects parameters and the residual variance (or scale parameter) are probably unidentifiable,TRUE,TRUE,FALSE,0.724901015676848,0.181008755863376,6.20741075918989e-05,-50.1614170444444,3.94501453057376,0.139107638853672,0.593642249853045,0.503582819961608,0.574070947288992,0.417591869190533,0.00525182406395716,0.0055883506230472
O60313,OPA1,50,26,-0.232194254707463,0.0581605912610677,6.54368152222182e-05,0.0055883506230472,-12.7799956182167,FALSE,number of observations (=50) <= number of random effects (=52) for term (1 + SampleCode | ID2); the random-effects parameters and the residual variance (or scale parameter) are probably unidentifiable,TRUE,FALSE,FALSE,-0.232003349763463,0.0582794771540604,6.86618720199625e-05,-12.2758695089259,1.00825221858155,0.604033203853583,0.0698472734145484,-0.951932394817721,0.200590648120512,0.196480764434542,0.00525182406395716,0.0055883506230472
Q14697,GANAB,52,26,-0.160728012361175,0.0403803075337076,6.88120455406172e-05,0.0055883506230472,6.63146765665259,FALSE,number of observations (=52) <= number of random effects (=52) for term (1 + SampleCode | ID2); the random-effects parameters and the residual variance (or scale parameter) are probably unidentifiable,TRUE,FALSE,FALSE,-0.160762378740696,0.0403766558863353,6.84622872728699e-05,6.64865293580797,0.0343705583107763,0.982961545477211,0.061610081888669,-0.0201179635638304,0.143845932785553,0.137070998206902,0.00525182406395716,0.0055883506230472
P26022,PTX3,51,26,0.474060538455654,0.119776034371434,7.56143148327916e-05,0.0055883506230472,-45.8922394205872,FALSE,number of observations (=51) <= number of random effects (=52) for term (1 + SampleCode | ID2); the random-effects parameters and the residual variance (or scale parameter) are probably unidentifiable,TRUE,FALSE,FALSE,0.473820485298223,0.119852836661357,7.70638471963221e-05,-45.7350528782973,0.314373084579756,0.854544635235467,0.314692087256827,-0.0592203802618584,0.421562789400071,0.357507024389424,0.00525182406395716,0.0055883506230472
P48444,ARCN1,51,26,-0.273711516101348,0.0693307353478214,7.88363687027385e-05,0.0055883506230472,-12.2210388992607,FALSE,number of observations (=51) <= number of random effects (=52) for term (1 + SampleCode | ID2); the random-effects parameters and the residual variance (or scale parameter) are probably unidentifiable,TRUE,FALSE,FALSE,-0.273473695360612,0.0692504080293437,7.84602047167603e-05,-12.1648160232738,0.112445751973834,0.945328421404788,0.0998403788077354,-0.483504913470775,0.245206920153835,0.234785911478819,0.00525182406395716,0.0055883506230472
Q9BXN1,ASPN,52,26,0.493601415477774,0.125099333868477,7.95752192278566e-05,0.0055883506230472,-38.2610781140967,FALSE,number of observations (=52) <= number of random effects (=52) for term (1 + SampleCode | ID2); the random-effects parameters and the residual variance (or scale parameter) are probably unidentifiable,TRUE,FALSE,FALSE,0.493001392970203,0.125136614188304,8.15817330323443e-05,-38.11412000644,0.293916215313516,0.863330143581478,0.343942970374703,-0.655678230273287,0.448783838241686,0.377387042774691,0.00525182406395716,0.0055883506230472
P09668,CTSH,40,23,0.735011181976525,0.186791071892027,8.32183703630636e-05,0.0055901035743884,-39.7738899299091,FALSE,number of observations (=40) <= number of random effects (=46) for term (1 + SampleCode | ID2); the random-effects parameters and the residual variance (or scale parameter) are probably unidentifiable,TRUE,TRUE,FALSE,0.737377636232206,0.18658951950685,7.75426698981223e-05,-39.7351630865848,0.0774536866485107,0.962013453656547,0.374495970559204,-0.545371784481446,0.560541376398495,0.493712122721694,0.00525182406395716,0.0055901035743884
Q9Y6Z7,COLEC10,52,26,0.871243906168311,0.222284373306845,8.8732356145949e-05,0.00571214542689547,-64.116746172432,FALSE,number of observations (=52) <= number of random effects (=52) for term (1 + SampleCode | ID2); the random-effects parameters and the residual variance (or scale parameter) are probably unidentifiable,TRUE,TRUE,FALSE,0.882203791443193,0.220160219686791,6.14691076755981e-05,-59.4586019620082,9.31628842084757,0.00948404647508252,0.805939859548941,-0.99807852159899,0.798412055854099,0.549567570439078,0.00525182406395716,0.00571214542689547
P55285,CDH6,51,26,0.633058487160948,0.163276650584474,0.000105659493017768,0.00648137914431768,-52.1930782878387,FALSE,number of observations (=51) <= number of random effects (=52) for term (1 + SampleCode | ID2); the random-effects parameters and the residual variance (or scale parameter) are probably unidentifiable,TRUE,TRUE,FALSE,0.633106759192234,0.164040152588814,0.000113636857631891,-51.9682865256425,0.449583524392523,0.798682517337246,0.371604214353084,-0.694638073167357,0.579073147359285,0.520463745131394,0.00651257971488214,0.00648137914431768
O95810,CAVIN2,52,26,-0.359201676051702,0.0928783371966095,0.000109982519935627,0.00648137914431768,-27.8281337876035,FALSE,number of observations (=52) <= number of random effects (=52) for term (1 + SampleCode | ID2); the random-effects parameters and the residual variance (or scale parameter) are probably unidentifiable,TRUE,TRUE,FALSE,-0.362043579800505,0.0923153094104906,8.78844015547896e-05,-26.4775204981013,2.70122657900443,0.259081320058764,0.296002747906331,0.140413163558193,0.332520529795502,0.2559397762946,0.005431256016086,0.00648137914431768
Q9NR99,MXRA5,51,26,0.595791877991551,0.154339864165445,0.000113266819997785,0.00648137914431768,-44.9854001442654,FALSE,number of observations (=51) <= number of random effects (=52) for term (1 + SampleCode | ID2); the random-effects parameters and the residual variance (or scale parameter) are probably unidentifiable,TRUE,FALSE,FALSE,0.601156666055648,0.156023636600119,0.000116686741236808,-44.5826472353946,0.805505817741604,0.668477253718091,0.410848213690436,-0.194593563811705,0.546892790582948,0.469339701201437,0.00651257971488214,0.00648137914431768
Q9HBW9,ADGRL4,46,26,0.488297427743311,0.128222333281754,0.000139977014266929,0.00746091807814948,-32.37942145975,FALSE,number of observations (=46) <= number of random effects (=52) for term (1 + SampleCode | ID2); the random-effects parameters and the residual variance (or scale parameter) are probably unidentifiable,TRUE,TRUE,FALSE,0.491861549702331,0.128145951233412,0.000123893216226089,-32.1900032707654,0.378836377969179,0.827440407868444,0.298533275247768,-0.677247676694016,0.426529227235319,0.370345804313138,0.00660051789894165,0.00746091807814948
Q15833,STXBP2,52,26,-0.270492844996221,0.0710310671353603,0.000140043122502482,0.00746091807814948,-19.513871403545,FALSE,number of observations (=52) <= number of random effects (=52) for term (1 + SampleCode | ID2); the random-effects parameters and the residual variance (or scale parameter) are probably unidentifiable,TRUE,FALSE,FALSE,-0.270250154012195,0.0710559301215678,0.000142755834572246,-19.5078890866266,0.0119646338368185,0.994035541510108,0.0875167770889769,-0.245927385808028,0.253550246010872,0.245984188914378,0.00735192548047066,0.00746091807814948
