Protein.Group,Genes,Estimate,SE,p,n_ID,q
Q13459,MYO9B,-0.0662790892621287,0.0647744731582073,0.30619980427959,25,0.500083189864658
Q86UP2,KTN1,-0.057945379011066,0.0568055856744605,0.307697724274433,26,0.501998927142554
O14744,PRMT5,0.112039134045676,0.110009544435533,0.308464524347276,26,0.502331864458969
O15357,INPPL1,-0.0771826085760318,0.0758176606500627,0.308676514205018,25,0.502331864458969
Q16698,DECR1,-0.218350746543166,0.214754066439176,0.309273371544482,25,0.502331864458969
O14974,PPP1R12A,-0.0640684672457145,0.0630260248861281,0.309372370712462,26,0.502331864458969
O75298,RTN2,-0.171404365204149,0.168669548278806,0.309527465996724,26,0.502331864458969
Q99613;B5ME19,EIF3C;EIF3CL,0.117210421157979,0.115765957507383,0.31130982451387,26,0.504694311515141
P10321,HLA-C,0.244859940993157,0.242061563262175,0.311748190778387,22,0.504875214625375
Q96IX5,ATP5MK,-0.143732461129037,0.14224815314064,0.312287099714369,25,0.505218396920104
P01591,JCHAIN,0.466079210383251,0.462121979028331,0.313184175573372,26,0.505670781741117
Q9Y2L6,FRMD4B,-0.0825184583077154,0.0818241182485797,0.313221319175566,26,0.505670781741117
P78417,GSTO1,0.101145196947267,0.100553599673955,0.314471661287295,26,0.506489604857908
Q9H479,FN3K,-0.125925947738221,0.125213945045008,0.314566500678391,26,0.506489604857908
O00592,PODXL,0.299969982556278,0.298500842453417,0.31493454077478,23,0.506489604857908
O15126,SCAMP1,-0.0854988599884144,0.0851238980641635,0.315183491044042,26,0.506489604857908
O75955,FLOT1,-0.0979228118726487,0.0975304690283628,0.315367637458452,26,0.506489604857908
P02765,AHSG,0.319932236310397,0.319048140111122,0.31597134318437,26,0.506577674863857
Q9ULC5,ACSL5,0.125523520123998,0.125241917031173,0.316223601802604,26,0.506577674863857
P12236,SLC25A6,-0.152805673777512,0.152520377642661,0.316406120546034,26,0.506577674863857
Q9HBL0,TNS1,-0.0810797210266073,0.0815902121707433,0.32034789032592,26,0.512190745086057
Q6UXB8,PI16,0.113465100050679,0.114307597852032,0.320890516000806,26,0.512190745086057
P20340,RAB6A,-0.168523600815998,0.169780547697773,0.320906563911523,26,0.512190745086057
Q14BN4,SLMAP,0.102964781462402,0.104031527051166,0.322298314585402,26,0.51343474645371
Q15276,RABEP1,-0.0843644506543294,0.0853236847635553,0.322781702663641,25,0.51343474645371
P01718,IGLV3-27,0.216543197187358,0.219070557117283,0.322925818955999,26,0.51343474645371
O75592,MYCBP2,-0.0950232542811393,0.0961500782846669,0.323015257963111,24,0.51343474645371
P00367,GLUD1,-0.0846600146366625,0.0858402399097912,0.324010002998961,26,0.514486592634527
P05543,SERPINA7,0.25464013108992,0.258898673317995,0.325336171826857,26,0.516061997405025
Q05209,PTPN12,-0.0673209958969029,0.0687706437556234,0.327619241174541,26,0.518721856191716
P61019,RAB2A,-0.0997294266203376,0.10189067941636,0.327684486500398,25,0.518721856191716
P02675,FGB,-0.0932557705646312,0.0953977037327984,0.328298258121812,26,0.518737873262761
Q6DD88,ATL3,-0.114590638441667,0.11728660573835,0.328562294781385,26,0.518737873262761
P52597,HNRNPF,-0.127168453435757,0.130203923639435,0.328724232401065,26,0.518737873262761
P51809,VAMP7,-0.0782368025366948,0.0801562085928799,0.329037615402916,26,0.518737873262761
Q8WWI5,SLC44A1,-0.087261304582585,0.0897713975054873,0.331031118497482,26,0.520035096726105
O15144,ARPC2,-0.0385044335563326,0.0396179320375165,0.331103245889109,26,0.520035096726105
P19404,NDUFV2,-0.212652394537777,0.218815592318159,0.331133224240328,25,0.520035096726105
Q9NT62,ATG3,0.205711970599751,0.211706235930056,0.331206818885752,26,0.520035096726105
P55056,APOC4,0.129279013863676,0.133301307804559,0.332133456110187,26,0.520583177169374
P19784,CSNK2A2,-0.110484232851631,0.114012438957239,0.332518147283543,26,0.520583177169374
P60709;P63261,ACTB;ACTG1,-0.104944657242694,0.108367904998029,0.332839212502933,26,0.520583177169374
P28288,ABCD3,0.151430971758971,0.156499956183338,0.333239024215415,26,0.520583177169374
O14920,IKBKB,-0.147612626472959,0.152554300468218,0.333240622796447,25,0.520583177169374
Q9H4M9,EHD1,0.0920318428619407,0.0953885285999064,0.334639794137596,26,0.522074825374616
O75821,EIF3G,0.192121168564837,0.199223821692504,0.334871295758087,24,0.522074825374616
O95822,MLYCD,-0.145844185127559,0.152238359366197,0.338063298940869,24,0.526058404504897
P04275,VWF,-0.21638127778472,0.225948971104917,0.338236496598656,26,0.526058404504897
Q00013,MPP1,-0.0909334169909257,0.0949957751185373,0.338447931441986,26,0.526058404504897
P00748,F12,0.273816305606983,0.286677130715046,0.339507765673421,26,0.527175374839633
Q6ZU35,CRACD,-0.105493138951078,0.110764922922249,0.340891292693673,26,0.528515320427746
O75563,SKAP2,-0.0889093119696316,0.0933839889449599,0.34105487020483,26,0.528515320427746
P61224,RAP1B,-0.217801088785098,0.229317844302986,0.342224966428441,26,0.529797167466875
P07384,CAPN1,-0.0595368922885275,0.0627955517678316,0.343075065379181,26,0.530581557568403
P27797,CALR,0.0845991080388498,0.0894617708723627,0.344329502948671,26,0.531785244397496
Q86UE4,MTDH,-0.0934657228933397,0.0988815219917625,0.344541766758507,26,0.531785244397496
P13598,ICAM2,0.180331856150104,0.191036175657017,0.345186483831628,26,0.53206226016848
P61106,RAB14,-0.10423761174356,0.110513300932755,0.345571828138837,26,0.53206226016848
Q86UN3,RTN4RL2,0.116584267942083,0.123650082723884,0.345754374892656,26,0.53206226016848
P63241;Q6IS14;Q9GZV4,EIF5A;EIF5A2;EIF5AL1,-0.243350333066168,0.25881066336521,0.347082193354387,26,0.533188951455075
O14618,CCS,-0.11390986953962,0.121257202426083,0.347521800174722,26,0.533188951455075
Q969T9,WBP2,0.142465779869748,0.151658315321167,0.347532321914435,25,0.533188951455075
P00505,GOT2,-0.134652885344601,0.143440828947196,0.347866966386223,25,0.533188951455075
Q14315,FLNC,-0.235437940768346,0.251750062240948,0.349682613525714,26,0.535440671850572
Q9NV96,TMEM30A,-0.0663664811300051,0.0710163215830174,0.350033486044905,26,0.535447263306315
Q14112,NID2,-0.0814811505516405,0.0875717603821984,0.352138104678745,26,0.538133898841405
P26038,MSN,0.120525617554407,0.130192252690649,0.354575359464523,26,0.541148534780859
P23284,PPIB,0.158739920593804,0.171555593865167,0.35481130468156,26,0.541148534780859
O75964,ATP5MG,-0.124226992257459,0.135786942833452,0.360261459089225,26,0.548919087073819
Q99598,TSNAX,-0.132233645388798,0.144783888259097,0.361075630020312,25,0.549617584612199
Q06323,PSME1,-0.0731639657434363,0.0802966007666933,0.362205073299661,26,0.550626613621204
P17980,PSMC3,-0.0893921487933598,0.0982102871538536,0.362710894533477,26,0.550626613621204
O00560,SDCBP,0.093223283518565,0.102497811396395,0.363078412673222,24,0.550626613621204
P02549,SPTA1,0.146410679631462,0.161005419544322,0.363164090148872,26,0.550626613621204
Q9UHY1,NRBP1,0.0807258420623376,0.0888936902500059,0.363816583464948,26,0.550812055804467
O95866,MPIG6B,0.264296249951118,0.291148715078893,0.36399942328567,26,0.550812055804467
Q8TC07,TBC1D15,-0.111482226333519,0.123289994013105,0.365874680965214,26,0.552369353990151
P05452,CLEC3B,0.263050357373975,0.291154475531736,0.36627463861762,26,0.552369353990151
Q9H3U1,UNC45A,-0.054963414893482,0.060847638616247,0.366368938179947,26,0.552369353990151
Q08380,LGALS3BP,0.0904869186371719,0.10019634512509,0.36647494601642,26,0.552369353990151
P08670,VIM,0.156130630680553,0.173006893684604,0.366816153523557,26,0.552369353990151
P42229,STAT5A,-0.0486214043223788,0.0540208919275352,0.368094622494532,26,0.553271112250347
P11142,HSPA8,-0.0885856700538923,0.0984307723965305,0.36813119960735,26,0.553271112250347
A2RUS2,DENND3,-0.06313615557275,0.0703575976094446,0.36952638114198,26,0.554828239907054
Q96HC4,PDLIM5,-0.0717408197002171,0.0801573430517965,0.370787103523011,26,0.555616961783027
Q9P2J5,LARS1,-0.0871033698656374,0.0973514420749004,0.370930811018903,25,0.555616961783027
Q9UNW1,MINPP1,0.177641279721513,0.198624426966695,0.371130553113323,26,0.555616961783027
Q96A26,FAM162A,-0.112548533086568,0.125986850521012,0.371677502734795,26,0.555897136229679
Q14126,DSG2,0.120523165616003,0.135142104385642,0.372486507954766,26,0.556109194095639
P46379,BAG6,-0.0722870851522865,0.081098385515907,0.372741173229769,26,0.556109194095639
Q9NYU2,UGGT1,-0.040312939356284,0.0452417556493934,0.372899110086137,26,0.556109194095639
Q9Y3P9,RABGAP1,-0.0752017610845614,0.0845317229701649,0.373665835081306,25,0.5567152509167
P07814,EPRS1,-0.0582711442524823,0.066108240888122,0.378074016173745,25,0.562666407715734
Q9NVK5,FGFR1OP2,0.0686830383007641,0.0779788875748317,0.378431396655676,24,0.562666407715734
P14406,COX7A2,-0.153183602123545,0.174050721179753,0.378800276622839,26,0.562666407715734
P16671,CD36,-0.088927689637603,0.101108830787004,0.379116977625941,26,0.562666407715734
Q9HBB8,CDHR5,0.172098674841863,0.1959177813246,0.379714235974082,25,0.563011990959652
Q68D51,DENND2C,0.0496503603987396,0.056680980769271,0.381050930821772,25,0.564452241725443
Q15019,SEPTIN2,-0.0633062970589993,0.0723576519263173,0.381623901710275,26,0.564759509714918
O14880,MGST3,0.104958749252081,0.121018953604473,0.385782134199586,26,0.57036688740513
Q00341,HDLBP,-0.0660757273150561,0.0763531806564736,0.386821546221177,26,0.571356872764549
P11586,MTHFD1,-0.0515402409053044,0.05976926914339,0.388511406327422,26,0.573304797302642
Q96AG4,LRRC59,-0.201225462236158,0.234162351128455,0.390152049306078,26,0.574469824242469
P27169,PON1,0.10980634227285,0.127852337075743,0.390421713119287,26,0.574469824242469
P60953,CDC42,-0.0944647895215549,0.11002296231953,0.390565882782748,26,0.574469824242469
Q96E17,RAB3C,-0.107275870691511,0.125021830548764,0.390860928581621,25,0.574469824242469
P04003,C4BPA,0.0826613661708419,0.0963963488252871,0.391160035665422,26,0.574469824242469
P02750,LRG1,0.282806885476844,0.330495844923284,0.392161076825923,26,0.575393032949717
P56377,AP1S2,-0.17454509163333,0.204153968633255,0.392568913847563,26,0.575444944871428
O60613,SELENOF,-0.0919951939398945,0.108123313152283,0.39486052916165,25,0.578255466876539
Q9NRL3,STRN4,-0.0832555761773066,0.0981318619740971,0.39621238064878,25,0.579685727369664
Q8NE71,ABCF1,-0.0861058887397474,0.101706872154704,0.397213449854505,24,0.580600548746651
P25311,AZGP1,0.188438830130132,0.223376974668449,0.398897933439571,26,0.582511632480281
Q8TDZ2,MICAL1,-0.0723897686172356,0.0861495052347303,0.400751006696309,26,0.584665066426626
Q9Y2A7,NCKAP1,-0.0827036887617173,0.0989036200393357,0.40303965903179,26,0.587375534882379
Q93034,CUL5,-0.107682487661393,0.128896772132535,0.403483254069315,25,0.587375534882379
Q99747,NAPG,-0.0684080483418033,0.0819313286236541,0.403749396792936,26,0.587375534882379
P27708,CAD,-0.0811872816260062,0.0975264761530543,0.405147083395804,26,0.588198643974019
Q63ZY3,KANK2,-0.143516429117333,0.172416521078689,0.40519329185895,24,0.588198643974019
P60900,PSMA6,0.115017490005757,0.138329169979961,0.405704351899352,25,0.588198643974019
P31146,CORO1A,0.133069211453019,0.160192482163617,0.406152592095006,26,0.588198643974019
P84095,RHOG,0.107430850400407,0.129346524538745,0.406218739883676,26,0.588198643974019
P0DMM9;P0DMN0,SULT1A3;SULT1A4,0.0715164465657426,0.0866376645756514,0.409107077014005,26,0.591671366614166
Q15366,PCBP2,-0.0982945708681576,0.119147829434981,0.409382971463135,25,0.591671366614166
Q7Z7H5,TMED4,0.162154889721504,0.196850476732183,0.410083616417682,26,0.592130081649831
P01889,HLA-B,0.114029993931417,0.138905030255313,0.411691524426207,26,0.593896736917357
P01714,IGLV3-19,0.226215355262098,0.276917722839557,0.413982961914361,25,0.59664522029635
P01876,IGHA1,0.0532703292654196,0.0653751794812081,0.415163743507095,26,0.59753738406127
O76074,PDE5A,-0.0719930242018388,0.0884540969230206,0.415700720439297,26,0.59753738406127
Q13033,STRN3,-0.0688660644247068,0.0846233306777242,0.415762257518359,26,0.59753738406127
Q92882,OSTF1,-0.0932479843342141,0.115140475958329,0.418019053713055,26,0.599640741421988
Q15370,ELOB,-0.173770891684846,0.214721546880636,0.418351327012919,24,0.599640741421988
Q86YW5,TREML1,-0.243483277792026,0.300887349378205,0.418390109548804,26,0.599640741421988
Q9BSJ8,ESYT1,-0.110990236441105,0.137294847229078,0.418855816937686,26,0.599751841676297
Q96RT1,ERBIN,-0.0788023758183262,0.0976526706652012,0.419686126343695,26,0.599788078750442
P12074,COX6A1,0.0862203196654829,0.106932138018287,0.420064840445612,25,0.599788078750442
Q9UIJ7,AK3,-0.0940602442308439,0.116712344886398,0.42029178850835,25,0.599788078750442
Q9UPU5,USP24,-0.0531377388229612,0.0659548360980129,0.420433973648368,26,0.599788078750442
P98172,EFNB1,-0.0760467125379322,0.0947574254892903,0.422240121110622,24,0.601713895511234
P28331,NDUFS1,-0.0706208075439802,0.0880577440434507,0.422562832770025,26,0.601713895511234
Q8WXF7,ATL1,-0.0748115767611077,0.093420405139806,0.423244238887131,26,0.602129234880864
Q8NCA5,FAM98A,-0.123127994519387,0.155375505325534,0.428095801608061,24,0.608471033564355
P30048,PRDX3,0.10164085380726,0.128632098249727,0.429430179087099,26,0.609806642177911
Q9BT78,COPS4,0.054329996294747,0.0689319018686401,0.430597790335539,26,0.610903201164746
Q9Y450,HBS1L,-0.0915081774341704,0.116570833887059,0.432453202270898,26,0.612972658264713
P02766,TTR,-0.0458822913177148,0.0587961899466875,0.435178039201199,26,0.616269542223512
Q13162,PRDX4,-0.160270007593929,0.206114005825464,0.436817001710064,26,0.618024054617261
Q8IY22,CMIP,0.0699591913109905,0.0901117924309007,0.437536454565448,26,0.618162006784789
Q93052,LPP,-0.0766198851847372,0.0987295807061607,0.437714715483857,26,0.618162006784789
P49720,PSMB3,0.11656849689988,0.150865071278315,0.439719344624257,26,0.620425924606829
P15498,VAV1,-0.0722684212698539,0.0938933769570986,0.441486154379943,26,0.622350463975375
Q6WCQ1,MPRIP,0.0602813874211396,0.0785867702937767,0.443041156905822,26,0.62374920137828
O43306,ADCY6,-0.0786952241230175,0.10289471880715,0.444382873413909,26,0.62374920137828
Q16401,PSMD5,-0.0578439560877452,0.0756629607260996,0.444572307879157,26,0.62374920137828
O15269,SPTLC1,-0.0875473881137353,0.11455192058703,0.444712643505554,25,0.62374920137828
O14672,ADAM10,-0.134667127197364,0.176212590173902,0.444729585112352,26,0.62374920137828
O95168,NDUFB4,-0.0685580497291272,0.0897422667774325,0.444900724866579,25,0.62374920137828
Q96BM9,ARL8A,-0.0816788471322824,0.107378625221346,0.446858936670946,26,0.625926615735822
P35908,KRT2,-0.253991675670714,0.334477427749904,0.447632056397572,24,0.62644160066508
P00488,F13A1,-0.0736590728227216,0.0971208333357515,0.448195334265449,26,0.626662254696939
P51812,RPS6KA3,-0.058593513431438,0.0776077629715786,0.450251669736512,26,0.628706084709385
Q96A65,EXOC4,-0.0494075313355231,0.0654725165758401,0.450470961665559,26,0.628706084709385
P05165,PCCA,-0.0655131482473701,0.0869154882646647,0.450995213568495,25,0.628869679569787
Q04917,YWHAH,-0.0940996900450371,0.12501477269258,0.451625062476895,26,0.629180091548064
P01042,KNG1,0.0467316653740966,0.062166814888083,0.452223066587353,26,0.629445619709424
Q9Y394,DHRS7,0.0857311526162153,0.114327693015049,0.45333171112819,26,0.629642132752917
Q02487,DSC2,0.153520183160016,0.204836173753895,0.453569220458113,26,0.629642132752917
Q99426,TBCB,-0.101363917890611,0.135402388094157,0.454090806350296,25,0.629642132752917
Q99471,PFDN5,0.100696373236146,0.134613536603213,0.454435747097486,26,0.629642132752917
Q8IUI8,CRLF3,0.0976616581084443,0.130690475893948,0.454897890586564,25,0.629642132752917
Q5JSH3,WDR44,0.0775741273402158,0.10383937717645,0.455028028516262,26,0.629642132752917
O15400,STX7,0.0869704599887082,0.116465946253706,0.455216998242724,26,0.629642132752917
P42858,HTT,-0.0546373995723759,0.0735200642124309,0.457382934640862,26,0.632072123452712
P20674,COX5A,-0.0688125652792084,0.0935333268693333,0.461912660346531,26,0.637761447931537
Q13546,RIPK1,-0.0909418952819281,0.12461143075539,0.465510123381267,24,0.642154589842909
O00203,AP3B1,0.0692452850941534,0.0949812906790271,0.465976390201379,26,0.642224373649537
P0CG47;P0CG48;P62979;P62987,RPS27A;UBA52;UBB;UBC,-0.128093641077383,0.176463085352011,0.467903247078758,26,0.644305273383851
P48740,MASP1,0.0686861674611098,0.0947445666751396,0.468475622061363,26,0.644518999185045
P35858,IGFALS,0.102127677237918,0.141749333522746,0.471228999567286,26,0.647730252963929
P25787,PSMA2,0.0859493067988135,0.119556115584104,0.472200395992134,26,0.648488543829197
A0FGR8,ESYT2,-0.0544002318202877,0.0762409574432412,0.475517681916794,26,0.652464314885832
Q9P2E9,RRBP1,-0.0605592971169797,0.0850684160244283,0.476533314099269,25,0.653277702114792
P07948,LYN,-0.0660384545227229,0.0928998552181945,0.477173240544356,26,0.653575050213679
P49755,TMED10,-0.102494384147057,0.144414688540601,0.477876106200003,26,0.653958001841456
Q8WXE9,STON2,0.0755990913071607,0.106737028015091,0.478774948086591,25,0.654608225481224
P38606,ATP6V1A,-0.0519883536051563,0.073528685642052,0.479536281710808,25,0.655069456448451
Q8NFH8,REPS2,0.0831353190179122,0.117998803566491,0.481094217330885,25,0.655941854229588
P14868,DARS1,-0.0518277303909416,0.0735711198919603,0.481147881226562,25,0.655941854229588
Q16539,MAPK14,0.0816642268367285,0.116004505616336,0.481448584269484,26,0.655941854229588
O00159,MYO1C,-0.0633109277004367,0.0900458969887098,0.48199580220793,26,0.656108823269825
P67812,SEC11A,-0.0890218066893068,0.127085199504208,0.483621862462854,24,0.657220698080723
P62873;P62879,GNB1;GNB2,0.144410355858616,0.206176018589956,0.4836633875196,26,0.657220698080723
Q9H3N1,TMX1,0.101250486147227,0.145140499657933,0.485425340444276,26,0.659035282061869
Q93050,ATP6V0A1,-0.0565049204286307,0.081124211403015,0.486101039627494,26,0.659373227589533
P13796,LCP1,0.0780354898541721,0.112536238110744,0.488042604902284,26,0.661426161907043
Q5VZK9,CARMIL1,-0.0817855007794385,0.118641558436643,0.490603345222675,24,0.664313907422466
Q14258,TRIM25,-0.0574491452606046,0.0835021621357816,0.491455362738426,26,0.664341656827006
Q71U36,TUBA1A,0.165165948419166,0.240083989221553,0.491483827672018,26,0.664341656827006
P45974,USP5,-0.0702356241484317,0.102431496209706,0.492912484023336,26,0.665034262264058
Q01518,CAP1,0.0535501674405298,0.0781271611608918,0.493076919373772,26,0.665034262264058
Q15057,ACAP2,0.0980436478619199,0.14311074904017,0.493287549873534,26,0.665034262264058
P11177,PDHB,-0.0614380559279749,0.089892731674672,0.494316431678655,26,0.665081518457681
P35606,COPB2,-0.038522921108772,0.0563682207773763,0.494344268780795,26,0.665081518457681
P53814,SMTN,-0.0806582554530805,0.118176913691923,0.494909407364822,26,0.665081518457681
P13611,VCAN,0.185773420158008,0.272272259634481,0.495044495939374,25,0.665081518457681
P02545,LMNA,-0.0583966419388654,0.0858226536763557,0.496229769570665,25,0.66609469503621
P68400;Q8NEV1,CSNK2A1;CSNK2A3,-0.0695199422604664,0.102478841055903,0.497528646093355,26,0.667258470672078
P02671,FGA,-0.0489466712669895,0.0722636836536158,0.498193875824689,26,0.667259044811864
O00264,PGRMC1,-0.0989230358151875,0.146115237277902,0.498392839943619,26,0.667259044811864
P24539,ATP5PB,-0.0976718827255163,0.145316034330061,0.501498238502613,26,0.670713407112154
P0C7P3,SLFN14,-0.0517403385636365,0.077040922330668,0.501841228881327,26,0.670713407112154
P31946,YWHAB,-0.0888222434189762,0.132671111827816,0.503181704244324,26,0.671923710507762
Q9NS28,RGS18,0.0888598705250366,0.133126707534247,0.50446339441092,26,0.673053492543066
P32004,L1CAM,0.0797767525000906,0.120569750578172,0.50818610778812,26,0.676902598048121
Q9P260,RELCH,-0.0417009844562033,0.0630300622316243,0.508224604359754,26,0.676902598048121
Q9UJU6,DBNL,-0.0873433410079102,0.132176173133314,0.508734149352435,26,0.676997640611121
O43865,AHCYL1,-0.0616172805754604,0.0939053157008061,0.511718657133382,26,0.680383240336554
P07951,TPM2,-0.127639753555464,0.194885367022149,0.512501326210908,26,0.680837961303399
Q92823,NRCAM,0.123006769174248,0.188243432854953,0.513469301883537,23,0.681218222966185
P61073,CXCR4,-0.115200473203131,0.176434333010614,0.513797007284721,26,0.681218222966185
O60610,DIAPH1,-0.0495126371447157,0.0758871439057046,0.514110322316228,26,0.681218222966185
Q7Z2W4,ZC3HAV1,-0.0464482198991627,0.0713656449475082,0.515144316436159,26,0.682003400937331
P01619,IGKV3-20,0.114884970577373,0.176924288749379,0.516115155986529,26,0.682703695204784
P32119,PRDX2,0.129189873698169,0.199405745731913,0.517066203160035,25,0.682873545267904
Q13637,RAB32,0.0705358953695092,0.10906587850822,0.517808366686611,25,0.682873545267904
Q96T51,RUFY1,-0.0601925669023081,0.0930997656708916,0.517930782951949,26,0.682873545267904
P61769,B2M,-0.102082764348304,0.157921739490059,0.518011517834293,26,0.682873545267904
P62136,PPP1CA,-0.0745437878030856,0.115460945084785,0.518526085129066,26,0.682969140259512
Q00722,PLCB2,-0.0611767536282687,0.0948989589661988,0.519153070684256,26,0.683212516360457
Q6IAN0,DHRS7B,-0.0581849737894241,0.0905396007300916,0.52045338648763,26,0.684185722131679
Q8N3D4,EHBP1L1,0.0549392703196787,0.0856010876430999,0.520999315271456,26,0.684185722131679
Q6UWL2,SUSD1,-0.0806659864506346,0.125752893832384,0.52122109705436,26,0.684185722131679
Q9Y265,RUVBL1,-0.0710450758618395,0.111074634390143,0.52242249735187,26,0.685180609854533
Q8WUW1,BRK1,-0.0759502666139582,0.119048358001758,0.52348781928208,26,0.685460498596016
Q9UL46,PSME2,-0.0627998050698652,0.098444040944885,0.523523228701164,26,0.685460498596016
O14523,C2CD2L,-0.0610715419305354,0.0960931504390165,0.525072887453672,26,0.68690737605074
P02763,ORM1,0.14904663388411,0.234792860689974,0.525558513486211,26,0.686961001130454
P51149,RAB7A,0.0686763329871595,0.108584469222963,0.527080324627792,26,0.688367795054894
Q9H2U2,PPA2,0.114349937441615,0.181233013241425,0.528069726119514,25,0.689077472005616
P17987,TCP1,0.0469646938190698,0.0745807753355703,0.528880532608186,26,0.689553099476495
P11182,DBT,-0.072440339000781,0.115291613116023,0.529792556288199,26,0.689676457703873
P46939,UTRN,0.0294060585359865,0.0468094577399942,0.529867932229448,26,0.689676457703873
P36776,LONP1,-0.0916129106393401,0.146034037357424,0.530436758259649,25,0.689684845748348
O95671,ASMTL,0.0600999095860537,0.0958783037948949,0.530767172553259,23,0.689684845748348
Q96QK1,VPS35,-0.068211360729474,0.109652195007674,0.533895721845567,26,0.692614847197092
Q96SB3,PPP1R9B,-0.0522331735423777,0.083971392140479,0.533918629781059,26,0.692614847197092
P31943,HNRNPH1,0.0593605964339318,0.0958989811646957,0.535922355318084,25,0.694630905173187
Q96P70,IPO9,-0.0632638738912888,0.102400065431647,0.536700014834885,26,0.69505576103931
P0DMV8;P0DMV9,HSPA1A;HSPA1B,0.0404437306556209,0.0658365519326389,0.53901372264036,25,0.697467505426597
Q13790,APOF,0.0812207855093317,0.132724597889971,0.540570999454088,26,0.698897233603821
P09493,TPM1,-0.0925330919168947,0.151847618284386,0.54227176098532,24,0.70050992535311
P22392,NME2,-0.0831832910780463,0.136740786625093,0.542969751096634,26,0.700825618583375
P51692,STAT5B,-0.0755375254839094,0.125195056565034,0.546270096476877,26,0.704261633323672
P13716,ALAD,0.0607263427669491,0.100779342384335,0.546796536310746,26,0.704261633323672
Q92747,ARPC1A,-0.0873101818137879,0.14499883329019,0.547078268222901,24,0.704261633323672
O75844,ZMPSTE24,-0.0626742794302506,0.104183152296762,0.547455159625715,26,0.704261633323672
P05155,SERPING1,0.0378025534278156,0.0632321121660686,0.549948096306165,26,0.706880040593198
O15260,SURF4,-0.0719362120920365,0.120895069662343,0.551823313972631,25,0.708700764827693
P62937,PPIA,-0.073047723326101,0.12302280642783,0.552663392792563,26,0.709190151050258
Q86VS8,HOOK3,-0.0530734469304941,0.0895802352684068,0.553537062790043,26,0.709721794199682
Q9Y624,F11R,0.0512140828808902,0.0865835913262433,0.554186316880212,26,0.709965057694798
P13861,PRKAR2A,-0.0717020172302065,0.121688597544939,0.555710054707846,26,0.710875370380982
P27348,YWHAQ,-0.108436206424605,0.184081645794467,0.555817118071344,26,0.710875370380982
Q99829,CPNE1,-0.0774902266819199,0.131916211129391,0.556921634602422,25,0.711698863077536
Q9Y2D4,EXOC6B,-0.0797794985904753,0.136093868079667,0.557734836023289,26,0.712149026161968
Q01970,PLCB3,-0.104686742286044,0.179280911727501,0.559270262490699,25,0.713364346234123
P61163,ACTR1A,-0.073040467534553,0.125193467804942,0.559610089084632,26,0.713364346234123
P55884,EIF3B,-0.0537286610620954,0.0923679334477696,0.560781650815863,26,0.714268467032571
Q9Y2X7,GIT1,-0.0611875980428436,0.10541343352359,0.561608825537137,26,0.714732813389519
P04196,HRG,0.0848316684288381,0.146875688471448,0.563551353139202,26,0.716490349085982
Q10472,GALNT1,-0.0784054396269473,0.135876928751616,0.563917323293563,25,0.716490349085982
P00450,CP,-0.052189772083841,0.0907544340556296,0.565246790234567,26,0.717589392697129
O43396,TXNL1,-0.0764888235976092,0.133540127956999,0.566795137555469,26,0.718964275470607
Q14155,ARHGEF7,-0.0602931032248903,0.105546235282319,0.567831368993514,25,0.719687830266595
P49913,CAMP,0.117180279985493,0.205606451742231,0.568728492030116,26,0.720117504765227
P47756,CAPZB,-0.0871932725979744,0.153138922673466,0.569102571727082,26,0.720117504765227
P40967,PMEL,0.150200623656783,0.267273493791668,0.574134067025632,26,0.725889634660066
P41240,CSK,-0.0754450120193105,0.135065513174515,0.576447797901309,26,0.728219008796012
Q00325,SLC25A3,-0.0965815550729801,0.174155143347186,0.579187488848496,26,0.730966744860379
Q04759,PRKCQ,-0.0395105527773826,0.071316854505548,0.579569101911951,26,0.730966744860379
P21291,CSRP1,0.0815067887742793,0.147776774488911,0.581254341542275,26,0.732303756549518
Q9BX10,GTPBP2,-0.0500071948833219,0.0908468200206977,0.582006514242715,25,0.732303756549518
P22314,UBA1,-0.0478351358096712,0.0869111700090173,0.582051141128031,26,0.732303756549518
Q14162,SCARF1,-0.0715521374045974,0.130522365496401,0.583555757023544,25,0.733599385355065
Q8TD55,PLEKHO2,-0.0775702294863982,0.143102313505357,0.587776261272942,26,0.738304328184305
P05556,ITGB1,-0.0597619128612673,0.110493802966723,0.588602619754877,26,0.738741712040037
O60271,SPAG9,-0.0432394605459033,0.0803254495616541,0.590367622148002,26,0.740355500177486
A0A087WSY6,IGKV3D-15,0.0923978823947319,0.172980203397824,0.593235732324738,26,0.741744126731874
P34932,HSPA4,0.0578369563006103,0.108309198116638,0.593342527337594,26,0.741744126731874
