phenotype,IGLV2-18,IGLV3-9,IGKV1-27,IGKV6D-21,IGHV2-26,IGHV3-74,IGKV6-21,IGHV1-18,IGHV1-24,IGKV1-8,NBAS,AGPS,MASP2,RAB27B,PSMD11,PSMD12,CLIC1,QSOX1,DNM1L,GOLIM4,CHL1,AP3D1,NRP1,PLXNB2,ANKRD28,FYB1,SCAMP2,ARPC1B,INPP4B,ASAP2,PLXNB1,ARHGAP6,AKR7A2,ACTN4,KALRN,PRPSAP2,SUSD5,OPA1,NRP2,ACSL4,TPST2,H2BC12;H2BC12L;H2BC13;H2BC14;H2BC15;H2BC18;H2BC4;H2BC5;H2BC9,WDR1,STX11,ATP6AP2,GRAP2,ATRN,ARL6IP5,TOMM70,ABLIM3,CLSTN1,RTN3,VAPB,APOM,CAVIN2,AIFM1,EFEMP2,CYB5R3,F8,C1R,HP,HPR,F9,F10,CFB,SERPINC1,SERPINA1,SERPINA3,AGT,C3,LDLR,EGF,TGFB1,IGKV1-33;IGKV1D-33,IGKV1-17,IGKV1-5,IGLV1-47,IGLV3-25,IGHG2,IGHG3,IGHG4,IGHM,APOA1,APOE,APOA2,APOC1,APOC3,CRP,C1QB,FN1,RBP4,CAT,SOD2,LCAT,SHBG,GAPDH,RPN2,GNAI2,H2AC11;H2AC12;H2AC14;H2AC25;H2AC4;H2AC6;H2AC7;H2AJ,SLC4A2,IGF1,CHGB,APOD,ITGB3,SERPINA5,F13B,RPLP2,GSN,ATP5F1B,C2,S100A9,APOA4,ITGAV,GPX1,PROS1,CSF1R,C8A,C8B,C8G,TUBB,IVL,DCN,PSAP,LAMB1,THBS1,HSP90AB1,SOD3,CTSG,MGP,ITGA2B,LPA,PLEK,CD14,PTPRC,SERPINF2,CD63,DBH,CSF1,DLD,CTSH,C4A,IGHV4-30-4;IGHV4-34;IGHV4-38-2;IGHV4-39;IGHV4-59;IGHV4-61,SRGN,SPP1,COX5B,C7,CHGA,KIT,HSPD1,CLU,LAMC1,EPB41,PYGB,SPTB,LAMP1,FGFR1,CETP,IGF2R,COL6A3,ACTN1,COX4I1,GP1BB,RNH1,BMP1,NCAM1,C6,PRG2,ETFA,GYS1,SELL,PRKCSH,NID1,HSP90B1,CPN1,GSPT1,NME1,IGLL1,CD44,ACAN,SPN,PECAM1,EPB42,ATP2A2,PRKCA,IGFBP3,ITGB5,VCL,PAM,VCAM1,ORM2,ITIH1,OGN,CAST,FLNA,VDAC1,SDHB,TNXB,UQCRC2,CPN2,PTGS1,ME2,PTPRG,PTPRZ1,AHCY,EIF4B,LAMA2,EEF1B2,TBXAS1,IGFBP5,TNC,PSMA4,PTX3,DPP4,CANX,PSMB8,PSMB5,SERPINA4,PDIA3,PPP2R1A,FCER1G,SERPINB1,UQCRC1,CDH5,PRSS3,SERPINB6,SAA4,FBN1,MYH9,HMGCL,FLT4,HSPA9,COL18A1,GP5,MPL,HADHA,ACTR1B,MTOR,PI4KA,LRPPRC,WAS,MCAM,BTD,GPD2,ACADSB,PIP4K2A,ARCN1,LSS,CCT5,IDH2,RPIA,MAN2A2,THBS3,COMP,ACADVL,GNAQ,EMD,CPT1A,DNM2,LRBA,RAB5C,DUSP3,P2RX1,HSD17B4,APLP1,RAP1GDS1,CAPZA1,ACLY,COPA,CTSC,EIF5,PLTP,VCP,INHBC,MTTP,NAP1L1,CASP6,CDH6,CDH13,CDH15,OXCT1,ATP5MF,UBASH3A,ANTXR2,MTPN,TPI1,EIF4A1,ACTR2,PSMC5,H4C1,RAB1A,RAN,RAP1A,GRB2,RAC1,YWHAZ,TPM4,ACTA1,TUBA4A,CCT2,RELN,GPLD1,IGLV3-21,FBLN2,HSPG2,CLTC,SPTBN1,GUCY1A1,GUCY1B1,OGDH,AKAP12,TAP1,CFHR1,EIF4G1,PTK2,COL14A1,FMOD,DPT,KLC1,LRP1,PCDH1,FGL1,APOBR,NEXN,ASPH,EFEMP1,FLII,SPP2,STK3,PSMD2,MMRN1,NNT,MADCAM1,DCTN2,IQGAP2,ALCAM,CAMK1,DAG1,DCTN1,DYNC1H1,FLOT2,LRRC32,GAS6,SPARCL1,FAT1,ITPR2,GANAB,LTBP1,LTBP2,KPNB1,RAB3GAP1,POSTN,PLEC,PON3,STK38,RCN1,SEC23A,TGFBI,NSDHL,STXBP2,SEPTIN7,DPYSL2,DBN1,MAN2A1,MEP1B,HADH,INF2,EXOC3L2,DPY19L1,LRRFIP1,EML3,RABL6,GTDC1,SVEP1,GRIPAP1,HSD17B12,MIA3,DOCK11,LY6G6F,HECTD3,UBR4,HACD4,ECPAS,DMKN,SUMO2;SUMO3;SUMO4,VASN,HIBCH,EDC4,TTC27,GOLM2,SKIC3,CNST,TMED8,APOA5,CSPG4,PLXDC2,FAT4,PACS1,CD109,NBEAL2,QSOX2,UNC13D,ADAMTS13,SND1,CYFIP1,DOK3,TAOK1,CHST3,HUWE1,ABI3BP,ADGRG6,ADAMTSL2,FERMT3,PKHD1L1,TDRP,PLXDC1,KSR1,MICALL2,GSPT2,ALDH16A1,ADGRF5,VKORC1L1,LTBP4,MUC20,TC2N,GOLM1,PCYOX1L,PCSK9,SCCPDH,UXS1,MCU,TOR1AIP2,ANGPTL6,BPIFB1,SNED1,CEMIP,ITLN1,TMEM40,MADD,ST8SIA4,SORL1,GGH,NEO1,COPS5,PRG4,ATP2A3,ESAM,SYTL4,CCDC126,CYFIP2,SIPA1,TXNDC15,DCHS1,CNDP1,ARAP1,PGLYRP2,VPS13A,PSMD1,MMP19,PHB2,MAP3K5,MGLL,COL12A1,ACO2,TSG101,CCT7,SH3GL1,OMD,SDF4,TMEM43,MENT,SFXN3,COLEC11,JAM3,C1QTNF3,ASPN,UBE2O,TWSG1,TOLLIP,CDH19,CDH23,VPS33B,VPS11,SLK,TUBB1,GLIPR2,ANTXR1,DOCK5,PPP1R3E,TMT1A,PLEKHF2,PARVB,ADGRL4,PCDH18,PLXNA4,GP6,CD248,APMAP,ABCB6,CASS4,CRTAC1,RTN4,XPNPEP1,PDLIM7,MXRA5,VPS45,FAM114A2,THSD1,IARS2,CMTM6,NDE1,BABAM2,TUBA8,B3GNT2,TMOD3,EHD3,VAPA,CALCOCO1,DKK3,TJP2,NIPSNAP3A,LIMD1,NDUFA12,ATP6V1H,STOML2,APPL1,ASAP1,HEG1,STRIP2,MAGED2,PSMD13,NSFL1C,ADAMTS8,RTRAF,CLEC11A,VSIG4,ITM2B,CNPY2,DERA,RNF11,PTRH2,RTCB,USP15,TLN2,MYO5A,HYOU1,CDC42BPB,LRRFIP2,ARFGEF1,IRAG1,FCGBP,COLEC10
Weight,-0.0788916814144821,-0.0944074008309121,0.11825863445134,0.091798370606951,0.0479485970592512,0.128553805442309,0.209680205468656,0.0204392264018565,0.288010983694304,0.330601983717317,-0.0108766610065601,0.171202875465251,0.036942026412096,-0.2907474300952,0.31826058795013,-0.184368076260368,0.184026020460256,0.0790148898258721,-0.302035271498896,0.0292476477439055,0.220968046872352,-0.352542429145912,0.108089632835392,0.0642678575425293,-0.14486397154752,-0.202497033666304,0.15734566805152,-0.238070836877952,-0.480277162952554,-0.249016622481536,0.138874654845472,-0.127244757641664,0.130665315642784,-0.362237092318608,-0.0188570360454128,-0.049561183682646,0.485719236159041,-0.137045928682657,0.0550709838180321,0.159322059325557,-0.0351185385569745,0.217575664497721,-0.465879999752545,-0.0769674940629093,-0.104326357493567,0.0411776093236565,0.148452217248608,-0.133153764728833,0.299134816509989,0.0692212798535513,-0.017786901605824,-0.12998120404256,-0.133565397160558,0.32666328910696,-0.209680205468656,-0.00601956528570171,0.0815855437066839,-0.0827775036271041,0.121771864839872,-0.142979324446816,-0.0461775330151201,-0.12998120404256,0.410809015934512,0.105695242234608,-0.113904581437296,-0.144005491847152,-0.15905594705208,0.021207459606944,0.0950915124311361,0.030442966209968,0.250144355704455,0.142701792406069,0.18984096906216,-0.045197747326399,0.22062599107224,-0.0171027900056,0.18780168547725,0.198734419865072,-0.016760734205488,-0.105263180116028,0.203181145266528,0.214468986670224,-0.0749102202245281,0.0649906020212801,-0.042756975014,-0.036257914811872,0.178895183458576,-0.00500288711408911,0.206259647467536,0.134769985244128,0.036942026412096,0.0813397206134146,0.029416798809632,0.0812007062363693,0.121223803149082,-0.367025873520176,-0.036942026412096,-0.258936240684784,0.296709689612515,0.110567890481856,0.299760777340796,0.136996700046326,0.0834616152273281,-0.221994214272688,0.132717650443456,0.3677099851204,-0.280015233061722,-0.0441251982144481,-0.00991961820324801,0.0971438472318081,0.0965637324929307,0.0468616446153441,-0.224745082663695,-0.0653326578213921,0.0519924816170241,0.251298868115399,0.211048428669104,-0.018128957405936,0.126218590241328,-0.233282055676384,0.288353039494416,0.107247369790508,-0.130075064966317,0.0384837470314547,-0.252095124682544,-0.002052334800672,-0.0761366270459207,0.183598037790735,-0.0808138182420108,-0.123482143840432,0.187446578461376,-0.160424170252528,0.0923550660302401,-0.185876498161926,-0.028390631409296,-0.0123456816185465,0.0819440814342068,0.0735419970240801,-0.0667008810218401,0.126302905407402,0.126902701841552,0.169659676855552,-0.344108134912672,0.0762784434249761,-0.374117116616861,0.117667195238528,0.21720543307112,0.107369654217759,0.110141967636064,0.0824354478269921,0.255916917759174,0.188185522983813,-0.0489139794160161,-0.119377474239088,0.220922723700306,0.252779236282768,0.31982217310472,0.401913913619225,0.242517562279408,-0.252779236282768,-0.0915513185678724,-0.0731999412239681,0.0938118449522643,0.489449745295205,0.0998802936327041,-0.188472745861712,0.018471013206048,0.134693114610091,-0.245867899791236,0.040362584413216,-0.377287547523536,0.126218590241328,0.0981700146321441,0.189498913262048,0.343081967512336,-0.445014595945712,0.185394243660704,-0.0872242290285601,0.477198463190038,-0.310799066229224,-0.034547635811312,0.0438714716158583,-0.010603729803472,-0.303061438899232,0.177270749843012,0.135593241979197,-0.158713891251968,0.001026167400336,-0.128270925042,-0.028390631409296,0.192919471263168,0.355449281694384,-0.209741134715247,-0.170685844255888,-0.177410073815006,0.0519159598901635,0.0684111600224001,-0.032153245210528,0.0687532158225121,0.108139329158388,-0.0211660608673001,0.123482143840432,0.054374697696058,0.0864197713298258,-0.159607391592861,0.324610954306288,-0.003762613801232,-0.223704493273248,0.114397194443209,0.27193436108904,0.0400230969127129,0.252838217996657,0.223704493273248,-0.189156857461936,0.036942026412096,0.194629750263728,0.276039030690384,0.140584933846032,-0.110826079236288,0.00731191193597639,0.002736446400896,-0.206657721558912,-0.003762613801232,0.00883653388368787,-0.255147242818544,-0.129297092442336,-0.144347547647264,-0.234650278876832,-0.317429011899857,0.0567812628185921,-0.002394390600784,0.182645520673533,0.04104669601344,-0.155945452023746,-0.214468986670224,-0.300173226845346,-0.0188182280283415,0.217575664497721,0.00113026319219596,0.00423321217346001,0.3933641701288,-0.114930748837632,-0.12656064604144,0.0888430226136397,-0.19155124806272,0.00153934988125819,-0.121189388502519,-0.142637268646704,-0.0458354772150081,0.0395550170591722,0.0642678575425293,0.357790366917152,0.202839089466416,-0.0457956589674311,-0.279392003448361,-0.334188516709424,-0.134693114610091,0.0147329899931872,-0.002052334800672,-0.188472745861712,-0.34925132638855,-0.26996299142885,-0.163844728253648,0.102843044353848,0.312103188425097,0.0899606754294561,-0.0284779728032765,-0.141620189075753,0.148846349588039,-0.233624111476496,0.278091365491056,-0.38652305412656,0.463287947053878,0.0702679573427937,-0.303403494699344,-0.180785220434732,0.167789137057142,0.304771717899792,0.0704654264137603,0.344312990979689,-0.020181292206608,-0.0857978958324067,0.283663319051087,-0.0564546840850245,0.0815855437066839,-0.0277082978626474,0.036257914811872,0.127381202674115,0.315354531789976,0.0755943318247521,0.150489132142543,-0.193945638663504,-0.0484895212596329,-0.13340176204368,-0.339319353711104,-0.0554130396181441,0.038310249612544,0.0964597356315841,-0.0513083700168001,0.30956049910136,0.205575535867312,0.325808971088605,0.187415848043184,0.469984669353889,-0.115272804637744,-0.263040910286128,-0.143321380246928,-0.37633247082698,0.16586494970557,0.0933812334305761,-0.303235601267224,0.02223362700728,-0.225072716473696,0.161844715777614,0.193181921264542,-0.111218028920904,0.0525423812669389,-0.0870132880524808,0.259278296484896,0.0527227334330929,0.280931353329619,0.27169525404207,-0.0673849926220641,-0.120403641639424,0.394048281729024,-0.0790148898258721,-0.164870895653984,0.0342505348579947,-0.0519530584924638,-0.041730807613664,-0.240465227478736,0.129297092442336,-0.255857738483776,-0.0759363876248641,0.18471013206048,-0.0810672246265441,-0.0939420906399067,-0.028732687209408,0.227104681816975,-0.0519530584924638,-0.0752445660712713,0.41639414288034,0.0793569456259841,0.294015827320314,0.127381202674115,-0.1368223200448,-0.258594184884672,0.243602118709108,-0.2052334800672,-0.0396382594423983,0.394048281729024,-0.173547637347118,0.00342055800112,0.0991663105557443,0.0327111849767365,0.0422014447054532,0.315375447703264,-0.334734331863244,-0.16589706305432,0.0937232892306881,-0.395758560729584,0.0571233186187041,0.401566324362199,-0.149716075707993,0.231890412659861,0.221994214272688,-0.0677966209895985,0.148984240821117,-0.109765172339203,-0.301215140720222,-0.240059170506854,0.22520116231108,0.448435153946832,0.103521279514613,0.0631133451315857,-0.15371579413865,0.0474100270519155,-0.146399882447936,0.021549515407056,0.0854339184098294,-0.121818603273473,0.021949086598109,0.245254008680304,-0.534610299963116,0.181631629859472,0.199380271679447,0.0117733659541052,0.0504137086112056,-0.179183291224124,0.0579201459883108,0.0962093675786367,-0.0708055506231841,0.28048575609184,0.001026167400336,0.253805403683104,0.246964287680864,-0.139900822245808,0.0684111600224001,-0.19126422274633,-0.117647104165864,-0.198734419865072,0.0731999412239681,0.351527039770193,-0.257910073284448,0.0400230969127129,0.104675791925557,0.432358531341569,-0.00192418735157273,0.24456989708008,0.223880683300712,0.310586666501696,0.00820933920268801,0.163160616653424,0.27169525404207,0.198734419865072,-0.0429500013034463,0.0324846481652014,0.330846894508988,-0.103906116984928,0.343424023312448,-0.2539879212526,-0.00790167117531925,-0.0700763179161492,-0.04446725401456,0.133743817843792,-0.179661045622436,0.185736299460816,0.051426975244916,0.0558986291029317,-0.28390631409296,0.178179748755635,0.0564392070184801,0.241896940785897,0.0261689479813892,0.11429672868342,0.161792393452976,0.0342505348579947,-0.0598870152074787,0.330190549529881,0.19818067861351,-0.282323934259841,0.21036431706888,-0.479904287557137,0.185736299460816,-0.0656747136215041,0.0773046108253121,-0.15050455204928,0.23314486764059,-0.179543830800104,-0.00601956528570171,0.365315594519616,0.180368233933006,0.18471013206048,0.00171027900056,0.182657797259808,0.190559100834933,0.0937588289294078,0.279117532891392,-0.31469133610304,-0.117337353164419,-0.266461468287248,0.206272884088597,0.10137048058114,0.137288157503937,-0.488010022967537,-0.11361929476762,0.020181292206608,0.0139221260883969,-0.0726560955238215,0.29587826709688,-0.24206276882785,0.289379206894752,-0.00413223360993673,0.292799764895872,0.122113920639984,-0.177526960258128,0.0898760810161239,0.0202669327776216,0.293669847177123,0.111352772604461,-0.254974830901177,-0.217178077592803,0.045025984026802,-0.028732687209408,0.210137090646741,0.333695959681264,-0.0623781808094983,0.507612053239865,-0.190879385276015,-0.234416244867805,-0.0892765638292321,0.112114403446194,0.038994361212768,-0.21243028361363,-0.416281908736304,0.171637511760288,0.0892765638292321,0.153166587317256,-0.0677270484221761,0.106379353834832,-0.0855139500280001,0.255367272394154,-0.245938120280528,0.100827417222411,0.0335001159002051,0.0253992730407601,0.00714749988442168,0.0932681525153071,0.447960568195125,-0.203681134917544,-0.313665168702704,-0.253805403683104,0.15734566805152,-0.125534478641104,-0.38310249612544,-0.261330631285568,-0.053492408373722,-0.149227789010005,-0.263725021886352,0.292490372439379,-0.0339893209336698,-0.0061312090003593,0.170324912001326,0.243637206546946,0.0129943523563397,0.241677931357535,0.37455110112264,0.410139941441278,0.0840544112507408,-0.539792453491776,-0.120148364317235,-0.0481565222856137,0.136996700046326,0.0400230969127129,0.0134367086553894,0.05272839740309,-0.253607892937286,-0.227055262888783,-0.293564357242128,0.566593236541313,-0.267484863927859,-0.274389116334272,0.187058558308431,-0.13969600172418,0.202154977866192,0.170482999349344,-0.155977444851072,0.216663087250677,-0.135796152644464,0.0667008810218401,-0.0868821732284481
BMI,-0.250290152284854,-0.0966418133726747,0.0839572630536978,-0.162450013567037,0.01932615083463,0.150495344565223,0.0181631776906091,-0.187051110920556,0.117889304256029,0.0753545430540952,0.13196884138593,0.261863321807636,-0.119602811585331,-0.119945513051192,0.379870261942343,-0.0729954122282968,0.239891026102384,-0.148047033251757,-0.216587326423867,0.00925572211839212,0.0716246063648546,-0.123939197016947,-0.110692573472957,0.110297355244173,0.0131984787782081,-0.0603154579914565,0.316313452989286,0.0486636081521979,-0.175087410072918,-0.186086895962278,0.0627143682524804,-0.0500344140156401,0.295408663571793,-0.165867509476505,0.0678752955348755,0.0093071553770076,0.302262692889004,0.00348432584517308,-0.111720677870539,0.25572893136647,-0.291009364399109,0.00113347326168815,-0.389994268149304,0.0744314320354033,-0.223600751626768,0.17277347954332,0.0407814744374053,-0.111068665420705,0.309406547214686,0.062855823084898,-0.108293663211933,0.122001721846355,0.0283472755702702,0.0836191576699738,-0.0421522803008475,-0.0370375554689774,-0.111839975597238,0.0325566392567521,-0.0229609982126568,-0.386224552024838,-0.0311858333933099,0.0359836539153576,0.249486667146479,0.0825910532723922,-0.00445511905618713,-0.201508461926003,-0.135709780480777,-0.116518498392586,-0.179232866645067,0.0740235166258785,-0.0582339183282171,0.180114227854178,0.250514771544061,-0.171283320322184,0.107950961746073,-0.14393461566143,0.011418543068204,0.153872958171386,-0.127142243834264,0.0084774155739547,0.0592873535938749,0.115490393995005,-0.192255522347768,-0.0798494415455078,0.0760797254210418,-0.196025238472234,-0.00102810439758165,-0.0744314320354033,0.0119945513051192,0.0373544597787998,-0.0524333242766639,-0.151568174265029,0.119260110119471,-0.0470499207684933,0.0223636715483007,-0.350240898109481,0.0472928022887557,-0.202879267789445,0.0200501882846834,-0.0888555224537905,0.0510250960264864,-0.0361719085629213,0.028101520200565,0.0551749360035483,0.126456840902542,0.412955266361961,-0.234985833578365,0.157642674295852,0.175805851986461,0.0469501008228952,0.166521929653845,-0.0181631776906091,-0.158504241277465,0.101439633894722,-0.162783196283761,0.0304667519730407,0.00822483518065316,-0.183687985701254,0.184030687167115,-0.114804991063284,0.05620304040113,-0.0234682368826714,-0.103355563655379,0.224451261371009,0.0394106685739631,0.260110412588156,-0.0374565028356106,0.030085143714495,-0.180222248608415,-0.101096932428862,0.0479782052204768,-0.144277317127291,-0.129883855561148,-0.259931529491512,-0.195682537006373,0.0932210520617226,-0.00452617577639769,-0.0157642674295852,-0.0753943224893207,-0.214592315012575,0.0808775459430895,0.0798494415455078,-0.176833956384043,-0.116518498392586,-0.253403355728406,0.136395183412498,0.13742328781008,0.0308524070613071,0.153872958171386,-0.164496703613063,0.0593908835930161,0.0624761242991468,-0.14393461566143,-0.0500344140156401,0.0188741133996685,-0.0411241759032658,0.138794093673522,0.274750517065696,0.0791640386137867,-0.0894450825896032,0.0765094451639498,0.053118727208385,0.00848657958074567,0.314000590932224,0.147361630320036,-0.119602811585331,-0.20630628244805,0.158504241277465,0.0165460540035691,0.117546602790168,-0.239205623170663,-0.126114139436682,0.204250073652887,0.00171350732930274,0.363263553812181,-0.226525668933823,0.0126799542368403,0.017477774758888,0.150019829335606,-0.0817944799695851,0.0726527107624363,0.12172587639387,-0.0322139377908916,-0.194311731142931,0.154323147787406,0.106365130745346,-0.0507198169473612,-0.172378837327856,-0.0675121887745281,-0.034955549517776,0.108636364677794,0.243031727700822,-0.323374840353054,0.088074276726161,0.0655613650052775,0.187624130230986,-0.0185058791564696,0.0298150275298677,0.0226182967467962,0.215581194340883,0.161975137071862,-0.141878406866267,-0.0163569622167186,0.366365253557259,0.0504620066555829,0.0925293957823481,0.0157642674295852,-0.122344423312216,0.170852529259702,0.00376971612446603,0.0563056428868854,0.0497495063863576,0.0610008609231776,-0.0181631776906091,-0.140164899536964,0.239205623170663,0.0219328938150751,0.000685402931721097,-0.0246745055419595,0.116467836656434,0.0154215659637247,-0.212495953634752,-0.187115000359859,0.110538221488949,-0.326649859761589,-0.189513910620883,-0.0476355037546162,0.0431803846984291,-0.40297606915734,-0.135367079014917,0.197396044335676,-0.044242114203879,-0.172036135861995,-0.211935389348867,-0.108293663211933,-0.271115527051236,0.0604235811728427,-0.000565932406470078,0.200849050077648,0.128423144392691,0.177862060781625,-0.239205623170663,-0.0291296245981466,0.0651500876390532,-0.143249212729709,0.295797452700282,-0.173717795871923,-0.121659020380495,0.13091195995873,-0.15617347397435,-0.16004686163053,0.12474333357324,0.126456840902542,0.0586195734164834,-0.252604082814452,0.0428376832325686,0.0551486776220864,0.101903180786211,0.0226182967467962,-0.124057930641519,-0.168272926970423,-0.0664191799103119,-0.0195339835540513,-0.0173224709289089,0.307752760436538,0.155586465500689,0.224451261371009,0.10219859839058,0.0813539370675366,-0.172036135861995,0.0644278755817831,-0.196367939938094,0.315653275822042,-0.0714295712615994,-0.0990407236336985,-0.31677171392152,0.0617048141226141,0.11857470718775,-0.141300265919501,0.634726807698525,-0.0363263553812181,-0.169548311479094,0.386746702532711,-0.0723438171258427,0.14073689853672,0.0366372333853021,-0.0558603389352694,-0.0725031565940716,0.102050192052973,0.106580155882631,0.0745201829922324,-0.220357042548333,-0.107597769626308,-0.0692256961038308,-0.0507198169473612,0.14359191419557,0.300206484093841,0.0606581594573171,0.0853326649992766,0.142221108332128,0.125771437970821,0.16033130280147,0.00694179158879409,0.240233727568245,0.0137080586344219,-0.000685402931721097,-0.158328077227573,-0.290450546612307,0.229850432606738,-0.127142243834264,-0.306766072131241,0.0767651283527629,0.0829337547382527,0.189895758561933,-0.180878770361011,-0.334362961526915,-0.10260851764394,-0.0274750517065696,0.028101520200565,-0.242530162135882,0.0185114442367842,0.0231393052959803,0.152844853773805,-0.0565457418669905,0.353325211302226,-0.0287869231322861,0.0140507601002825,0.0111839975597238,0.0462786105919606,0.0527760257425245,-0.00514052198790823,0.13742328781008,-0.158328077227573,0.125428736504961,0.059972756525596,-0.0380398627105209,-0.0105821587054221,0.193283626745349,0.164814265566364,-0.00771310176532677,-0.208067064254428,0.228307812253672,0.0538041301401061,0.0401081291796992,0.224451261371009,-0.0380398627105209,-0.222070549877635,0.104512528920178,0.0130226557027008,-0.00694179158879409,0.117546602790168,0,0.102467738292304,-0.235397657098359,0.0474355758567596,0.122983564781788,0.361207345017018,-0.191822556905154,-0.117889304256029,0.146676227388315,-0.432831951381873,0.265593636041925,0.404187365555607,-0.355147080298658,0.253049164505695,0.309802125137936,0.0345218767946747,0.302347391583489,0.1338629776923,-0.423197435093184,0.0118610318404897,0.323793004683907,0.252228278873364,0.178172650779048,0.0104126873831911,-0.311049955915024,0.170271877703696,-0.144962720059012,-0.146333525922454,0.117239146832967,-0.0471000886398336,0.14078377363422,0.113776886665702,-0.360150053452972,-0.0229609982126568,0.178147208850596,-0.0162122724850459,0.0940998415369865,-0.285087141609295,-0.0746925582337217,0.286541730581889,0.00205620879516329,0.0524333242766639,-0.179232866645067,0.320083169113752,-0.0510625184132217,0.113091483733981,-0.107265558814352,0.0385655088266338,-0.128465193441226,-0.136052481946638,-0.128855751163566,0.278450496159897,-0.00205620879516329,0.100655978037514,0.169688238837189,0.110692573472957,-0.0104126873831911,0.0839618591358344,-0.00705790166647445,0.0681975917062492,0.0980126192361169,-0.169294524135111,0.420364046210309,-0.0373544597787998,-0.0430108628917259,0.054698737915177,0.454706947787908,-0.0632474344756795,0.00959564104409536,-0.155078361917157,-0.125222211347495,-0.266252290005771,0.0928720972482087,0.0215901923492146,-0.171721199145754,-0.0712819048989941,0.205433463548638,-0.015619955916967,-0.152844853773805,0.274200767757367,-0.128513049697706,-0.119494669326985,0.0239059937240456,-0.00655613650052775,-0.0229609982126568,0.203625886604627,-0.112620548887545,0.225222571547542,0.150992907197348,-0.131351363255467,-0.0239891026102384,-0.45579294959453,-0.0164496703613063,0.0613435623890382,0.191912820881907,-0.0188485806223302,0.120130647834013,-0.145910452365413,-0.012815724972193,0.0791640386137867,0.138992336202821,0.0339274451201943,-0.0161069688954458,0.0997261265654196,0.223289309107359,-0.0830978484731388,0.102467738292304,-0.175805851986461,-0.000753012902150767,-0.175463150520601,0.0890863253895241,0.209930632171678,0.346276081445728,-0.27700816196303,0.091971673329856,-0.0688829946379703,0.0597342708534176,-0.283410774122055,0.128513049697706,-0.0574626081516844,-0.0270734158029833,0.115762413031047,0.0435230861642897,-0.077450531284484,-0.0764224268869023,0.0695755976023687,-0.0852756746780577,0.22503375683476,-0.17595845518124,-0.286975795131314,-0.13251543717527,0.215195539252617,0.00959564104409536,-0.0052321989068687,0.19668648126449,-0.00390498897924176,0.438589515761161,-0.179329616043847,-0.245937850699778,0.186772298893999,-0.125705763229321,-0.0620289653207593,-0.0906289457425895,-0.0592873535938749,-0.078673638006333,-0.00719673078307152,0.219440591444915,-0.0215901923492146,-0.0257026099395411,-0.178204762247485,0.0657601549541276,-0.108979066143654,-0.0215925104604283,0.143916937510603,-0.0732744667706043,-0.13207572328511,0.153614632038756,0.379774225601117,-0.258304341615861,-0.18128907544023,-0.136395183412498,-0.0322139377908916,-0.0901304855213243,-0.0596300550597354,-0.120630915982913,0.173930444808119,-0.194505921605239,0.0579165477304327,0.323802679358706,0.189624632577316,-0.00123002067436124,0.00263969575564162,0.298235337691516,-0.231466354246262,0.364829713499956,0.0962991119068141,0.505045241315267,0.13019827506794,-0.34349620655109,-0.0163569622167186,-0.0896423435198893,0.242744908296833,-0.178943960955581,0.0289706090753162,0.0846626404175334,-0.235635258930733,-0.180074845711398,-0.00302117905864214,0.517701367471975,-0.541209096718947,-0.206711127310757,0.0266366216496714,0.02738151126691,0.102467738292304,0.144235003011611,-0.108979066143654,0.185975891986113,-0.0130226557027008,-0.070596501967273,0.0527760257425245
