utfall,klynge,modell,beta,lo,hi,p,n
VO2max.kg,C1,alene,-4.8218073570542,-9.22175495979044,-0.421859754317955,0.0330477772151246,26
VO2max.kg,C2,alene,3.42215119848941,-2.69813692338729,9.5424393203661,0.259852265787687,26
VO2max.kg,C3,alene,6.5087899934149,-0.121688166359879,13.1392681531897,0.0540169705653112,26
VO2max.kg,C4,alene,-3.66866519194909,-8.39541329434932,1.05808291045114,0.122260583041557,26
M_mg.kg.min,C1,alene,-3.18020769344196,-7.84188516144395,1.48146977456003,0.171954158611994,26
M_mg.kg.min,C2,alene,-1.42682456035502,-7.69123675377275,4.83758763306272,0.642536232844889,26
M_mg.kg.min,C3,alene,4.50280093774571,-2.42337542624625,11.4289773017377,0.192229197730536,26
M_mg.kg.min,C4,alene,-0.788895009746402,-5.75506511131841,4.1772750918256,0.74586193930927,26
