Protein.Group,Genes,n_obs,n_ID,est_ri,se_ri,p_ri,q_ri,shapiro_p,shapiro_p_marginal,shapiro_p_ranef,bp_stat,bp_p,bp_p_marginal,spearman_rho_absres_fitted,spearman_p,levene_p
P63104,YWHAZ,52,26,-0.315145719701879,0.126353781503743,0.0126257949538055,0.0840812638087479,0.349411373393054,0.0548881744113218,0.0510521280776199,2.03421564123346,0.153793503024085,0.443347346730549,-0.0344062153163152,0.808230270916277,0.592980388325401
P40238,MPL,47,26,-0.346887687333287,0.154473564200736,0.0247288720579946,0.123644360289973,0.349774696697017,0.409811539015271,0.140407660814826,0.00104027387874524,0.97427006933422,0.82182359690299,-0.073427382053654,0.622768732262352,0.73987388207894
P24539,ATP5PB,52,26,-0.0976718827255163,0.145316034330061,0.501498238502613,0.670713407112154,0.35093471941881,0.298283661261106,0.730486925420561,0.0184671544893546,0.891905150761608,0.775861390268376,-0.132843848715103,0.346764575121182,0.960567921962554
P07942,LAMB1,51,26,0.284710183023507,0.142099851226133,0.0451137398378688,0.170001775730506,0.353738170838074,0.937046560994634,0.423628454813949,0.120985602569056,0.727967972868535,0.0257993071098337,0.0120361990950226,0.93319759445892,0.660443125224756
Q16401,PSMD5,51,26,-0.0578439560877452,0.0756629607260996,0.444572307879157,0.62374920137828,0.354365118816945,0.528829776435291,0.186927559858001,2.10533936488884,0.146785774446,0.212401193770373,0.0956561085972851,0.50318168712209,0.837567224252244
P38606,ATP6V1A,44,25,-0.0519883536051563,0.073528685642052,0.479536281710808,0.655069456448451,0.354594565601392,0.559786463659443,0.424979599199553,6.12970169840454e-05,0.993753233181747,0.265171724259908,0.0356589147286822,0.817841321003154,0.777418295657555
O94929,ABLIM3,49,26,-0.14638224123815,0.0756330298518155,0.0529378649353871,0.184625285158404,0.354638054274484,0.354638054274484,,0.158656523911089,0.690396446245728,0.690396446245728,0.0587471146280062,0.688449273407618,0.214728449641613
Q8NBZ7,UXS1,46,25,-0.249300435990078,0.0949892051122878,0.00867728933542767,0.0688707459128668,0.355956260599548,0.355956260599548,,3.44341501311488,0.063504303933146,0.063504303933146,0.130206167400198,0.388424633949775,0.746232649487782
P98172,EFNB1,42,24,-0.0760467125379322,0.0947574254892903,0.422240121110622,0.601713895511234,0.356139551449131,0.3909492009475,0.572341882141731,0.938095467894918,0.33276812034111,0.715646987588903,-0.0261729195365043,0.869131362908245,0.50282174854128
P60900,PSMA6,48,25,0.115017490005757,0.138329169979961,0.405704351899352,0.588198643974019,0.356725611725949,0.1142108439625,0.372771827058445,3.77596887314791,0.0519937809238415,0.00165419449475654,0.300803300043422,0.0381727541448156,0.630233436171569
Q4V328,GRIPAP1,51,26,-0.149330312456922,0.0677168263017085,0.027438854340621,0.131655372534967,0.357833553388671,0.337325666747146,0.625449051286406,1.96667105029697,0.160801654972443,0.856073958538694,-0.102171945701357,0.474429291106302,0.616837172604018
Q9UFN0,NIPSNAP3A,45,26,-0.111648275775058,0.0551215610570167,0.0428168787352268,0.16414907604448,0.358045287759487,0.122519269186062,0.157470011243802,0.0232723324085842,0.878751012352912,0.415802014794557,0.0519104084321476,0.734156269234712,0.932226178641321
Q6WCQ1,MPRIP,48,26,0.0602813874211396,0.0785867702937767,0.443041156905822,0.62374920137828,0.358233867251081,0.696404436992698,0.129946648027878,0.415996683821357,0.518941410857062,0.767491334356298,-0.0602475032566218,0.683329721508061,0.264942625451372
Q14165,MLEC,52,26,0.0165656493852932,0.0942892412654712,0.860537720362861,0.919285711063804,0.358777351277741,0.913204295670429,0.287709996274457,1.64411026522789,0.199762454954986,0.23116255527773,-0.136173482455391,0.334726395676734,0.0682630611209999
Q9UJU6,DBNL,51,26,-0.0873433410079102,0.132176173133314,0.508734149352435,0.676997640611121,0.358777941958069,0.358777941958069,,2.94228602237308,0.0862885329109442,0.0862885329109442,-0.257647180410555,0.0679549001165187,0.454937552307382
O43306,ADCY6,50,26,-0.0786952241230175,0.10289471880715,0.444382873413909,0.62374920137828,0.359206374910116,0.359206374910116,,0.0599130322443743,0.806633449395689,0.806633449395689,0.0436844232021195,0.763241791707622,0.773063442231146
Q969X0,RILPL2,48,26,-0.0676249517637972,0.157190711692793,0.667043185972037,0.795816001796755,0.360089002625338,0.360089002625338,,1.19517350950674,0.274288476576746,0.274288476576746,0.149861375835607,0.309316511821525,0.538073694303193
Q99715,COL12A1,51,26,0.3797452050481,0.103051826726916,0.000228709405998436,0.0101305235734647,0.360513608511958,0.68455856047097,0.760720612833551,0.671782784352019,0.412430736988013,0.0416643882422473,0.146334841628959,0.304544827622818,0.171461321077508
O75947,ATP5PD,51,26,-0.217555496290324,0.132132671479447,0.0996623349168827,0.265522881559118,0.3607252078758,0.239916872881598,0.322289422788478,1.35896083279395,0.243717659530543,0.184006509342332,-0.135746606334842,0.341156872270151,0.464103438136423
Q15005,SPCS2,45,25,-0.151048098751334,0.117366686124853,0.198102681635882,0.386900253736676,0.361078185469787,0.855625115387329,0.895230719524586,0.788255052490508,0.374628281339114,0.896341663560617,-0.0151515151515152,0.92131959833414,0.159691799940353
O15173,PGRMC2,51,26,0.0298856666654096,0.124535576695669,0.810348133228088,0.888564844455213,0.361656234849784,0.375265497542594,0.127432499008129,2.779049405565,0.0955048386135997,0.16961554918822,-0.189230769230769,0.183034293467108,0.643049304228314
P55157,MTTP,43,24,0.446622598004083,0.185671133718386,0.0161525694296522,0.0981292206347413,0.362842329052473,0.362842329052473,,0.547200265126705,0.459463926140718,0.459463926140718,-0.0608128686358312,0.698471392679323,0.755410957222765
P40227,CCT6A,52,26,-0.193596382411992,0.119756365650633,0.10596782329482,0.271960609618765,0.363465716166232,0.369303436578303,0.767682837113227,0.330316953819873,0.565472513764457,0.88689214397339,-0.183471356612311,0.192383814909711,0.356369024280707
P51572,BCAP31,52,26,-0.000350927200326054,0.0829646626536879,0.99662508649809,0.99794876737765,0.363773263430089,0.686728244028348,0.874492239645471,9.88969039929716,0.00166207331212359,0.0142544427122053,-0.41885084948348,0.00217233835374766,0.686349625720388
P31150,GDI1,43,25,0.0552758838000796,0.150196257610015,0.712855059302184,0.827694025035125,0.364240495822397,0.364240495822397,,3.51803593156239,0.0607043444972159,0.0607043444972159,0.202674997230648,0.192423853778305,0.111936542678346
P21964,COMT,49,26,0.023819097625281,0.0710849685006264,0.737565308323186,0.843166040159656,0.365544383201349,0.0191588226401343,0.0147320339611185,9.59784706637227,0.00194805639829592,0.14781740069921,-0.278469387755102,0.0530134787759379,0.636775065690911
P02751,FN1,52,26,-0.246632817725136,0.138823048835791,0.0756343257108716,0.230315825572477,0.367687118355821,0.673858678889389,0.416739117230011,1.39711099961413,0.237207882932974,0.10587520781652,-0.132331597370443,0.348640217032912,0.0919100052048815
P08311,CTSG,50,26,0.430950858552592,0.160303632333661,0.00718079824023483,0.0648489539151875,0.368659239595895,0.69698325841056,0.198556590251875,1.95360966989712,0.16219840487301,0.189091636414557,0.0320288115246098,0.824860391368611,0.778922140453903
Q9NQC3,RTN4,52,26,-0.459530885700682,0.165278957870119,0.00543028331006534,0.0566850647272756,0.369423653655488,0.894814539149527,0.25452713552892,4.48937899339993,0.0341060648915144,0.0740782704671647,0.143771877401178,0.308254095710715,0.272906516002629
O00203,AP3B1,49,26,0.0692452850941534,0.0949812906790271,0.465976390201379,0.642224373649537,0.372049481460512,0.426254517979537,0.912321759429029,0.0134950421657205,0.90751926789047,0.714538840140473,0.123571428571429,0.396430449730883,0.349925080558381
P49368,CCT3,52,26,-0.0289638306917455,0.13975914510095,0.835821617058594,0.906842976373263,0.373697570349402,0.346063559835227,0.770280215283435,3.98369169971999,0.0459427662694079,0.0943818974221692,-0.195338512763596,0.164802079557363,0.309525358172493
O75558,STX11,51,26,-0.205636390367063,0.0621464692229537,0.000936636163435132,0.0212809245956953,0.374052452473741,0.801840875783051,0.657113364881085,2.51624356632572,0.112678714016308,0.530105329765547,-0.0963800904977376,0.499943198223619,0.142283187735307
P08697,SERPINF2,52,26,0.394715576664387,0.165826019473876,0.0172985760916519,0.102399617094261,0.374428812853582,0.374428812853582,,0.508505468657291,0.475786543931209,0.475786543931209,0.0193234609350813,0.891845961000842,0.944630921054929
Q9HCM2,PLXNA4,51,26,-0.301164818321334,0.100327668057567,0.00268377683446919,0.0408605071825396,0.376051035807921,0.376051035807921,,0.0873286901645236,0.767601044700459,0.767601044700459,0.0180522623030542,0.899943230594178,0.543753801802954
Q9NYJ8,TAB2,48,26,-0.0118382671275444,0.0800286001334515,0.882401598626623,0.936339608432784,0.376225509851414,0.651289169852982,0.818729588078954,0.0125399847757696,0.910837620467854,0.970823565469864,0.0499348675640469,0.735390074245927,0.379430254758139
Q5TCZ1,SH3PXD2A,46,26,-0.0229605865302738,0.118526032829089,0.846396957804354,0.916221347452713,0.37784505363397,0.37784505363397,,0.0515969061289653,0.820307475984087,0.820307475984087,0.0772377744328918,0.609912306745458,0.316587528986224
P61019,RAB2A,44,25,-0.0997294266203376,0.10189067941636,0.327684486500398,0.518721856191716,0.378075138274593,0.378075138274593,,0.782927759795477,0.376247219780934,0.376247219780934,0.108145295533107,0.484704034691934,0.845638204059619
P01133,EGF,50,26,-0.133345683867892,0.0710503867179319,0.0605487562273293,0.198194551633949,0.378705171476894,0.913608940124112,0.909949384439295,0.00192577495993493,0.964997146133231,0.498281942547102,0.0421128451380552,0.770961678576816,0.449594557231654
Q8TEW0,PARD3,45,26,0.0271386822565254,0.0583861517512216,0.642064887889203,0.774387394058407,0.378851144780783,0.432619898343222,0.0487769461839451,6.81211049023183,0.00905416907659258,0.00339826946163048,0.272332015810277,0.0705698300542789,0.918924424631289
Q14254,FLOT2,51,26,-0.316475244733787,0.102471546471126,0.0020122339243161,0.0349314765513301,0.3801051805953,0.3801051805953,,1.93823693373868,0.163860093007676,0.163860093007676,0.0976067962002707,0.495617787972189,0.348261383933918
P33176,KIF5B,51,26,-0.0564526122510943,0.115128875247607,0.623891362648739,0.76225981992015,0.380417953296558,0.20750747408954,0.931834053304097,1.29672339916739,0.25481260092216,0.505895626223001,-0.149683257918552,0.293518143065581,0.531819830600834
P01876,IGHA1,52,26,0.0532703292654196,0.0653751794812081,0.415163743507095,0.59753738406127,0.383306148302099,0.505252089293086,0.4937040574202,0.784972096019601,0.375624796507618,0.157235221118845,-0.1173909331512,0.406090680754213,0.955459257655694
Q9BZL4,PPP1R12C,47,26,-0.105617392661789,0.0710510215110839,0.137146733890242,0.313913635348776,0.383790030751433,0.160604511644964,0.659865567469109,1.62955272000329,0.201764924818324,0.387400870795707,-0.149398704902868,0.315135591088138,0.342129905562003
Q9ULC5,ACSL5,46,26,0.125523520123998,0.125241917031173,0.316223601802604,0.506577674863857,0.384207436474074,0.817866778754772,0.592653951484548,0.0338180740921552,0.85409432768605,0.0992299177378906,-0.098859081097749,0.512124587941949,0.724518930288903
P04278,SHBG,51,26,0.484857056789378,0.192345498055876,0.0117101312218434,0.0814961835033698,0.385922199654418,0.33854765255983,0.864723134380434,0.944630575635766,0.331089814425464,0.467355416653722,0.0772850678733032,0.588830944355538,0.14429537950408
Q86TP1,PRUNE1,51,26,-0.0910306077408993,0.0821215989659715,0.267652166074539,0.460728737837485,0.3861892841421,0.373718185078775,0.756832015656608,0.883959873239675,0.347119391041489,0.307461501396137,-0.239185520361991,0.0910098920838559,0.682349076177052
Q12906,ILF3,48,25,0.216930494979118,0.150418252830775,0.149251040340395,0.328193154309393,0.386805196212126,0.386805196212126,,1.03071788379388,0.30999011705021,0.30999011705021,-0.0113003814940787,0.939236132071739,0.43244300222049
Q6UXV4,APOOL,48,26,-0.0804732220828733,0.0553605839558259,0.146051839015979,0.324515200959946,0.387488704500535,0.347543706046587,0.900748149052036,0.000881822202011353,0.976309907779631,0.872589439154494,-0.0257273122014763,0.861953845410582,0.91386255906097
O60762,DPM1,50,26,-0.0129227336276015,0.0926260230904082,0.889043084005379,0.937952575049008,0.387599951594491,0.351693654220936,0.456546557970336,0.911922936577968,0.339604721378006,0.797875344924632,-0.0642016806722689,0.65691130746027,0.0772767662438879
O75955,FLOT1,51,26,-0.0979228118726487,0.0975304690283628,0.315367637458452,0.506489604857908,0.387620961833061,0.387620961833061,,0.866625746524043,0.351891141477683,0.351891141477683,-0.25769291930287,0.0679043228789237,0.582321713885769
P49411,TUFM,52,26,-0.131455512568838,0.0778120247835893,0.0911431015179748,0.253339196069789,0.388280278258601,0.636854001679379,0.98293153029362,0.703625833195,0.401568037230985,0.986453609394684,-0.0788867070776061,0.577253873863267,0.757553085219505
Q5JSL3,DOCK11,44,25,-0.197246746105479,0.0973284876355778,0.0427024605226138,0.164117665441389,0.388636104010495,0.457001906880755,0.791413040759904,1.29226748759435,0.255630501739109,0.233753948560367,-0.22861169837914,0.135298448235745,0.952708397052811
P16930,FAH,49,26,-0.0103657587288351,0.170558054886423,0.951537966624322,0.970047734933474,0.388933383000011,0.216073467495008,0.279297531854996,2.62887421944841,0.104936093650028,0.697359502902424,-0.243775510204082,0.0914882257657323,0.209869903949143
O43396,TXNL1,50,26,-0.0764888235976092,0.133540127956999,0.566795137555469,0.718964275470607,0.389047161885261,0.290168347933054,0.968015000505457,0.170550969994307,0.679622606766622,0.91367063052945,0.180600240096038,0.208802748721406,0.019904682709176
Q8IY22,CMIP,51,26,0.0699591913109905,0.0901117924309007,0.437536454565448,0.618162006784789,0.389842749611515,0.505955625615268,0.366902750387974,2.40332301076393,0.121077812826495,0.469046850315377,-0.253303167420814,0.0730790722300046,0.137277159154416
P61225,RAP2B,51,26,-0.0616323153259465,0.131141042326497,0.638376670988895,0.772350788314678,0.390314943750952,0.390314943750952,,2.79495922280839,0.0945611720917061,0.0945611720917061,0.210078732402926,0.138970204029716,0.0627314489584907
Q9P107,GMIP,42,25,-0.0400778195444437,0.0906783059235429,0.658505099964085,0.786236769277056,0.390582720906949,0.390582720906949,,4.25978816888941,0.0390247874737275,0.0390247874737275,-0.212452905726509,0.176766004054626,0.457972682996619
Q9Y6C9,MTCH2,51,26,-0.174060002387219,0.116132097016687,0.133922808829074,0.30928361680257,0.390590587837174,0.390590587837174,,1.66676542907843,0.196692339264003,0.196692339264003,0.174448135289518,0.22082476993853,0.70167759992639
A1L4H1,SSC5D,51,26,0.288680552622219,0.218817768508301,0.187077587989216,0.373458964616074,0.390601198321978,0.780642689788119,0.919116205869331,4.66701645763332,0.0307472977841256,0.028765891151128,0.285972850678733,0.042284143476016,0.785730634113691
P00736,C1R,52,26,0.324885136232415,0.158588796764606,0.0405011661703266,0.164110608581169,0.391380809486108,0.66140765618308,0.193624309525831,0.035128713621298,0.851326203414061,0.624850011777856,-0.0530180141722872,0.708197098740128,0.95667843912568
Q0VD83,APOBR,51,26,0.36982911796159,0.109616683426228,0.000741275218923133,0.018774921528463,0.39173112284451,0.202802538906539,0.750073435167001,0.860405648247948,0.353625198710481,0.945180416883325,-0.196923076923077,0.165623487463333,0.864886850701917
O15260,SURF4,40,25,-0.0719362120920365,0.120895069662343,0.551823313972631,0.708700764827693,0.39187495390178,0.39187495390178,,0.701881552212628,0.402152186791826,0.402152186791826,0.116359857976214,0.474595042921026,0.0729409058999656
P09493,TPM1,46,24,-0.0925330919168947,0.151847618284386,0.54227176098532,0.70050992535311,0.392116528484117,0.392116528484117,,0.205325256994676,0.650456357624865,0.650456357624865,0.0562398779003733,0.710463178172108,0.851653524296361
Q4AE62,GTDC1,40,25,-0.269058652835417,0.132356194996746,0.0420689306833372,0.164117665441389,0.392224543063873,0.392224543063873,,1.59256443671548,0.20696012967229,0.20696012967229,-0.268699872852425,0.0936384409551098,0.47225482097959
Q13107,USP4,51,26,-0.161445652319152,0.140918614825138,0.251933416606253,0.44637285396406,0.393391047535721,0.393391047535721,,2.80790123075306,0.0938010198743867,0.0938010198743867,-0.146638888761981,0.304508406314591,0.746751371586645
Q93050,ATP6V0A1,50,26,-0.0565049204286307,0.081124211403015,0.486101039627494,0.659373227589533,0.394771797901778,0.394771797901778,,0.0382513309608128,0.844939326752079,0.844939326752079,-0.0153934233318364,0.915502151320989,0.991235566867411
Q99798,ACO2,50,26,-0.194707314910511,0.0774359526558953,0.0119224826381527,0.0822070388278004,0.395904810825126,0.190840281874085,0.115702517582039,0.562991867957022,0.453057279046469,0.497255191449711,-0.0292436974789916,0.839901554634396,0.621734714871026
P11142,HSPA8,52,26,-0.0885856700538923,0.0984307723965305,0.36813119960735,0.553271112250347,0.395916807795161,0.230064567307637,0.454549285580135,1.53394941710948,0.215520674061616,0.181469123458081,-0.0430291129514215,0.761393724647486,0.495312078758791
P16284,PECAM1,52,26,-0.330768544089012,0.113345996844199,0.00352035987399755,0.0453246333777184,0.396197649229934,0.522810507897507,0.561292882862447,2.27802338128983,0.13121901300491,0.184616417829405,-0.177153590028174,0.208352156218599,0.632499485058275
P78371,CCT2,52,26,-0.23173183012272,0.0676999009628797,0.000619506743808856,0.0171433490051522,0.397006489300317,0.397006489300317,,2.43571129515949,0.118600086796674,0.118600086796674,-0.315170823778212,0.0228565470467944,0.0676836520801342
P05388,RPLP0,51,26,0.16244476014445,0.142881148809056,0.255570781129423,0.447571872616141,0.397193318156582,0.455745605543335,0.395605122489334,0.575536898625286,0.448067050900739,0.654234890959291,0.0498642533936652,0.727531908157956,0.934433280885404
Q9UNN5,FAF1,50,26,0.120987494394428,0.112496572514757,0.282161152288551,0.473846717701969,0.399117561233536,0.388024150374332,0.627431460765096,0.694915528735559,0.404497442600609,0.363275303386946,-0.0451860744297719,0.75473528366283,0.342306259744659
P41226,UBA7,48,26,0.0262445579792541,0.110752996553671,0.812684124019798,0.889234103530106,0.400410483483165,0.405931170517939,0.927105380725794,0.000937860082549773,0.975569002064882,0.447568548950869,-0.1615284411637,0.271792418386729,0.956129747487942
Q6P4E1,GOLM2,45,26,0.641711068547642,0.159447659846049,5.7075255313566e-05,0.0055883506230472,0.400924802326039,0.609030007142359,0.62428966451129,8.04811638465133,0.00455509911749437,0.00775365510064424,0.328722002635046,0.0279564104149426,0.0182563384938939
Q15833,STXBP2,52,26,-0.270492844996221,0.0710310671353603,0.000140043122502482,0.00746091807814948,0.401037909190238,0.0617233312342124,0.149451867625087,0.00829719966609103,0.927421900315488,0.17876222160183,-0.0616409118073935,0.663358478841991,0.673141930673566
P55786,NPEPPS,50,26,-0.0109557250838403,0.0625565561959995,0.86097503165652,0.919285711063804,0.40106639837951,0.426011339237674,0.513742690091383,0.378138234603817,0.538601309632753,0.381096510168648,0.105210084033613,0.465964184960862,0.842468279727305
O43681,GET3,51,26,0.139116015923787,0.0901821037450575,0.122924889518542,0.295250661341945,0.401592208291925,0.187091400125911,0.0916190022684054,0.843627316926269,0.358361412867344,0.976393491433024,0.0253393665158371,0.859638561921436,0.852059873365465
Q8IYD1,GSPT2,44,25,-0.31065928771638,0.119034552179971,0.00905886900647146,0.0703314201758714,0.402047559022489,0.525487273293423,0.897932191141164,0.843090183679014,0.358514469765359,0.64927586439433,-0.108104298801973,0.48359181127429,0.904758283150051
Q9UNZ2,NSFL1C,48,25,-0.346624484895165,0.124252547849834,0.0052760635354543,0.0558323161799787,0.40264980857337,0.00102041104613756,0.00173516140996156,1.30678456430256,0.25297765372104,0.544147774679534,-0.157186278766826,0.285019923177363,0.921541593508329
P50416,CPT1A,51,26,-0.236391586172612,0.0989445393456097,0.0168882236159622,0.101068253816082,0.403422776099456,0.797239591143108,0.975472744786538,4.17899935375846,0.0409278587760425,0.0524584288448807,0.0873303167420814,0.541187782994339,0.254210084616775
Q16718,NDUFA5,46,25,0.0458279653413991,0.135808719350572,0.735781510883619,0.8426852737696,0.40394742610716,0.296320442816551,0.29765265690885,0.0145892023101749,0.903860721224195,0.127222624669228,-0.0152328091273512,0.919960622523991,0.343363523436525
P49593,PPM1F,51,26,-0.237628945554958,0.154132500198409,0.123141985089009,0.295250661341945,0.404378538631731,0.404378538631731,,0.0630901750526155,0.801676820124152,0.801676820124152,-0.0188444236337917,0.895576448790882,0.933283088449232
Q06323,PSME1,51,26,-0.0731639657434363,0.0802966007666933,0.362205073299661,0.550626613621204,0.404635250357005,0.383155480103273,0.110901386620203,3.24983736697849,0.0714305448806565,0.334450428885625,0.131945701357466,0.354944134245543,0.92601870573152
Q9BWP8,COLEC11,52,26,0.179611219562617,0.0990170409517213,0.0696865775132284,0.217946887161818,0.40532887018653,0.784613082898214,0.50065255784149,0.759173359768635,0.383587341442098,0.653550537035387,0.02322206095791,0.869970191295725,0.934332854839457
P38646,HSPA9,52,26,-0.174196526062304,0.087492776422927,0.0464828874501677,0.171808758637581,0.40555375302206,0.40555375302206,,1.31942030349435,0.250696114576053,0.250696114576053,-0.167484372345805,0.235309285361859,0.457914471866208
Q9P0J0,NDUFA13,46,26,-0.194223380429355,0.127521923267575,0.127744008949728,0.303171265479769,0.407046155588812,0.39716500303752,0.734495322632458,0.52499657268302,0.468718033834,0.788511727645277,0.080604378661733,0.593284026656741,0.32564800444806
Q99747,NAPG,48,26,-0.0684080483418033,0.0819313286236541,0.403749396792936,0.587375534882379,0.407124559388005,0.407124559388005,,0.341281967033179,0.55909017932609,0.55909017932609,-0.112732658918934,0.445532810423629,0.0873793938839246
Q15435,PPP1R7,43,25,0.04088705895391,0.107866372808245,0.704648598265862,0.824524360742405,0.408277611746294,0.219222043435645,0.997503707396313,1.84865463457332,0.173939949429657,0.930471562740482,0.141800060404712,0.363137937250327,0.390724385010583
Q9Y274,ST3GAL6,50,26,-0.0226794321000086,0.202972607649095,0.911032402858732,0.947833559402364,0.408293360611677,0.0344211200708189,0.100563130426449,0.736809835920698,0.390684721737585,0.139674480116658,0.192701080432173,0.179508563724026,0.146807788457792
P61006,RAB8A,48,26,-0.013675982812421,0.121079534657413,0.910069872374782,0.947833559402364,0.4089261882323,0.616811844243145,0.54927085304712,2.93358544985153,0.0867546261535874,0.00538217111493692,0.237299174989145,0.104353137104492,0.174562405087622
Q9Y277,VDAC3,52,26,-0.218555422323966,0.160317678277269,0.172799121085039,0.355365794677358,0.409101098845622,0.409101098845622,,0.620536899682745,0.430847840663253,0.430847840663253,0.182451428025432,0.19546140464187,0.246998437241915
Q14112,NID2,51,26,-0.0814811505516405,0.0875717603821984,0.352138104678745,0.538133898841405,0.409523581866682,0.429903306131152,0.706092701670444,0.297515032526281,0.585444482303609,0.311095107082628,0.0189140271493213,0.895057877987794,0.770565546938038
P0C0L4,C4A,52,26,0.692974204282204,0.317996530065101,0.0293177092374893,0.138519451901899,0.409738917137668,0.409738917137668,,0.132407695652493,0.715948603831137,0.715948603831137,-0.0645696897763764,0.649271107353246,0.508082651949581
P42704,LRPPRC,48,26,-0.185614988358918,0.100161997704103,0.0638611733548313,0.203434047078793,0.409856260840593,0.014474901217681,0.00721730575349178,1.1149865291932,0.291000550736529,0.491098393572272,0.122774641771602,0.404589694986376,0.790675355214508
P17655,CAPN2,51,26,0.156870231814979,0.112636698794262,0.163707570456161,0.343521673352411,0.410083453599992,0.130781559560427,0.20108314371955,0.715396925960902,0.397657964314567,0.554039848554212,0.0263348416289593,0.854173864504578,0.607662734075657
P21796,VDAC1,51,26,-0.291887711222513,0.139098326420118,0.0358674248657536,0.156043193943081,0.410936791752585,0.410936791752585,,0.000817408298070474,0.977191305944623,0.977191305944623,0.027260379819757,0.849397706100255,0.764478161756393
P05121,SERPINE1,51,26,0.217747953998449,0.132949957825584,0.101459477231371,0.267396180911497,0.411285060748814,0.134918228772022,0.243936590119942,0.0366951839393357,0.848086979085864,0.397391150999292,0.0210859728506787,0.88305871045168,0.150363732582031
Q07954,LRP1,52,26,0.312745302757951,0.117859824947913,0.00796532447556797,0.0676177270041347,0.412768742880448,0.55380216920793,0.671304807693565,0.270700053224823,0.602862556883513,0.209449544555728,0.11645180568599,0.409877129709377,0.0728804157340483
Q07021,C1QBP,52,26,-0.0258476232989825,0.151197274409511,0.864260744668244,0.922156664718534,0.414054937928553,0.514172354285464,0.657454368542395,2.61637982259798,0.105765490587224,0.0195284320066941,-0.164347306411679,0.243549382782126,0.736998712203919
P50991,CCT4,49,26,-0.132804620656475,0.093427914220814,0.15518127780074,0.332597683778249,0.41451812979428,0.4530450657704,0.465645272321516,0.181328053757565,0.670234407621655,0.950471226736507,0.0775510204081633,0.595321010371031,0.970538269512631
P68366,TUBA4A,52,26,-0.48211024289932,0.165831377377178,0.00364642957813312,0.0458027129936234,0.415700283197778,0.415700283197778,,0.263206566912847,0.607925709357995,0.607925709357995,-0.167096177818091,0.236411949587418,0.440617820110611
Q9HBW9,ADGRL4,46,26,0.488297427743311,0.128222333281754,0.000139977014266929,0.00746091807814948,0.416141173047914,0.308674148012799,0.239688465294866,0.079475974111531,0.778008814145345,0.870101652181528,0.088868331791551,0.555837016251176,0.523947204223905
P55039,DRG2,42,25,-0.0542226886334257,0.143489571478636,0.705515342978291,0.824524360742405,0.417574804556232,0.752702220506774,0.694450864940111,0.798709136117269,0.371479597035889,0.700040875940973,0.108662182967345,0.492033429062107,0.948095393984092
Q9Y4G6,TLN2,46,24,-0.429257486919037,0.247846674303499,0.0832828680027596,0.238793084810801,0.417811074978858,0.417811074978858,,0.0118727352062584,0.91323256578384,0.91323256578384,0.0112757252356327,0.940713321805323,0.788561681430899
Q93034,CUL5,43,25,-0.107682487661393,0.128896772132535,0.403483254069315,0.587375534882379,0.418029594792861,0.418029594792861,,1.06967555575299,0.301018741563773,0.301018741563773,0.131946893809795,0.398985584370337,0.632170163162047
P18433,PTPRA,49,26,-0.0216555051952694,0.0913875348173971,0.812685148339488,0.889234103530106,0.418310552531948,0.464343446916497,0.866195174630174,0.508360906912499,0.475849269071185,0.27848839955886,0.233163265306122,0.106851526459001,0.422342288141508
Q9P2E9,RRBP1,44,25,-0.0605592971169797,0.0850684160244283,0.476533314099269,0.653277702114792,0.418823680171599,0.17811823927564,0.169409657438009,0.153138793466384,0.695553681123258,0.686913459099013,-0.0510218463706836,0.741528302239793,0.721214557571035
Q9UNS2,COPS3,51,26,-0.156191585235927,0.0991824059129821,0.115304636204342,0.28548984444825,0.419443456393421,0.350054501553684,0.0721200701207559,6.35239552975368,0.0117222903826916,0.196111417391616,-0.422262443438914,0.00220340668740202,0.342962588100975
P11182,DBT,45,26,-0.072440339000781,0.115291613116023,0.529792556288199,0.689676457703873,0.420166846454378,0.51457441215001,0.691602844961829,0.0655465681206391,0.797934899886471,0.937474469380928,0.0241106719367589,0.874897292010689,0.229630474566178
P55291,CDH15,50,26,0.432938678901725,0.157333840473367,0.00592831810503296,0.0574057722061739,0.420395849008006,0.0117609579779245,0.0102927734446678,6.1814310411662,0.0129097824660794,0.543136604719061,0.187707082833133,0.19121421857774,0.452710454225712
Q8WXG6,MADD,48,26,-0.154907288412836,0.0543299585016538,0.0043550251276781,0.0517097892430426,0.420590022973596,0.441812476059525,0.834792000404125,3.77351230985147,0.0520701856127334,0.878371983994009,-0.284954407294833,0.0499899041519412,0.394104330527214
P08240,SRPRA,44,26,-0.126815224814429,0.111330574822993,0.254666815429727,0.447571872616141,0.421304544719411,0.456111585508431,0.827360997403372,0.402519862881258,0.525790755837361,0.808361627319678,-0.185341789992953,0.227601335248008,0.328768531572399
P23219,PTGS1,51,26,-0.260034177489722,0.0955079124913737,0.00647615306841989,0.060275039100655,0.421351493690544,0.274755990247837,0.442097772263258,0.0149868381142117,0.902565812182346,0.445604800445388,-0.0320361990950226,0.823015136301738,0.460149189218761
Q14155,ARHGEF7,43,25,-0.0602931032248903,0.105546235282319,0.567831368993514,0.719687830266595,0.424171313357856,0.424171313357856,,8.1302770038194e-05,0.992805728093419,0.992805728093419,-0.0403716570009263,0.797149100138172,0.754371110614671
